Date,RBA
2024-11-29,86.86000061035156
2024-12-02,85.94000244140625
2024-12-03,88.06999969482422
2024-12-04,87.95999908447266
2024-12-05,86.87000274658203
2024-12-06,87.18000030517578
2024-12-09,87.02999877929688
2024-12-10,85.58999633789062
2024-12-11,83.7300033569336
2024-12-12,81.91999816894531
2024-12-13,81.33000183105469
2024-12-16,81.04000091552734
2024-12-17,82.0999984741211
2024-12-18,80.80999755859375
2024-12-19,80.37999725341797
2024-12-20,79.70999908447266
2024-12-23,78.66000366210938
2024-12-24,78.16000366210938
2024-12-26,80.69000244140625
2024-12-27,80.4000015258789
2024-12-30,83.5199966430664
2024-12-31,84.87999725341797
2025-01-01,84.68000030517578
2025-01-02,85.01000213623047
2025-01-03,83.18000030517578
2025-01-06,83.73999786376953
2025-01-07,82.91000366210938
2025-01-08,80.0999984741211
2025-01-09,79.62999725341797
2025-01-10,76.26000213623047
2025-01-13,75.30000305175781
2025-01-14,75.7699966430664
2025-01-15,77.20999908447266
2025-01-16,78.08000183105469
2025-01-17,79.43000030517578
2025-01-20,80.0
2025-01-21,78.48999786376953
2025-01-22,77.44999694824219
2025-01-23,77.81999969482422
2025-01-24,74.76000213623047
2025-01-27,72.45999908447266
2025-01-28,71.70999908447266
2025-01-29,72.0
2025-01-30,71.41000366210938
2025-01-31,72.62999725341797
2025-02-01,74.52999877929688
2025-02-03,75.9800033569336
2025-02-04,76.8499984741211
2025-02-05,78.83000183105469
2025-02-06,78.56999969482422
2025-02-07,77.13999938964844
2025-02-10,75.7699966430664
2025-02-11,73.56999969482422
2025-02-12,73.70999908447266
2025-02-13,73.76000213623047
2025-02-14,70.13999938964844
2025-02-17,68.98999786376953
2025-02-18,67.83000183105469
2025-02-19,69.01000213623047
2025-02-20,69.68000030517578
2025-02-21,68.93000030517578
2025-02-24,69.18000030517578
2025-02-25,66.91000366210938
2025-02-27,66.08999633789062
2025-02-28,63.779998779296875
2025-03-03,63.88999938964844
2025-03-04,63.18000030517578
2025-03-05,65.37000274658203
2025-03-06,65.94999694824219
2025-03-07,65.69000244140625
2025-03-10,65.27999877929688
2025-03-11,62.88999938964844
2025-03-12,62.040000915527344
2025-03-13,60.15999984741211
2025-03-17,59.849998474121094
2025-03-18,59.849998474121094
2025-03-19,63.189998626708984
2025-03-20,62.689998626708984
2025-03-21,64.0
2025-03-24,64.41000366210938
2025-03-25,63.0099983215332
2025-03-26,62.31999969482422
2025-03-27,63.630001068115234
2025-03-28,60.45000076293945
2025-04-01,64.27999877929688
2025-04-02,67.01000213623047
2025-04-03,72.19999694824219
2025-04-04,70.48999786376953
2025-04-07,66.27999877929688
2025-04-08,67.44999694824219
2025-04-09,69.2699966430664
2025-04-11,73.3499984741211
2025-04-15,73.30999755859375
2025-04-16,72.66000366210938
2025-04-17,78.33000183105469
2025-04-21,77.19999694824219
2025-04-22,77.87000274658203
2025-04-23,78.01000213623047
2025-04-24,77.75
2025-04-25,82.22000122070312
2025-04-28,82.68000030517578
2025-04-29,81.41999816894531
2025-04-30,81.0199966430664
2025-05-02,81.87999725341797
2025-05-05,82.7699966430664
2025-05-06,79.25
2025-05-07,81.02999877929688
2025-05-08,77.91000366210938
2025-05-09,77.01000213623047
2025-05-12,78.6500015258789
2025-05-13,79.5999984741211
2025-05-14,81.47000122070312
2025-05-15,82.94999694824219
