Date,BHARTIHEXA
2024-08-12,1126.11181640625
2024-08-13,1113.1240234375
2024-08-14,1105.1844482421875
2024-08-16,1129.2850341796875
2024-08-19,1109.7586669921875
2024-08-20,1136.1217041015625
2024-08-21,1120.9727783203125
2024-08-22,1101.6922607421875
2024-08-23,1124.1204833984375
2024-08-26,1148.467041015625
2024-08-27,1162.435546875
2024-08-28,1158.7467041015625
2024-08-29,1156.0908203125
2024-08-30,1231.6387939453125
2024-09-02,1211.5712890625
2024-09-03,1211.8172607421875
2024-09-04,1188.4051513671875
2024-09-05,1185.1097412109375
2024-09-06,1179.6011962890625
2024-09-09,1177.1910400390625
2024-09-10,1206.9971923828125
2024-09-11,1215.8011474609375
2024-09-12,1270.0030517578125
2024-09-13,1338.4683837890625
2024-09-16,1310.629638671875
2024-09-17,1350.813720703125
2024-09-18,1358.486572265625
2024-09-19,1336.89453125
2024-09-20,1423.361328125
2024-09-23,1436.19873046875
2024-09-24,1346.092041015625
2024-09-25,1398.277099609375
2024-09-26,1405.605712890625
2024-09-27,1479.5797119140625
2024-09-30,1419.9676513671875
2024-10-01,1374.81591796875
2024-10-03,1364.3394775390625
2024-10-04,1384.0626220703125
2024-10-07,1363.1590576171875
2024-10-08,1448.3472900390625
2024-10-09,1408.60595703125
2024-10-10,1416.27880859375
2024-10-11,1421.8367919921875
2024-10-14,1448.8392333984375
2024-10-15,1449.8228759765625
2024-10-16,1492.564697265625
2024-10-17,1475.9892578125
2024-10-18,1482.0389404296875
2024-10-21,1484.94091796875
2024-10-22,1404.2777099609375
2024-10-23,1434.5755615234375
2024-10-24,1441.1663818359375
2024-10-25,1402.9005126953125
2024-10-28,1439.346435546875
2024-10-29,1402.2117919921875
2024-10-30,1405.7532958984375
2024-10-31,1386.817138671875
2024-11-01,1398.9656982421875
2024-11-04,1362.322998046875
2024-11-05,1392.4241943359375
2024-11-06,1442.8387451171875
2024-11-07,1391.9815673828125
2024-11-08,1356.863525390625
2024-11-11,1352.3876953125
2024-11-12,1352.2891845703125
2024-11-13,1402.7530517578125
2024-11-14,1398.6214599609375
2024-11-18,1372.25830078125
2024-11-19,1373.1436767578125
2024-11-21,1344.1246337890625
2024-11-22,1307.5802001953125
2024-11-25,1300.989501953125
2024-11-26,1287.3160400390625
2024-11-27,1298.13671875
2024-11-28,1288.64404296875
2024-11-29,1353.7647705078125
2024-12-02,1367.6842041015625
2024-12-03,1365.421630859375
2024-12-04,1375.848876953125
2024-12-05,1385.9808349609375
2024-12-06,1397.6378173828125
2024-12-09,1434.0345458984375
2024-12-10,1384.2103271484375
2024-12-11,1383.7183837890625
2024-12-12,1398.6214599609375
2024-12-13,1460.25
2024-12-16,1425.6732177734375
2024-12-17,1426.6568603515625
2024-12-18,1520.6490478515625
2024-12-19,1481.9405517578125
2024-12-20,1479.087890625
2024-12-23,1464.7752685546875
2024-12-24,1466.791748046875
2024-12-26,1433.296875
2024-12-27,1437.526611328125
2024-12-30,1494.9747314453125
2024-12-31,1433.1492919921875
2025-01-01,1459.4139404296875
2025-01-02,1453.610107421875
2025-01-03,1470.3330078125
2025-01-06,1461.627197265625
2025-01-07,1469.7427978515625
2025-01-08,1455.0364990234375
2025-01-09,1451.5936279296875
2025-01-10,1429.06689453125
2025-01-13,1393.3585205078125
2025-01-14,1373.3895263671875
2025-01-15,1334.2384033203125
2025-01-16,1332.566162109375
2025-01-17,1302.809326171875
2025-01-20,1281.1187744140625
2025-01-21,1255.24755859375
2025-01-22,1248.0665283203125
2025-01-23,1292.529541015625
2025-01-24,1292.9722900390625
2025-01-27,1312.6954345703125
2025-01-28,1278.3643798828125
2025-01-29,1320.2698974609375
2025-01-30,1334.6319580078125
2025-01-31,1332.8121337890625
2025-02-01,1341.3211669921875
2025-02-03,1352.19091796875
2025-02-04,1357.6011962890625
2025-02-05,1330.4019775390625
2025-02-06,1289.0374755859375
2025-02-07,1441.9041748046875
2025-02-10,1348.501953125
2025-02-11,1336.353271484375
2025-02-12,1327.991943359375
2025-02-13,1343.3868408203125
2025-02-14,1343.2884521484375
2025-02-17,1307.2850341796875
2025-02-18,1317.2696533203125
2025-02-19,1343.6326904296875
2025-02-20,1340.87841796875
2025-02-21,1296.5628662109375
2025-02-24,1241.770751953125
2025-02-25,1226.277587890625
2025-02-27,1284.8074951171875
2025-02-28,1283.1353759765625
2025-03-03,1275.31494140625
2025-03-04,1267.7896728515625
2025-03-05,1358.78173828125
2025-03-06,1320.466552734375
2025-03-07,1321.1552734375
2025-03-10,1313.7774658203125
2025-03-11,1426.0174560546875
2025-03-12,1335.2713623046875
2025-03-13,1331.631591796875
2025-03-17,1332.172607421875
2025-03-18,1332.172607421875
2025-03-19,1300.8909912109375
2025-03-20,1306.6949462890625
2025-03-21,1315.30224609375
2025-03-24,1367.14306640625
2025-03-25,1417.6068115234375
2025-03-26,1450.8558349609375
2025-03-27,1428.4766845703125
2025-03-28,1439.936767578125
2025-04-01,1446.330810546875
2025-04-02,1423.361328125
2025-04-03,1430.6407470703125
2025-04-04,1442.0516357421875
2025-04-07,1377.275146484375
2025-04-08,1403.785888671875
2025-04-09,1409.14697265625
2025-04-11,1480.21923828125
2025-04-15,1485.48193359375
2025-04-16,1489.1217041015625
2025-04-17,1557.2918701171875
2025-04-21,1617.1007080078125
2025-04-22,1614.7398681640625
2025-04-23,1619.85498046875
2025-04-24,1614.05126953125
2025-04-25,1559.0625
2025-04-28,1563.095703125
2025-04-29,1571.4571533203125
2025-04-30,1661.5638427734375
2025-05-02,1671.6959228515625
2025-05-05,1657.6290283203125
2025-05-06,1664.81005859375
2025-05-07,1682.123046875
2025-05-08,1701.797119140625
2025-05-09,1691.6649169921875
2025-05-12,1729.6357421875
2025-05-13,1675.5323486328125
2025-05-14,1671.0072021484375
2025-05-15,1659.69482421875
2025-05-16,1641.496337890625
2025-05-19,1660.678466796875
2025-05-20,1641.98828125
2025-05-21,1660.1866455078125
2025-05-22,1670.3187255859375
2025-05-23,1643.26708984375
2025-05-26,1664.0230712890625
2025-05-27,1702.3873291015625
2025-05-28,1755.9005126953125
2025-05-29,1759.93359375
2025-05-30,1800.85546875
2025-06-02,1820.430908203125
2025-06-03,1856.434326171875
2025-06-04,1849.6468505859375
2025-06-05,1847.876220703125
2025-06-06,1789.5428466796875
2025-06-09,1764.5570068359375
2025-06-10,1736.9150390625
2025-06-11,1772.328125
2025-06-12,1752.359130859375
2025-06-13,1754.818359375
2025-06-16,1739.27587890625
2025-06-17,1710.8470458984375
2025-06-18,1723.24169921875
2025-06-19,1720.2906494140625
2025-06-20,1789.5428466796875
2025-06-23,1766.7210693359375
2025-06-24,1825.2510986328125
2025-06-25,1838.7276611328125
2025-06-26,1783.050537109375
2025-06-27,1928.1458740234375
2025-06-30,1920.8665771484375
2025-07-01,1952.24658203125
2025-07-02,1933.162841796875
2025-07-03,1897.0611572265625
2025-07-04,1875.3214111328125
2025-07-07,1809.80712890625
2025-07-08,1760.4254150390625
2025-07-09,1756.7857666015625
2025-07-10,1762.3929443359375
2025-07-11,1761.9010009765625
2025-07-14,1733.1771240234375
2025-07-15,1745.768310546875
2025-07-16,1780.0994873046875
2025-07-17,1770.9510498046875
2025-07-18,1763.179931640625
2025-07-21,1792.887451171875
2025-07-22,1784.132568359375
2025-07-23,1784.722900390625
2025-07-24,1795.3466796875
2025-07-25,1759.6396484375
2025-07-28,1739.2637939453125
2025-07-29,1772.99267578125
2025-07-30,1779.91650390625
2025-07-31,1827.5919189453125
2025-08-01,1824.525634765625
2025-08-04,1838.76904296875
2025-08-05,1827.1964111328125
2025-08-06,1775.6632080078125
2025-08-07,1722.2509765625
2025-08-08,1735.9007568359375
2025-08-11,1737.087646484375
2025-08-12,1732.14208984375
2025-08-13,1679.12548828125
2025-08-14,1682.3895263671875
2025-08-18,1711.1728515625
2025-08-19,1748.5615234375
2025-08-20,1753.6060791015625
2025-08-21,1781.7958984375
2025-08-22,1839.3624267578125
2025-08-25,1839.3624267578125
2025-08-26,1819.678955078125
2025-08-28,1765.5743408203125
2025-08-29,1754.6939697265625
2025-09-01,1750.737548828125
2025-09-02,1753.2103271484375
2025-09-03,1767.6514892578125
2025-09-04,1755.3863525390625
2025-09-05,1726.89990234375
2025-09-08,1726.701904296875
2025-09-09,1750.737548828125
2025-09-10,1720.173828125
2025-09-11,1708.8978271484375
2025-09-12,1687.6318359375
2025-09-15,1681.6971435546875
2025-09-16,1717.3052978515625
2025-09-17,1707.51318359375
2025-09-18,1692.379638671875
2025-09-19,1696.039306640625
2025-09-22,1672.00390625
2025-09-23,1691.3905029296875
2025-09-24,1669.2342529296875
2025-09-25,1708.996826171875
2025-09-26,1658.057373046875
2025-09-29,1612.7557373046875
2025-09-30,1641.7369384765625
2025-10-01,1642.7259521484375
2025-10-03,1621.1632080078125
2025-10-06,1649.946533203125
2025-10-07,1747.077880859375
2025-10-08,1721.459716796875
2025-10-09,1728.28466796875
2025-10-10,1732.8345947265625
2025-10-13,1770.4210205078125
2025-10-14,1736.889892578125
2025-10-15,1716.01953125
2025-10-16,1731.350830078125
2025-10-17,1796.4346923828125
2025-10-20,1783.37841796875
2025-10-21,1792.9727783203125
2025-10-23,1762.508056640625
2025-10-24,1768.14599609375
2025-10-27,1849.7481689453125
2025-10-28,1826.405029296875
2025-10-29,1893.46728515625
2025-10-30,1846.3851318359375
2025-10-31,1840.5494384765625
2025-11-03,1846.978759765625
2025-11-04,1852.6165771484375
2025-11-06,1794.1597900390625
2025-11-07,1742.6268310546875
2025-11-10,1751.8255615234375
2025-11-11,1776.8502197265625
2025-11-12,1781.30126953125
2025-11-13,1786.4447021484375
2025-11-14,1757.5625
2025-11-17,1765.5743408203125
2025-11-18,1809.3922119140625
2025-11-19,1808.2052001953125
2025-11-20,1816.1181640625
2025-11-21,1740.154052734375
2025-11-24,1726.1085205078125
2025-11-25,1758.0570068359375
2025-11-26,1759.44189453125
2025-11-27,1735.7030029296875
2025-11-28,1749.05615234375
2025-12-01,1729.6693115234375
2025-12-02,1711.5684814453125
2025-12-03,1736.0986328125
2025-12-04,1745.693115234375
2025-12-05,1739.5604248046875
2025-12-08,1709.095703125
2025-12-09,1677.3450927734375
2025-12-10,1651.8258056640625
2025-12-11,1679.3233642578125
2025-12-12,1665.080078125
2025-12-15,1681.796142578125
2025-12-16,1724.6248779296875
2025-12-17,1742.7257080078125
2025-12-18,1745.396240234375
2025-12-19,1773.8829345703125
2025-12-22,1769.2340087890625
2025-12-23,1787.2359619140625
2025-12-24,1796.7315673828125
2025-12-26,1808.1063232421875
2025-12-29,1821.558349609375
2025-12-30,1761.4200439453125
2025-12-31,1801.8748779296875
2026-01-01,1790.6978759765625
2026-01-02,1782.4881591796875
2026-01-05,1788.0272216796875
2026-01-06,1769.1351318359375
2026-01-07,1761.321044921875
2026-01-08,1734.5159912109375
2026-01-09,1742.428955078125
2026-01-12,1687.335205078125
2026-01-13,1661.81591796875
2026-01-14,1621.95458984375
2026-01-15,1621.95458984375
2026-01-16,1596.9298095703125
2026-01-19,1577.048583984375
2026-01-20,1577.4442138671875
2026-01-21,1627.69140625
2026-01-22,1606.919921875
2026-01-23,1597.6221923828125
2026-01-27,1564.8824462890625
2026-01-28,1518.4927978515625
2026-01-29,1542.7261962890625
2026-01-30,1527.9884033203125
2026-02-02,1567.7508544921875
2026-02-03,1618.789306640625
2026-02-04,1593.7646484375
2026-02-05,1609.689453125
2026-02-06,1681.2025146484375
2026-02-09,1716.01953125
2026-02-10,1665.6734619140625
2026-02-11,1670.9158935546875
2026-02-12,1663.5963134765625
2026-02-13,1650.5399169921875
2026-02-16,1661.420166015625
2026-02-17,1676.0592041015625
2026-02-18,1684.5655517578125
2026-02-19,1662.1126708984375
2026-02-20,1669.7288818359375
2026-02-23,1679.3233642578125
2026-02-24,1635.703125
2026-02-25,1638.176025390625
2026-02-26,1640.450927734375
2026-02-27,1589.41259765625
2026-03-02,1577.9388427734375
2026-03-04,1559.837890625
2026-03-05,1591.3907470703125
2026-03-06,1587.434326171875
2026-03-09,1564.9813232421875
2026-03-10,1556.6728515625
2026-03-11,1519.48193359375
2026-03-12,1505.337646484375
2026-03-13,1456.4752197265625
2026-03-16,1470.223876953125
2026-03-17,1514.3385009765625
2026-03-18,1576.2572021484375
2026-03-19,1574.081298828125
2026-03-20,1566.860595703125
2026-03-23,1558.552001953125
2026-03-24,1563.9921875
2026-03-25,1565.970458984375
2026-03-27,1487.8302001953125
2026-03-30,1492.2811279296875
2026-04-01,1449.6502685546875
2026-04-02,1490.4019775390625
2026-04-06,1501.0843505859375
2026-04-07,1505.9310302734375
2026-04-08,1518.78955078125
2026-04-09,1513.94287109375
2026-04-10,1507.117919921875
2026-04-13,1497.7213134765625
2026-04-15,1524.031982421875
2026-04-16,1516.3167724609375
2026-04-17,1521.4600830078125
2026-04-20,1516.91015625
2026-04-21,1540.2532958984375
2026-04-22,1533.2305908203125
2026-04-23,1542.33056640625
2026-04-24,1516.5145263671875
2026-04-27,1483.0823974609375
2026-04-28,1493.17138671875
2026-04-29,1510.48095703125
2026-04-30,1500.8865966796875
2026-05-01,1500.8865966796875
2026-05-04,1481.5987548828125
2026-05-05,1466.2674560546875
2026-05-06,1497.0289306640625
2026-05-07,1499.1060791015625
2026-05-08,1481.6976318359375
2026-05-11,1448.760009765625
2026-05-12,1448.8590087890625
2026-05-13,1473.2901611328125
2026-05-14,1493.270263671875
2026-05-15,1545.2979736328125
2026-05-18,1580.2137451171875
2026-05-19,1594.0614013671875
2026-05-20,1578.3343505859375
2026-05-21,1551.8260498046875
2026-05-22,1525.4166259765625
2026-05-25,1530.856689453125
2026-05-26,1541.044677734375
2026-05-27,1517.305908203125
2026-05-28,1517.305908203125
2026-05-29,1479.224853515625
2026-06-01,1497.7213134765625
2026-06-02,1473.3890380859375
2026-06-03,1479.917236328125
2026-06-04,1473.0924072265625
2026-06-05,1464.3880615234375
2026-06-08,1438.9678955078125
2026-06-09,1459.7392578125
2026-06-10,1441.3416748046875
2026-06-11,1462.409912109375
2026-06-12,1461.3218994140625
2026-06-15,1459.5413818359375
2026-06-16,1448.46337890625
2026-06-17,1446.682861328125
2026-06-18,1422.15283203125
2026-06-19,1478.2357177734375
2026-06-22,1488.7203369140625
2026-06-23,1487.2366943359375
2026-06-24,1452.8154296875
2026-06-25,1460.9261474609375
2026-06-26,1460.9261474609375
2026-06-29,1424.427734375
2026-06-30,1466.8609619140625
2026-07-01,1440.3525390625
2026-07-02,1424.92236328125
2026-07-03,1438.275390625
2026-07-06,1450.9361572265625
2026-07-07,1483.97265625
2026-07-08,1503.359375
2026-07-09,1554.3978271484375
2026-07-10,1587.2364501953125
2026-07-13,1570.124755859375
2026-07-14,1604.150390625
2026-07-15,1621.95458984375
2026-07-16,1610.0850830078125
2026-07-17,1588.0277099609375
2026-07-20,1599.600341796875
2026-07-21,1633.1314697265625
2026-07-22,1617.404541015625
2026-07-23,1590.5006103515625
2026-07-24,1590.1048583984375
2026-07-27,1596.7320556640625
2026-07-28,1587.1375732421875
2026-07-29,1636.4945068359375
2026-07-30,1636.0
2026-07-31,1607.5
2026-08-03,1645.800048828125
2026-08-04,1616.800048828125
2026-08-05,1552.699951171875
2026-08-06,1514.5
2026-08-07,1538.800048828125
2026-08-10,1507.0
2026-08-11,1515.0
2026-08-12,1486.0
2026-08-13,1565.5
2026-08-14,1621.0999755859375
2026-08-17,1641.0
2026-08-18,1600.4000244140625
2026-08-19,1596.300048828125
2026-08-20,1615.5999755859375
2026-08-21,1591.199951171875
2026-08-24,1605.800048828125
2026-08-25,1592.9000244140625
2026-08-26,1579.800048828125
2026-08-27,1551.0999755859375
2026-08-28,1550.0999755859375
2026-08-31,1545.5
2026-09-01,1511.699951171875
2026-09-02,1531.0999755859375
2026-09-03,1505.5999755859375
2026-09-04,1495.4000244140625
2026-09-07,1528.699951171875
2026-09-08,1549.300048828125
2026-09-09,1544.800048828125
2026-09-10,1539.199951171875
2026-09-11,1545.0
2026-09-14,1545.0
2026-09-15,1505.5
2026-09-16,1479.300048828125
2026-09-18,1540.0999755859375
2026-09-21,1516.800048828125
