Date,SIS
2021-03-18,400.6893310546875
2021-03-19,397.40618896484375
2021-03-22,400.7873229980469
2021-03-23,396.328125
2021-03-24,394.80908203125
2021-03-25,385.939697265625
2021-03-26,384.9106750488281
2021-03-30,389.9578552246094
2021-03-31,382.362548828125
2021-04-01,396.7201232910156
2021-04-05,393.9760437011719
2021-04-06,394.0250244140625
2021-04-07,394.2700500488281
2021-04-08,385.4496765136719
2021-04-09,383.9796142578125
2021-04-12,363.44781494140625
2021-04-13,363.4967956542969
2021-04-15,362.07574462890625
2021-04-16,362.07574462890625
2021-04-19,358.15557861328125
2021-04-20,354.92144775390625
2021-04-22,350.4132385253906
2021-04-23,352.61834716796875
2021-04-26,349.9232177734375
2021-04-27,354.92144775390625
2021-04-28,352.765380859375
2021-04-29,349.38421630859375
2021-04-30,354.2354431152344
2021-05-03,357.22454833984375
2021-05-04,361.2427062988281
2021-05-05,363.0557861328125
2021-05-06,363.643798828125
2021-05-07,365.015869140625
2021-05-10,366.6329345703125
2021-05-11,367.61297607421875
2021-05-12,378.9814453125
2021-05-14,390.9869384765625
2021-05-17,397.8962097167969
2021-05-18,390.1048583984375
2021-05-19,388.7818298339844
2021-05-20,396.9161682128906
2021-05-21,406.716552734375
2021-05-24,396.6221618652344
2021-05-25,385.939697265625
2021-05-26,386.4297180175781
2021-05-27,396.8181457519531
2021-05-28,425.288330078125
2021-05-31,440.13592529296875
2021-06-01,432.9326171875
2021-06-02,427.0523986816406
2021-06-03,434.35369873046875
2021-06-04,418.6730651855469
2021-06-07,421.66217041015625
2021-06-08,414.6058654785156
2021-06-09,404.16845703125
2021-06-10,409.8526916503906
2021-06-11,410.0486755371094
2021-06-14,408.4806213378906
2021-06-15,414.556884765625
2021-06-16,410.0486755371094
2021-06-17,415.0469055175781
2021-06-18,405.9325256347656
2021-06-21,411.0287170410156
2021-06-22,416.46795654296875
2021-06-23,421.2701416015625
2021-06-24,421.4171447753906
2021-06-25,417.5459899902344
2021-06-28,421.31915283203125
2021-06-29,418.7710266113281
2021-06-30,421.4171447753906
2021-07-01,421.66217041015625
2021-07-02,421.22113037109375
2021-07-05,423.5732421875
2021-07-06,447.0451965332031
2021-07-07,464.73492431640625
2021-07-08,461.8927917480469
2021-07-09,465.6169738769531
2021-07-12,498.3992614746094
2021-07-13,497.3702392578125
2021-07-14,492.56805419921875
2021-07-15,488.5498962402344
2021-07-16,496.9782409667969
2021-07-19,494.1361389160156
2021-07-20,472.6242370605469
2021-07-22,488.0108642578125
2021-07-23,482.3266296386719
2021-07-26,509.4737243652344
2021-07-27,503.25048828125
2021-07-28,488.74591064453125
2021-07-29,471.7422180175781
2021-07-30,471.1541748046875
2021-08-02,483.69866943359375
2021-08-03,482.4736328125
2021-08-04,476.8874206542969
2021-08-05,463.4608459472656
2021-08-06,461.7947998046875
2021-08-09,461.74578857421875
2021-08-10,439.9889221191406
2021-08-11,433.9616394042969
2021-08-12,458.2176513671875
2021-08-13,458.1196594238281
2021-08-16,442.1940002441406
2021-08-17,442.7820129394531
2021-08-18,428.5714416503906
2021-08-20,421.6131896972656
2021-08-23,432.589599609375
2021-08-24,442.5369873046875
2021-08-25,444.0070495605469
2021-08-26,457.23760986328125
2021-08-27,460.47174072265625
2021-08-30,467.7730407714844
2021-08-31,469.0470886230469
2021-09-01,469.3410949707031
2021-09-02,469.6351318359375
2021-09-03,470.4681396484375
2021-09-06,472.0362243652344
2021-09-07,473.80029296875
2021-09-08,473.0652770996094
2021-09-09,473.9472961425781
2021-09-13,474.976318359375
2021-09-14,469.0470886230469
2021-09-15,479.1415100097656
2021-09-16,472.5262145996094
2021-09-17,467.96905517578125
2021-09-20,453.75848388671875
2021-09-21,460.7167663574219
2021-09-22,465.9599914550781
2021-09-23,465.0779113769531
2021-09-24,456.20855712890625
2021-09-27,442.8310241699219
2021-09-28,476.8384094238281
2021-09-29,490.2159729003906
2021-09-30,485.3157653808594
2021-10-01,486.34478759765625
2021-10-04,478.35748291015625
2021-10-05,485.0707702636719
2021-10-06,478.94549560546875
2021-10-07,481.49359130859375
2021-10-08,491.2939758300781
2021-10-11,495.9491882324219
2021-10-12,495.9981994628906
2021-10-13,493.6461181640625
2021-10-14,496.83123779296875
2021-10-18,485.9527893066406
2021-10-19,476.7893981933594
2021-10-20,473.7023010253906
2021-10-21,467.33203125
2021-10-22,464.587890625
2021-10-25,449.2502746582031
2021-10-26,461.3537902832031
2021-10-27,461.9908142089844
2021-10-28,459.148681640625
2021-10-29,456.40460205078125
2021-11-01,441.115966796875
2021-11-02,428.8164367675781
2021-11-03,426.2193298339844
2021-11-04,427.150390625
2021-11-08,433.61865234375
2021-11-09,441.40997314453125
2021-11-10,456.5025634765625
2021-11-11,460.56976318359375
2021-11-12,465.2249450683594
2021-11-15,491.0979919433594
2021-11-16,494.72412109375
2021-11-17,496.5862121582031
2021-11-18,485.707763671875
2021-11-22,497.5172424316406
2021-11-23,508.98370361328125
2021-11-24,519.6661376953125
2021-11-25,514.618896484375
2021-11-26,501.7804260253906
2021-11-29,467.9200744628906
2021-11-30,471.3011779785156
2021-12-01,464.1958923339844
2021-12-02,483.6007080078125
2021-12-03,481.7876281738281
2021-12-06,464.04888916015625
2021-12-07,454.34649658203125
2021-12-08,457.6786193847656
2021-12-09,457.58062744140625
2021-12-10,458.51165771484375
2021-12-13,455.86553955078125
2021-12-14,450.2793273925781
