Date,FIRSTCRY
2025-05-19,351.45001220703125
2025-05-20,345.0
2025-05-21,355.8500061035156
2025-05-22,357.95001220703125
2025-05-23,373.04998779296875
2025-05-26,375.1499938964844
2025-05-27,352.54998779296875
2025-05-28,355.20001220703125
2025-05-29,352.0
2025-05-30,348.45001220703125
2025-06-02,341.25
2025-06-03,371.95001220703125
2025-06-04,364.6000061035156
2025-06-05,399.3999938964844
2025-06-06,414.8999938964844
2025-06-09,407.6000061035156
2025-06-10,396.1000061035156
2025-06-11,385.0
2025-06-12,379.54998779296875
2025-06-13,378.1000061035156
2025-06-16,378.04998779296875
2025-06-17,373.79998779296875
2025-06-18,370.1499938964844
2025-06-19,347.8500061035156
2025-06-20,339.8999938964844
2025-06-23,339.45001220703125
2025-06-24,334.20001220703125
2025-06-25,339.1499938964844
2025-06-26,396.79998779296875
2025-06-27,390.79998779296875
2025-06-30,386.0
2025-07-01,377.6000061035156
2025-07-02,376.0
2025-07-03,374.6499938964844
2025-07-04,364.29998779296875
2025-07-07,371.75
2025-07-08,372.5
2025-07-09,383.5
2025-07-10,377.6499938964844
2025-07-11,379.8500061035156
2025-07-14,385.3999938964844
2025-07-15,378.3500061035156
2025-07-16,381.3999938964844
2025-07-17,381.1000061035156
2025-07-18,376.25
2025-07-21,368.1000061035156
2025-07-22,366.3999938964844
2025-07-23,362.79998779296875
2025-07-24,358.25
2025-07-25,357.1000061035156
2025-07-28,354.8999938964844
2025-07-29,352.20001220703125
2025-07-30,347.1499938964844
2025-07-31,343.3500061035156
2025-08-01,348.1499938964844
2025-08-04,364.8500061035156
2025-08-05,360.70001220703125
2025-08-06,357.04998779296875
2025-08-07,366.75
2025-08-08,365.29998779296875
2025-08-11,370.45001220703125
2025-08-12,375.1499938964844
2025-08-13,374.8999938964844
2025-08-14,370.45001220703125
2025-08-18,370.04998779296875
2025-08-19,372.45001220703125
2025-08-20,383.5
2025-08-21,389.1000061035156
2025-08-22,383.79998779296875
2025-08-25,379.29998779296875
2025-08-26,375.25
2025-08-28,355.25
2025-08-29,362.20001220703125
2025-09-01,356.20001220703125
2025-09-02,360.8999938964844
2025-09-03,362.3500061035156
2025-09-04,352.20001220703125
2025-09-05,401.1000061035156
2025-09-08,406.70001220703125
2025-09-09,409.3500061035156
2025-09-10,390.8999938964844
2025-09-11,390.1000061035156
2025-09-12,391.70001220703125
2025-09-15,397.6499938964844
2025-09-16,393.3500061035156
2025-09-17,388.70001220703125
2025-09-18,389.95001220703125
2025-09-19,390.1499938964844
2025-09-22,379.20001220703125
2025-09-23,388.25
2025-09-24,386.3500061035156
2025-09-25,378.70001220703125
2025-09-26,362.8500061035156
2025-09-29,362.04998779296875
2025-09-30,363.79998779296875
2025-10-01,370.20001220703125
2025-10-03,372.1000061035156
2025-10-06,369.79998779296875
2025-10-07,377.8999938964844
2025-10-08,371.70001220703125
2025-10-09,374.45001220703125
2025-10-10,374.20001220703125
2025-10-13,367.54998779296875
2025-10-14,360.25
2025-10-15,364.20001220703125
2025-10-16,364.6000061035156
2025-10-17,365.3999938964844
2025-10-20,364.5
2025-10-21,363.5
2025-10-23,357.5
2025-10-24,361.29998779296875
2025-10-27,352.29998779296875
2025-10-28,351.3500061035156
2025-10-29,355.29998779296875
2025-10-30,350.20001220703125
2025-10-31,348.3999938964844
2025-11-03,348.6000061035156
2025-11-04,348.8999938964844
2025-11-06,344.3500061035156
2025-11-07,337.20001220703125
2025-11-10,336.79998779296875
2025-11-11,335.04998779296875
2025-11-12,341.3999938964844
2025-11-13,343.1000061035156
2025-11-14,335.54998779296875
2025-11-17,333.20001220703125
2025-11-18,325.04998779296875
2025-11-19,322.04998779296875
2025-11-20,321.20001220703125
2025-11-21,316.95001220703125
2025-11-24,310.79998779296875
2025-11-25,307.8500061035156
2025-11-26,315.20001220703125
2025-11-27,306.0
2025-11-28,302.5
2025-12-01,300.25
2025-12-02,299.8500061035156
2025-12-03,300.70001220703125
2025-12-04,297.79998779296875
2025-12-05,288.95001220703125
2025-12-08,279.95001220703125
2025-12-09,290.1499938964844
2025-12-10,282.95001220703125
2025-12-11,288.0
2025-12-12,290.54998779296875
2025-12-15,285.70001220703125
2025-12-16,289.79998779296875
2025-12-17,289.29998779296875
2025-12-18,297.75
2025-12-19,296.70001220703125
2025-12-22,292.75
2025-12-23,299.5
2025-12-24,296.70001220703125
2025-12-26,285.20001220703125
2025-12-29,285.1499938964844
2025-12-30,286.04998779296875
2025-12-31,286.8999938964844
2026-01-01,287.04998779296875
2026-01-02,289.79998779296875
2026-01-05,299.25
2026-01-06,291.3999938964844
2026-01-07,288.3999938964844
2026-01-08,284.3999938964844
2026-01-09,279.04998779296875
2026-01-12,269.3500061035156
2026-01-13,269.1000061035156
2026-01-14,269.95001220703125
2026-01-15,269.95001220703125
2026-01-16,272.8500061035156
2026-01-19,275.5
2026-01-20,271.5
2026-01-21,273.8500061035156
2026-01-22,273.8999938964844
2026-01-23,271.75
2026-01-27,261.29998779296875
2026-01-28,272.25
2026-01-29,268.8500061035156
2026-01-30,276.6000061035156
2026-02-02,268.54998779296875
2026-02-03,270.0
2026-02-04,271.8999938964844
2026-02-05,265.75
2026-02-06,269.5
2026-02-09,273.75
2026-02-10,283.45001220703125
2026-02-11,275.3999938964844
2026-02-12,267.79998779296875
2026-02-13,269.79998779296875
2026-02-16,239.6999969482422
2026-02-17,229.89999389648438
2026-02-18,216.14999389648438
2026-02-19,213.75
2026-02-20,219.35000610351562
2026-02-23,218.0500030517578
2026-02-24,212.64999389648438
2026-02-25,210.5
2026-02-26,220.4499969482422
2026-02-27,217.39999389648438
2026-03-02,214.5
2026-03-04,217.75999450683594
2026-03-05,215.25
2026-03-06,214.72000122070312
2026-03-09,211.24000549316406
2026-03-10,218.32000732421875
2026-03-11,224.86000061035156
2026-03-12,223.1699981689453
2026-03-13,223.64999389648438
2026-03-16,214.05999755859375
2026-03-17,212.88999938964844
2026-03-18,214.05999755859375
2026-03-19,210.05999755859375
2026-03-20,250.8699951171875
2026-03-23,220.97000122070312
2026-03-24,225.49000549316406
2026-03-25,224.8300018310547
2026-03-27,223.77999877929688
2026-03-30,208.33999633789062
2026-04-01,220.6699981689453
2026-04-02,224.3300018310547
2026-04-06,226.6999969482422
2026-04-07,243.0500030517578
2026-04-08,246.3300018310547
2026-04-09,242.83999633789062
2026-04-10,243.61000061035156
2026-04-13,245.50999450683594
2026-04-15,247.74000549316406
2026-04-16,247.42999267578125
2026-04-17,251.86000061035156
2026-04-20,253.19000244140625
2026-04-21,252.82000732421875
2026-04-22,253.0800018310547
2026-04-23,248.24000549316406
2026-04-24,244.5800018310547
2026-04-27,251.6699981689453
2026-04-28,245.5800018310547
2026-04-29,241.11000061035156
2026-04-30,239.2100067138672
2026-05-01,239.2100067138672
2026-05-04,236.88999938964844
2026-05-05,233.72999572753906
2026-05-06,239.86000061035156
2026-05-07,238.7100067138672
2026-05-08,235.27999877929688
2026-05-11,229.50999450683594
2026-05-12,235.47999572753906
2026-05-13,236.0399932861328
2026-05-14,230.0
2026-05-15,224.22000122070312
2026-05-18,216.91000366210938
2026-05-19,221.39999389648438
2026-05-20,220.88999938964844
2026-05-21,234.08999633789062
2026-05-22,234.89999389648438
2026-05-25,232.88999938964844
2026-05-26,237.11000061035156
2026-05-27,229.52999877929688
2026-05-28,229.52999877929688
2026-05-29,225.49000549316406
2026-06-01,223.3300018310547
2026-06-02,222.80999755859375
2026-06-03,222.07000732421875
2026-06-04,219.6999969482422
2026-06-05,221.13999938964844
2026-06-08,218.64999389648438
2026-06-09,219.1699981689453
2026-06-10,215.9199981689453
2026-06-11,212.38999938964844
2026-06-12,216.75999450683594
2026-06-15,218.67999267578125
2026-06-16,219.33999633789062
2026-06-17,218.3300018310547
2026-06-18,219.0800018310547
2026-06-19,215.75
2026-06-22,221.35000610351562
2026-06-23,217.1699981689453
2026-06-24,226.83999633789062
2026-06-25,222.9600067138672
2026-06-26,222.9600067138672
2026-06-29,221.36000061035156
2026-06-30,223.2899932861328
2026-07-01,227.61000061035156
2026-07-02,226.2899932861328
2026-07-03,219.25999450683594
2026-07-06,216.25
2026-07-07,212.5399932861328
2026-07-08,206.64999389648438
2026-07-09,203.44000244140625
2026-07-10,212.25
2026-07-13,215.88999938964844
2026-07-14,214.8300018310547
2026-07-15,212.6199951171875
2026-07-16,213.19000244140625
2026-07-17,211.57000732421875
2026-07-20,210.83999633789062
2026-07-21,208.99000549316406
2026-07-22,207.02999877929688
2026-07-23,209.33999633789062
2026-07-24,208.3000030517578
2026-07-27,213.50999450683594
2026-07-28,212.36000061035156
2026-07-29,215.02999877929688
2026-07-30,211.92999267578125
2026-07-31,212.25999450683594
2026-08-03,214.61000061035156
2026-08-04,214.72999572753906
2026-08-05,215.30999755859375
2026-08-06,213.88999938964844
2026-08-07,214.1999969482422
2026-08-10,212.77999877929688
2026-08-11,214.0800018310547
2026-08-12,214.47000122070312
2026-08-13,214.13999938964844
2026-08-14,206.08999633789062
2026-08-17,208.41000366210938
2026-08-18,204.64999389648438
2026-08-19,196.5
2026-08-20,196.6699981689453
2026-08-21,196.3300018310547
2026-08-24,193.77000427246094
2026-08-25,192.0399932861328
2026-08-26,191.9600067138672
2026-08-27,188.25999450683594
2026-08-28,185.47999572753906
2026-08-31,182.41000366210938
2026-09-01,177.6699981689453
2026-09-02,170.82000732421875
2026-09-03,178.6699981689453
2026-09-04,180.16000366210938
2026-09-07,177.02999877929688
2026-09-08,176.24000549316406
2026-09-09,172.52000427246094
2026-09-10,171.3800048828125
2026-09-11,168.8300018310547
2026-09-14,168.8300018310547
2026-09-15,171.52999877929688
2026-09-16,170.02000427246094
2026-09-17,169.25
2026-09-18,172.14999389648438
2026-09-21,170.10000610351562
