Date,TRAVELFOOD
2026-04-13,1291.004150390625
2026-04-15,1310.1513671875
2026-04-16,1300.2305908203125
2026-04-17,1300.5281982421875
2026-04-20,1284.952392578125
2026-04-21,1289.416748046875
2026-04-22,1287.8294677734375
2026-04-23,1270.1702880859375
2026-04-24,1275.031494140625
2026-04-27,1273.344970703125
2026-04-28,1274.634765625
2026-04-29,1269.8726806640625
2026-04-30,1249.83251953125
2026-05-01,1249.83251953125
2026-05-04,1289.7144775390625
2026-05-05,1270.071044921875
2026-05-06,1239.91162109375
2026-05-07,1240.308349609375
2026-05-08,1238.1258544921875
2026-05-11,1196.656494140625
2026-05-12,1130.881103515625
2026-05-13,1131.6748046875
2026-05-14,1135.246337890625
2026-05-15,1089.70947265625
2026-05-18,1055.6807861328125
2026-05-19,1051.7125244140625
2026-05-20,1051.7125244140625
2026-05-21,1053.002197265625
2026-05-22,1121.6546630859375
2026-05-25,1143.4805908203125
2026-05-26,1191.696044921875
2026-05-27,1212.232421875
2026-05-28,1212.232421875
2026-05-29,1214.9110107421875
2026-06-01,1235.1495361328125
2026-06-02,1224.6334228515625
2026-06-03,1241.4990234375
2026-06-04,1275.9244384765625
2026-06-05,1273.6427001953125
2026-06-08,1196.755859375
2026-06-09,1174.83056640625
2026-06-10,1225.923095703125
2026-06-11,1206.77587890625
2026-06-12,1231.8756103515625
2026-06-15,1303.702880859375
2026-06-16,1322.8502197265625
2026-06-17,1307.075927734375
2026-06-18,1322.2550048828125
2026-06-19,1343.2872314453125
2026-06-22,1344.7752685546875
2026-06-23,1328.108154296875
2026-06-24,1310.845947265625
2026-06-25,1323.5445556640625
2026-06-26,1323.5445556640625
2026-06-29,1303.5045166015625
2026-06-30,1312.9293212890625
2026-07-01,1317.6912841796875
2026-07-02,1329.1995849609375
2026-07-03,1300.4290771484375
2026-07-06,1319.0802001953125
2026-07-07,1328.7034912109375
2026-07-08,1286.9365234375
2026-07-09,1304.595703125
2026-07-10,1300.0321044921875
2026-07-13,1327.2154541015625
2026-07-14,1309.45703125
2026-07-15,1284.7540283203125
2026-07-16,1290.111328125
2026-07-17,1283.364990234375
2026-07-20,1293.881103515625
2026-07-21,1290.21044921875
2026-07-22,1274.9322509765625
2026-07-23,1269.0789794921875
2026-07-24,1276.1229248046875
2026-07-27,1266.3011474609375
2026-07-28,1278.1070556640625
2026-07-29,1277.3133544921875
2026-07-30,1269.0789794921875
2026-07-31,1292.591552734375
2026-08-03,1333.9615478515625
2026-08-04,1355.2913818359375
2026-08-05,1337.3345947265625
2026-08-06,1326.6199951171875
2026-08-07,1417.296875
2026-08-10,1385.8477783203125
2026-08-11,1378.01025390625
2026-08-12,1379.1015625
2026-08-13,1383.2684326171875
2026-08-14,1354.1009521484375
2026-08-17,1347.453857421875
2026-08-18,1335.747314453125
2026-08-19,1311.24267578125
2026-08-20,1305.7862548828125
2026-08-21,1296.857421875
2026-08-24,1296.460693359375
2026-08-25,1286.043701171875
2026-08-26,1277.6109619140625
2026-08-27,1323.34619140625
2026-08-28,1287.4326171875
2026-08-31,1289.317626953125
2026-09-01,1260.4478759765625
2026-09-02,1263.424072265625
2026-09-03,1268.285400390625
2026-09-04,1286.043701171875
2026-09-07,1275.1307373046875
2026-09-08,1285.25
2026-09-09,1298.5999755859375
2026-09-10,1285.9000244140625
2026-09-11,1253.5999755859375
2026-09-15,1227.4000244140625
2026-09-16,1215.300048828125
2026-09-17,1232.0
2026-09-18,1256.0999755859375
2026-09-21,1229.5999755859375
