Date,SPANDANA
2020-02-25,1097.550048828125
2020-02-26,1155.8499755859375
2020-02-27,1126.25
2020-02-28,1084.800048828125
2020-03-02,1082.3499755859375
2020-03-03,1104.5
2020-03-04,1072.5
2020-03-05,1079.1500244140625
2020-03-06,1049.699951171875
2020-03-09,1000.9000244140625
2020-03-11,1003.8499755859375
2020-03-12,913.6500244140625
2020-03-13,920.7999877929688
2020-03-16,827.0499877929688
2020-03-17,780.9000244140625
2020-03-18,770.9000244140625
2020-03-19,685.6500244140625
2020-03-20,746.5999755859375
2020-03-23,597.2999877929688
2020-03-24,537.8499755859375
2020-03-25,484.1499938964844
2020-03-26,532.5499877929688
2020-03-27,585.7999877929688
2020-03-30,553.2999877929688
2020-03-31,587.4500122070312
2020-04-01,598.25
2020-04-03,599.25
2020-04-07,589.4500122070312
2020-04-08,587.5499877929688
2020-04-09,610.7000122070312
2020-04-13,551.9500122070312
2020-04-15,549.7000122070312
2020-04-16,536.2999877929688
2020-04-17,542.25
2020-04-20,532.0999755859375
2020-04-21,480.70001220703125
2020-04-22,453.75
2020-04-23,451.3999938964844
2020-04-24,416.20001220703125
2020-04-27,412.79998779296875
2020-04-28,411.8500061035156
2020-04-29,432.3999938964844
2020-04-30,454.0
2020-05-04,476.70001220703125
2020-05-05,500.5
2020-05-06,525.5
2020-05-07,505.20001220703125
2020-05-08,483.04998779296875
2020-05-11,459.5
2020-05-12,439.70001220703125
2020-05-13,461.6499938964844
2020-05-14,484.70001220703125
2020-05-15,504.6000061035156
2020-05-18,479.3999938964844
2020-05-19,461.25
2020-05-20,462.25
2020-05-21,455.3500061035156
2020-05-22,436.8500061035156
2020-05-26,420.3500061035156
2020-05-27,441.3500061035156
2020-05-28,463.3999938964844
2020-05-29,480.0
2020-06-01,487.79998779296875
2020-06-02,512.1500244140625
2020-06-03,537.75
2020-06-04,564.5999755859375
2020-06-05,567.8499755859375
2020-06-08,550.4000244140625
2020-06-09,557.0
2020-06-10,530.75
2020-06-11,536.8499755859375
2020-06-12,542.5499877929688
2020-06-15,541.75
2020-06-16,536.7999877929688
2020-06-17,527.0999755859375
2020-06-18,538.2999877929688
2020-06-19,539.8499755859375
2020-06-22,538.2999877929688
2020-06-23,564.75
2020-06-24,554.5
2020-06-25,556.3499755859375
2020-06-26,553.2999877929688
2020-06-29,553.0
2020-06-30,545.1500244140625
2020-07-01,547.3499755859375
2020-07-02,552.9500122070312
2020-07-03,552.4000244140625
2020-07-06,560.8499755859375
2020-07-07,577.5
2020-07-08,606.3499755859375
2020-07-09,636.6500244140625
2020-07-10,668.4500122070312
2020-07-13,701.8499755859375
2020-07-14,666.7999877929688
2020-07-15,633.5
2020-07-16,605.7000122070312
2020-07-17,635.7000122070312
2020-07-20,616.3499755859375
2020-07-21,647.1500244140625
2020-07-22,621.7000122070312
2020-07-23,626.7999877929688
2020-07-24,635.3499755859375
2020-07-27,613.2000122070312
2020-07-28,616.2999877929688
2020-07-29,618.4000244140625
2020-07-30,625.1500244140625
2020-07-31,623.4000244140625
2020-08-03,622.4500122070312
2020-08-04,623.25
2020-08-05,626.0999755859375
2020-08-06,657.4000244140625
2020-08-07,631.7999877929688
2020-08-10,625.5499877929688
2020-08-11,625.5
2020-08-12,617.0999755859375
2020-08-13,624.3499755859375
2020-08-14,626.25
2020-08-17,588.5499877929688
2020-08-18,577.0
2020-08-19,579.1500244140625
2020-08-20,590.5999755859375
2020-08-21,602.0
2020-08-24,607.75
2020-08-25,611.4500122070312
2020-08-26,618.7000122070312
2020-08-27,609.5499877929688
2020-08-28,638.9000244140625
2020-08-31,613.6500244140625
2020-09-01,582.0999755859375
2020-09-02,595.75
2020-09-03,594.25
2020-09-04,594.7000122070312
2020-09-07,592.2999877929688
2020-09-08,586.4500122070312
2020-09-09,581.0499877929688
2020-09-10,587.0
2020-09-11,578.2999877929688
2020-09-14,557.3499755859375
2020-09-15,572.1500244140625
2020-09-16,577.0499877929688
2020-09-17,578.7999877929688
2020-09-18,568.4500122070312
2020-09-21,556.9000244140625
2020-09-22,529.5
2020-09-23,519.9000244140625
2020-09-24,518.1500244140625
2020-09-25,519.7000122070312
2020-09-28,518.7000122070312
2020-09-29,515.0499877929688
2020-09-30,510.3999938964844
2020-10-01,510.6499938964844
2020-10-05,534.0999755859375
2020-10-06,585.2000122070312
2020-10-07,614.2000122070312
2020-10-08,607.5499877929688
2020-10-09,595.0999755859375
2020-10-12,572.5999755859375
2020-10-13,558.8499755859375
2020-10-14,561.9500122070312
2020-10-15,552.4500122070312
2020-10-16,545.0999755859375
2020-10-19,562.7999877929688
2020-10-20,556.75
2020-10-21,556.6500244140625
2020-10-22,554.0999755859375
2020-10-23,554.7999877929688
2020-10-26,573.7000122070312
2020-10-27,567.0499877929688
2020-10-28,545.4500122070312
2020-10-29,540.0499877929688
2020-10-30,538.9000244140625
2020-11-02,549.0
2020-11-03,544.0
2020-11-04,549.1500244140625
2020-11-05,558.0499877929688
2020-11-06,599.3499755859375
2020-11-09,604.25
2020-11-10,622.2000122070312
2020-11-11,612.4000244140625
2020-11-12,626.3499755859375
2020-11-13,626.9500122070312
2020-11-14,628.2000122070312
2020-11-17,744.8499755859375
2020-11-18,775.7999877929688
2020-11-19,752.3499755859375
2020-11-20,731.5
2020-11-23,741.2000122070312
2020-11-24,739.0999755859375
2020-11-25,729.3499755859375
2020-11-26,731.7999877929688
2020-11-27,749.9500122070312
2020-12-01,752.0
2020-12-02,751.7999877929688
2020-12-03,751.2999877929688
2020-12-04,742.9500122070312
2020-12-07,729.8499755859375
2020-12-08,723.5499877929688
2020-12-09,721.7999877929688
2020-12-10,729.75
2020-12-11,729.6500244140625
2020-12-14,738.4000244140625
2020-12-15,742.7000122070312
2020-12-16,737.25
2020-12-17,730.1500244140625
2020-12-18,720.5
2020-12-21,673.7999877929688
2020-12-22,724.5
2020-12-23,727.3499755859375
2020-12-24,718.5499877929688
2020-12-28,746.4500122070312
2020-12-29,740.4500122070312
2020-12-30,740.9000244140625
2020-12-31,750.6500244140625
2021-01-01,773.1500244140625
2021-01-04,769.4000244140625
2021-01-05,772.7999877929688
2021-01-06,760.0499877929688
2021-01-07,756.1500244140625
2021-01-08,759.7999877929688
2021-01-11,763.0
2021-01-12,765.0499877929688
2021-01-13,765.5
2021-01-14,793.5499877929688
2021-01-15,786.4500122070312
2021-01-18,773.6500244140625
2021-01-19,770.9500122070312
2021-01-20,768.9000244140625
2021-01-21,763.0999755859375
2021-01-22,731.8499755859375
2021-01-25,742.0999755859375
2021-01-27,727.2000122070312
2021-01-28,725.0
2021-01-29,722.0499877929688
2021-02-01,739.7000122070312
2021-02-02,753.5
2021-02-03,744.5999755859375
2021-02-04,748.9000244140625
2021-02-05,757.5999755859375
2021-02-08,782.2999877929688
2021-02-09,760.6500244140625
2021-02-10,714.8499755859375
2021-02-11,664.9000244140625
2021-02-12,683.4000244140625
2021-02-15,672.7000122070312
2021-02-16,691.5
2021-02-17,688.8499755859375
2021-02-18,680.9500122070312
2021-02-19,659.7999877929688
2021-02-22,656.2999877929688
2021-02-23,637.3499755859375
2021-02-24,642.3499755859375
2021-02-25,634.0
2021-02-26,625.6500244140625
2021-03-01,605.9500122070312
2021-03-02,601.3499755859375
2021-03-03,610.9000244140625
2021-03-04,621.5999755859375
2021-03-05,610.4000244140625
2021-03-08,617.0
2021-03-09,618.9500122070312
2021-03-10,617.6500244140625
2021-03-12,619.6500244140625
2021-03-15,613.2999877929688
2021-03-16,606.0
2021-03-17,600.7000122070312
2021-03-18,587.4500122070312
2021-03-19,594.7999877929688
2021-03-22,590.5
2021-03-23,597.25
2021-03-24,586.4500122070312
2021-03-25,571.2000122070312
2021-03-26,592.8499755859375
2021-03-30,591.6500244140625
2021-03-31,606.2000122070312
2021-04-01,618.5
2021-04-05,608.25
2021-04-06,611.0499877929688
2021-04-07,610.0499877929688
2021-04-08,608.0
2021-04-09,598.2999877929688
2021-04-12,567.8499755859375
2021-04-13,583.75
2021-04-15,561.4000244140625
2021-04-16,551.4500122070312
2021-04-19,523.2000122070312
2021-04-20,529.0
2021-04-22,525.6500244140625
2021-04-23,522.4500122070312
2021-04-26,524.1500244140625
2021-04-27,534.9500122070312
2021-04-28,639.9000244140625
2021-04-29,608.25
2021-04-30,599.2000122070312
2021-05-03,614.5499877929688
2021-05-04,585.4500122070312
2021-05-05,596.0499877929688
2021-05-06,596.7000122070312
2021-05-07,599.1500244140625
2021-05-10,605.0499877929688
2021-05-11,597.1500244140625
2021-05-12,593.2999877929688
2021-05-14,582.3499755859375
2021-05-17,585.7999877929688
2021-05-18,580.7999877929688
2021-05-19,569.8499755859375
2021-05-20,569.5499877929688
2021-05-21,565.0499877929688
2021-05-24,553.5999755859375
2021-05-25,566.7999877929688
2021-05-26,579.7999877929688
2021-05-27,589.3499755859375
2021-05-28,577.3499755859375
2021-05-31,575.0499877929688
2021-06-01,566.9500122070312
2021-06-02,570.7999877929688
2021-06-03,684.9500122070312
2021-06-04,746.0
2021-06-07,736.25
2021-06-08,700.0499877929688
2021-06-09,670.5499877929688
2021-06-10,720.9000244140625
2021-06-11,709.8499755859375
2021-06-14,696.3499755859375
2021-06-15,715.5499877929688
2021-06-16,699.4500122070312
2021-06-17,690.8499755859375
2021-06-18,676.5999755859375
2021-06-21,676.0
2021-06-22,671.7999877929688
2021-06-23,667.4000244140625
2021-06-24,664.3499755859375
2021-06-25,667.0
2021-06-28,672.9000244140625
2021-06-29,662.4500122070312
2021-06-30,660.6500244140625
2021-07-01,662.5499877929688
2021-07-02,669.0999755859375
2021-07-05,709.2999877929688
2021-07-06,708.8499755859375
2021-07-07,720.4500122070312
2021-07-08,705.5999755859375
2021-07-09,689.0
2021-07-12,716.0499877929688
2021-07-13,709.5999755859375
2021-07-14,689.9000244140625
2021-07-15,697.7999877929688
2021-07-16,688.3499755859375
2021-07-19,676.9000244140625
2021-07-20,653.4500122070312
2021-07-22,655.5499877929688
2021-07-23,674.9500122070312
2021-07-26,667.6500244140625
2021-07-27,657.3499755859375
2021-07-28,644.5499877929688
2021-07-29,656.6500244140625
2021-07-30,645.3499755859375
2021-08-02,650.4000244140625
2021-08-03,647.0499877929688
2021-08-04,635.8499755859375
2021-08-05,614.5999755859375
2021-08-06,610.5499877929688
2021-08-09,631.2000122070312
2021-08-10,626.4500122070312
2021-08-11,642.7000122070312
2021-08-12,649.8499755859375
2021-08-13,648.0999755859375
2021-08-16,652.9500122070312
2021-08-17,648.9500122070312
2021-08-18,649.5499877929688
2021-08-20,632.2000122070312
2021-08-23,605.4500122070312
2021-08-24,619.4000244140625
2021-08-25,629.9000244140625
2021-08-26,634.4000244140625
2021-08-27,629.8499755859375
2021-08-30,629.2999877929688
2021-08-31,629.6500244140625
2021-09-01,643.7999877929688
2021-09-02,645.75
2021-09-03,635.8499755859375
2021-09-06,635.2000122070312
2021-09-07,626.2999877929688
2021-09-08,637.25
2021-09-09,630.1500244140625
2021-09-13,622.8499755859375
2021-09-14,626.1500244140625
2021-09-15,650.0499877929688
2021-09-16,650.2000122070312
2021-09-17,629.1500244140625
2021-09-20,605.7999877929688
2021-09-21,592.0
2021-09-22,589.7000122070312
2021-09-23,592.0499877929688
2021-09-24,587.4000244140625
2021-09-27,584.4000244140625
2021-09-28,576.8499755859375
2021-09-29,572.4500122070312
2021-09-30,569.8499755859375
2021-10-01,565.5499877929688
2021-10-04,552.5999755859375
2021-10-05,556.5
2021-10-06,552.5999755859375
2021-10-07,554.4500122070312
2021-10-08,556.2999877929688
2021-10-11,558.6500244140625
2021-10-12,555.1500244140625
2021-10-13,553.4000244140625
2021-10-14,551.4500122070312
2021-10-18,546.0999755859375
2021-10-19,542.9000244140625
2021-10-20,531.7000122070312
2021-10-21,535.9500122070312
2021-10-22,522.2999877929688
2021-10-25,517.2000122070312
2021-10-26,514.75
2021-10-27,509.3500061035156
2021-10-28,518.4000244140625
2021-10-29,510.29998779296875
2021-11-01,512.1500244140625
2021-11-02,532.3499755859375
2021-11-03,545.0499877929688
2021-11-04,562.9500122070312
2021-11-08,552.5999755859375
2021-11-09,550.25
2021-11-10,549.7000122070312
2021-11-11,533.6500244140625
2021-11-12,524.8499755859375
2021-11-15,509.95001220703125
2021-11-16,502.0
2021-11-17,481.8500061035156
2021-11-18,465.45001220703125
2021-11-22,440.0
2021-11-23,458.3500061035156
2021-11-24,434.1000061035156
2021-11-25,436.20001220703125
2021-11-26,422.79998779296875
2021-11-29,401.1499938964844
2021-11-30,397.29998779296875
2021-12-01,472.0
2021-12-02,446.75
2021-12-03,454.04998779296875
2021-12-06,438.8999938964844
2021-12-07,438.5
2021-12-08,442.70001220703125
2021-12-09,444.6499938964844
2021-12-10,454.95001220703125
2021-12-13,491.5
2021-12-14,464.1499938964844
2021-12-15,470.0
2021-12-16,470.3500061035156
2021-12-17,462.54998779296875
2021-12-20,413.6499938964844
2021-12-21,428.0
2021-12-22,432.8999938964844
2021-12-23,430.6000061035156
2021-12-24,426.45001220703125
2021-12-27,442.1499938964844
2021-12-28,450.0
2021-12-29,439.75
2021-12-30,461.6000061035156
2021-12-31,460.70001220703125
2022-01-03,454.6499938964844
2022-01-04,436.5
2022-01-05,415.0
2022-01-06,402.04998779296875
2022-01-07,399.79998779296875
2022-01-10,394.6499938964844
2022-01-11,392.6000061035156
2022-01-12,388.6000061035156
2022-01-13,388.0
2022-01-14,390.20001220703125
2022-01-17,390.54998779296875
2022-01-18,382.70001220703125
2022-01-19,369.3500061035156
2022-01-20,366.29998779296875
2022-01-21,351.75
2022-01-24,337.29998779296875
2022-01-25,349.29998779296875
2022-01-27,334.0
2022-01-28,338.5
2022-01-31,337.70001220703125
2022-02-01,337.1000061035156
2022-02-02,404.5
2022-02-03,377.29998779296875
2022-02-04,415.75
2022-02-07,405.3500061035156
2022-02-08,401.0
2022-02-09,438.6499938964844
2022-02-10,428.45001220703125
2022-02-11,415.29998779296875
2022-02-14,407.6499938964844
2022-02-15,402.3500061035156
2022-02-16,406.8500061035156
2022-02-17,402.75
2022-02-18,388.70001220703125
2022-02-21,374.8500061035156
2022-02-22,372.0
2022-02-23,381.79998779296875
2022-02-24,341.3500061035156
2022-02-25,368.0
2022-02-28,370.75
2022-03-02,357.45001220703125
2022-03-03,358.3999938964844
2022-03-04,351.6000061035156
2022-03-07,331.1499938964844
2022-03-08,330.70001220703125
2022-03-09,348.04998779296875
2022-03-10,350.70001220703125
2022-03-11,348.29998779296875
2022-03-14,356.45001220703125
2022-03-15,374.25
2022-03-16,375.3500061035156
2022-03-17,374.75
2022-03-21,382.6000061035156
2022-03-22,375.20001220703125
2022-03-23,372.20001220703125
2022-03-24,362.6499938964844
2022-03-25,371.79998779296875
2022-03-28,346.0
2022-03-29,338.8999938964844
2022-03-30,334.20001220703125
2022-03-31,331.8999938964844
2022-04-01,396.75
2022-04-04,429.29998779296875
2022-04-05,443.45001220703125
2022-04-06,458.04998779296875
2022-04-07,447.79998779296875
2022-04-08,438.25
2022-04-11,436.70001220703125
2022-04-12,428.5
2022-04-13,421.0
2022-04-18,441.29998779296875
2022-04-19,428.45001220703125
2022-04-20,427.70001220703125
2022-04-21,439.8999938964844
2022-04-22,453.75
2022-04-25,445.70001220703125
2022-04-26,451.04998779296875
2022-04-27,461.70001220703125
2022-04-28,463.54998779296875
2022-04-29,463.20001220703125
2022-05-02,459.20001220703125
2022-05-04,417.1499938964844
2022-05-05,419.95001220703125
2022-05-06,402.75
2022-05-09,419.6499938964844
2022-05-10,407.8999938964844
2022-05-11,385.0
2022-05-12,385.70001220703125
2022-05-13,391.1499938964844
2022-05-16,409.1000061035156
2022-05-17,412.5
2022-05-18,404.6499938964844
2022-05-19,404.54998779296875
2022-05-20,415.29998779296875
2022-05-23,406.1000061035156
2022-05-24,392.0
2022-05-25,378.1499938964844
2022-05-26,393.1000061035156
2022-05-27,384.79998779296875
2022-05-30,391.5
2022-05-31,375.79998779296875
2022-06-01,377.25
2022-06-02,378.3500061035156
2022-06-03,376.45001220703125
2022-06-06,352.3500061035156
2022-06-07,347.79998779296875
2022-06-08,361.75
2022-06-09,361.75
2022-06-10,352.25
2022-06-13,335.1000061035156
2022-06-14,334.6000061035156
2022-06-15,331.95001220703125
2022-06-16,307.1000061035156
2022-06-17,321.6000061035156
2022-06-20,294.6000061035156
2022-06-21,306.6000061035156
2022-06-22,332.95001220703125
2022-06-23,398.54998779296875
2022-06-24,407.79998779296875
2022-06-27,424.1000061035156
2022-06-28,415.3500061035156
2022-06-29,415.25
2022-06-30,410.1499938964844
2022-07-01,412.8999938964844
2022-07-04,410.5
2022-07-05,408.29998779296875
2022-07-06,412.29998779296875
2022-07-07,417.95001220703125
2022-07-08,416.25
2022-07-11,431.5
2022-07-12,427.8999938964844
2022-07-13,414.5
2022-07-14,405.45001220703125
2022-07-15,409.0
2022-07-18,418.04998779296875
2022-07-19,442.1499938964844
2022-07-20,427.04998779296875
2022-07-21,435.3999938964844
2022-07-22,432.45001220703125
2022-07-25,429.3500061035156
2022-07-26,411.8500061035156
2022-07-27,426.8999938964844
2022-07-28,430.04998779296875
2022-07-29,426.6499938964844
2022-08-01,424.3500061035156
2022-08-02,422.3999938964844
2022-08-03,437.45001220703125
2022-08-04,423.20001220703125
2022-08-05,435.04998779296875
2022-08-08,440.1000061035156
2022-08-10,462.6499938964844
2022-08-11,461.45001220703125
2022-08-12,466.95001220703125
2022-08-16,475.6499938964844
2022-08-17,477.70001220703125
2022-08-18,471.3999938964844
2022-08-19,482.8500061035156
2022-08-22,492.95001220703125
2022-08-23,491.79998779296875
2022-08-24,493.3500061035156
2022-08-25,508.04998779296875
2022-08-26,519.1500244140625
2022-08-29,528.2999877929688
2022-08-30,551.7999877929688
2022-09-01,574.5999755859375
2022-09-02,575.9500122070312
2022-09-05,619.0499877929688
2022-09-06,598.4500122070312
2022-09-07,576.0999755859375
2022-09-08,592.8499755859375
2022-09-09,601.6500244140625
2022-09-12,604.4500122070312
2022-09-13,589.0
2022-09-14,617.4500122070312
2022-09-15,638.7999877929688
2022-09-16,638.3499755859375
2022-09-19,621.0
2022-09-20,620.0999755859375
2022-09-21,606.8499755859375
2022-09-22,590.7999877929688
2022-09-23,570.5
2022-09-26,542.0
2022-09-27,547.0
2022-09-28,532.9500122070312
2022-09-29,533.0499877929688
2022-09-30,539.9000244140625
2022-10-03,519.0499877929688
2022-10-04,539.75
2022-10-06,544.7999877929688
2022-10-07,567.0999755859375
2022-10-10,561.3499755859375
2022-10-11,566.75
2022-10-12,571.7999877929688
2022-10-13,557.9500122070312
2022-10-14,577.2000122070312
2022-10-17,606.0499877929688
2022-10-18,608.9500122070312
2022-10-19,601.0
2022-10-20,607.9500122070312
2022-10-21,600.9500122070312
2022-10-24,610.0
2022-10-25,601.7000122070312
2022-10-27,596.7000122070312
2022-10-28,599.2000122070312
2022-10-31,613.2000122070312
2022-11-01,615.5
2022-11-02,616.0499877929688
2022-11-03,618.5999755859375
2022-11-04,605.9000244140625
2022-11-07,601.2000122070312
2022-11-09,600.4500122070312
2022-11-10,585.5499877929688
2022-11-11,593.4000244140625
2022-11-14,582.5499877929688
2022-11-15,573.8499755859375
2022-11-16,561.2999877929688
2022-11-17,550.0999755859375
2022-11-18,546.75
2022-11-21,552.25
2022-11-22,565.4000244140625
2022-11-23,562.9000244140625
2022-11-24,579.8499755859375
2022-11-25,576.4500122070312
2022-11-28,569.0
2022-11-29,552.7000122070312
2022-11-30,552.1500244140625
2022-12-01,555.2999877929688
2022-12-02,567.0499877929688
2022-12-05,567.7999877929688
2022-12-06,566.0499877929688
2022-12-07,559.2000122070312
2022-12-08,587.1500244140625
2022-12-09,596.75
2022-12-12,614.9500122070312
2022-12-13,619.5
2022-12-14,632.2999877929688
2022-12-15,628.4000244140625
2022-12-16,610.3499755859375
2022-12-19,620.2999877929688
2022-12-20,600.6500244140625
2022-12-21,570.6500244140625
2022-12-22,544.3499755859375
2022-12-23,520.9500122070312
2022-12-26,533.0
2022-12-27,544.0999755859375
2022-12-28,548.9500122070312
2022-12-29,561.5
2022-12-30,588.0999755859375
2023-01-02,580.0999755859375
2023-01-03,603.9500122070312
2023-01-04,588.4500122070312
2023-01-05,587.9000244140625
2023-01-06,566.1500244140625
2023-01-09,557.7000122070312
2023-01-10,555.0
2023-01-11,562.6500244140625
2023-01-12,588.7000122070312
2023-01-13,581.5999755859375
2023-01-16,568.1500244140625
2023-01-17,569.2000122070312
2023-01-18,576.7000122070312
2023-01-19,575.3499755859375
2023-01-20,575.1500244140625
2023-01-23,576.5499877929688
2023-01-24,575.0499877929688
2023-01-25,563.9000244140625
2023-01-27,535.7000122070312
2023-01-30,559.2999877929688
2023-01-31,568.75
2023-02-01,559.5499877929688
2023-02-02,558.9500122070312
2023-02-03,563.3499755859375
2023-02-06,557.5
2023-02-07,554.1500244140625
2023-02-08,549.75
2023-02-09,544.0
2023-02-10,563.5999755859375
2023-02-13,583.2000122070312
2023-02-14,587.7000122070312
2023-02-15,586.75
2023-02-16,587.2000122070312
2023-02-17,590.6500244140625
2023-02-20,578.9000244140625
2023-02-21,563.75
2023-02-22,553.9000244140625
2023-02-23,574.8499755859375
2023-02-24,600.7999877929688
2023-02-27,599.5499877929688
2023-02-28,577.9000244140625
2023-03-01,564.9000244140625
2023-03-02,561.5999755859375
2023-03-03,579.1500244140625
2023-03-06,569.9500122070312
2023-03-08,571.9000244140625
2023-03-09,560.5499877929688
2023-03-10,559.5
2023-03-13,546.1500244140625
2023-03-14,540.0499877929688
2023-03-15,544.9000244140625
2023-03-16,547.7000122070312
2023-03-17,541.4500122070312
2023-03-20,531.5499877929688
2023-03-21,533.3499755859375
2023-03-22,539.1500244140625
2023-03-23,535.2000122070312
2023-03-24,518.75
2023-03-27,501.8500061035156
2023-03-28,494.5
2023-03-29,495.25
2023-03-31,532.8499755859375
2023-04-03,534.8499755859375
2023-04-05,532.2000122070312
2023-04-06,539.4000244140625
2023-04-10,545.7999877929688
2023-04-11,553.2999877929688
2023-04-12,561.4000244140625
2023-04-13,561.5499877929688
2023-04-17,564.5499877929688
2023-04-18,573.8499755859375
2023-04-19,574.3499755859375
2023-04-20,581.9000244140625
2023-04-21,587.0999755859375
2023-04-24,583.9500122070312
2023-04-25,588.25
2023-04-26,597.9500122070312
2023-04-27,589.7999877929688
2023-04-28,597.25
2023-05-02,633.7999877929688
2023-05-03,660.7000122070312
2023-05-04,645.7999877929688
2023-05-05,656.4500122070312
2023-05-08,669.4500122070312
2023-05-09,644.5999755859375
2023-05-10,650.4500122070312
2023-05-11,651.7000122070312
2023-05-12,640.25
2023-05-15,635.75
2023-05-16,633.9000244140625
2023-05-17,644.7000122070312
2023-05-18,637.7999877929688
2023-05-19,655.9000244140625
2023-05-22,660.2000122070312
2023-05-23,651.9500122070312
2023-05-24,639.7999877929688
2023-05-25,631.2000122070312
2023-05-26,637.5499877929688
2023-05-29,648.3499755859375
2023-05-30,661.9000244140625
2023-05-31,717.9000244140625
2023-06-01,690.9500122070312
2023-06-02,700.0499877929688
2023-06-05,696.25
2023-06-06,698.2000122070312
2023-06-07,698.9500122070312
2023-06-08,695.0999755859375
2023-06-09,694.4000244140625
2023-06-12,696.0999755859375
2023-06-13,715.2000122070312
2023-06-14,733.7000122070312
2023-06-15,698.6500244140625
2023-06-16,707.8499755859375
2023-06-19,690.1500244140625
2023-06-20,683.0
2023-06-21,688.0
2023-06-22,681.5
2023-06-23,663.3499755859375
2023-06-26,680.6500244140625
2023-06-27,671.5499877929688
2023-06-28,697.5999755859375
2023-06-30,719.0999755859375
2023-07-03,697.5499877929688
2023-07-04,706.8499755859375
2023-07-05,702.25
2023-07-06,700.7000122070312
2023-07-07,714.0499877929688
2023-07-10,709.6500244140625
2023-07-11,721.4000244140625
2023-07-12,759.2999877929688
2023-07-13,718.8499755859375
2023-07-14,730.6500244140625
2023-07-17,743.0
2023-07-18,728.25
2023-07-19,723.9000244140625
2023-07-20,734.5
2023-07-21,732.75
2023-07-24,800.75
2023-07-25,769.0499877929688
2023-07-26,816.5999755859375
2023-07-27,823.2000122070312
