Date,JSWINFRA
2024-02-08,210.12997436523438
2024-02-09,208.7400360107422
2024-02-12,209.5343017578125
2024-02-13,214.94515991210938
2024-02-14,215.83868408203125
2024-02-15,220.3560028076172
2024-02-16,219.06533813476562
2024-02-19,231.42593383789062
2024-02-20,237.1346435546875
2024-02-21,231.42593383789062
2024-02-22,241.70159912109375
2024-02-23,260.5651550292969
2024-02-26,253.4665069580078
2024-02-27,248.00601196289062
2024-02-28,245.12681579589844
2024-02-29,254.65789794921875
2024-03-01,255.40248107910156
2024-03-04,258.6788024902344
2024-03-05,254.4593048095703
2024-03-06,248.80026245117188
2024-03-07,248.4031219482422
2024-03-11,251.38157653808594
2024-03-12,235.99288940429688
2024-03-13,213.95233154296875
2024-03-14,235.34756469726562
2024-03-15,230.03599548339844
2024-03-18,245.1764678955078
2024-03-19,239.0706329345703
2024-03-20,232.2698211669922
2024-03-21,234.7518768310547
2024-03-22,237.33322143554688
2024-03-26,237.63107299804688
2024-03-27,245.77215576171875
2024-03-28,243.5879669189453
2024-04-01,245.2757568359375
2024-04-02,250.19020080566406
2024-04-03,249.2966766357422
2024-04-04,249.74343872070312
2024-04-05,248.94918823242188
2024-04-08,245.0771942138672
2024-04-09,239.96417236328125
2024-04-10,240.65914916992188
2024-04-12,239.31883239746094
2024-04-15,233.75906372070312
2024-04-16,235.397216796875
2024-04-18,237.9288787841797
2024-04-19,237.4821319580078
2024-04-22,240.26202392578125
2024-04-23,246.3678436279297
2024-04-24,247.26138305664062
2024-04-25,250.38876342773438
2024-04-26,250.6865997314453
2024-04-29,245.2757568359375
2024-04-30,248.20455932617188
2024-05-02,255.45213317871094
2024-05-03,256.6435241699219
2024-05-06,249.4952392578125
2024-05-07,241.05628967285156
2024-05-08,244.48150634765625
2024-05-09,242.34695434570312
2024-05-10,243.68724060058594
2024-05-13,247.2117462158203
2024-05-14,257.13995361328125
2024-05-15,255.79962158203125
2024-05-16,257.1895751953125
2024-05-17,269.6990661621094
2024-05-21,275.358154296875
2024-05-22,276.8970031738281
2024-05-23,276.99627685546875
2024-05-24,273.3228454589844
2024-05-27,281.1661376953125
2024-05-28,285.63385009765625
2024-05-29,291.491455078125
2024-05-30,278.4358825683594
2024-05-31,281.0172119140625
2024-06-03,293.5763854980469
2024-06-04,264.2385559082031
2024-06-05,269.3515930175781
2024-06-06,283.2510070800781
2024-06-07,284.4424133300781
2024-06-10,281.7618103027344
2024-06-11,281.2654113769531
2024-06-12,281.712158203125
2024-06-13,288.36407470703125
2024-06-14,298.24261474609375
2024-06-18,303.1570739746094
2024-06-19,300.0296936035156
2024-06-20,300.7246398925781
2024-06-21,307.6743469238281
2024-06-24,321.6235046386719
2024-06-25,315.8651428222656
2024-06-26,323.8573303222656
2024-06-27,316.6593933105469
2024-06-28,326.04150390625
2024-07-01,350.6634216308594
2024-07-02,347.0892639160156
2024-07-03,345.74896240234375
2024-07-04,352.2022705078125
2024-07-05,354.0885925292969
2024-07-08,347.8835144042969
2024-07-09,341.67840576171875
2024-07-10,341.7776794433594
2024-07-11,340.9834289550781
2024-07-12,336.7639465332031
2024-07-15,339.6927795410156
2024-07-16,338.1539001464844
2024-07-18,333.68621826171875
2024-07-19,313.9465026855469
2024-07-22,315.6867980957031
2024-07-23,324.4378967285156
2024-07-24,336.91815185546875
2024-07-25,346.4151611328125
2024-07-26,341.8406982421875
2024-07-29,340.24957275390625
2024-07-30,335.52593994140625
2024-07-31,337.0673828125
2024-08-01,329.9073181152344
2024-08-02,324.0898132324219
2024-08-05,312.20623779296875
2024-08-06,308.8250732421875
2024-08-07,318.47119140625
2024-08-08,314.791748046875
2024-08-09,316.2834167480469
2024-08-12,317.32757568359375
2024-08-13,312.9023132324219
2024-08-14,308.5267333984375
2024-08-16,311.858154296875
2024-08-19,311.9576110839844
2024-08-20,310.963134765625
2024-08-21,312.3056335449219
2024-08-22,310.963134765625
2024-08-23,309.2228698730469
2024-08-26,307.432861328125
2024-08-27,330.6531677246094
2024-08-28,328.46539306640625
2024-08-29,323.940673828125
2024-08-30,322.79705810546875
2024-09-02,317.57623291015625
2024-09-03,314.9906311035156
2024-09-04,308.1787109375
2024-09-05,307.3831481933594
2024-09-06,305.2948303222656
2024-09-09,309.9687194824219
2024-09-10,314.24481201171875
2024-09-11,328.8631591796875
2024-09-12,325.0345764160156
2024-09-13,330.0564880371094
2024-09-16,326.8245544433594
2024-09-17,334.0342712402344
2024-09-18,336.8684387207031
2024-09-19,324.2389831542969
2024-09-20,334.531494140625
2024-09-23,341.6914978027344
2024-09-24,347.0118103027344
2024-09-25,337.91259765625
2024-09-26,339.10595703125
2024-09-27,350.740966796875
2024-09-30,343.1831970214844
2024-10-01,343.53125
2024-10-03,331.3990173339844
2024-10-04,329.1117858886719
2024-10-07,312.8028564453125
2024-10-08,320.85784912109375
2024-10-09,318.5209045410156
2024-10-10,314.3939514160156
2024-10-11,319.46563720703125
2024-10-14,317.2778625488281
2024-10-15,321.0070495605469
2024-10-16,322.00146484375
2024-10-17,324.1395568847656
2024-10-18,318.0734558105469
2024-10-21,308.3278503417969
2024-10-22,295.4497985839844
2024-10-23,289.73175048828125
2024-10-24,287.79254150390625
2024-10-25,279.5386657714844
2024-10-28,285.75396728515625
2024-10-29,314.24481201171875
2024-10-30,314.3442687988281
2024-10-31,313.1509094238281
2024-11-01,318.2723083496094
2024-11-04,310.664794921875
2024-11-05,308.6261901855469
2024-11-06,317.1286926269531
2024-11-07,313.1509094238281
2024-11-08,302.8086853027344
2024-11-11,305.8914794921875
2024-11-12,301.51593017578125
2024-11-13,289.4831237792969
2024-11-14,288.98590087890625
2024-11-18,295.2508850097656
2024-11-19,297.53814697265625
2024-11-21,296.8917236328125
2024-11-22,302.75897216796875
2024-11-25,302.31146240234375
2024-11-26,305.5931091308594
2024-11-27,307.97979736328125
2024-11-28,308.5267333984375
2024-11-29,309.81951904296875
2024-12-02,313.7475891113281
2024-12-03,319.9131774902344
2024-12-04,325.1340026855469
2024-12-05,325.9295349121094
2024-12-06,325.43231201171875
2024-12-09,329.7581787109375
2024-12-10,326.2776184082031
2024-12-11,322.5484313964844
2024-12-12,317.42706298828125
2024-12-13,320.3109436035156
2024-12-16,318.0734558105469
2024-12-17,315.63702392578125
2024-12-18,316.4823303222656
2024-12-19,311.858154296875
2024-12-20,306.9853820800781
2024-12-23,311.41064453125
2024-12-24,310.56536865234375
2024-12-26,307.83062744140625
2024-12-27,321.2059326171875
2024-12-30,317.62591552734375
2024-12-31,316.23370361328125
2025-01-01,322.3992614746094
2025-01-02,326.3770751953125
2025-01-03,328.7139892578125
2025-01-06,313.8470458984375
2025-01-07,321.9517517089844
2025-01-08,316.9298400878906
2025-01-09,312.3056335449219
2025-01-10,307.1842346191406
2025-01-13,286.1517333984375
2025-01-14,290.32843017578125
2025-01-15,287.5439453125
2025-01-16,297.1403503417969
2025-01-17,296.09619140625
2025-01-20,294.20672607421875
2025-01-21,286.54949951171875
2025-01-22,280.9308776855469
2025-01-23,280.632568359375
2025-01-24,271.8814392089844
2025-01-27,259.30169677734375
2025-01-28,259.74920654296875
2025-01-29,275.1133728027344
2025-01-30,268.1025390625
2025-01-31,273.4725646972656
2025-02-01,265.3180847167969
2025-02-03,255.7216796875
2025-02-04,258.9536437988281
2025-02-05,259.0531005859375
2025-02-06,256.765869140625
2025-02-07,257.3625183105469
2025-02-10,255.1747589111328
2025-02-11,242.4458465576172
2025-02-12,235.08694458007812
2025-02-13,239.21389770507812
2025-02-14,227.23081970214844
2025-02-17,224.19776916503906
2025-02-18,223.75025939941406
2025-02-19,224.09832763671875
2025-02-20,236.9763946533203
2025-02-21,257.8597412109375
2025-02-24,254.2797393798828
2025-02-25,254.77699279785156
2025-02-27,257.90948486328125
2025-02-28,253.33502197265625
2025-03-03,245.47889709472656
2025-03-04,243.19168090820312
2025-03-05,250.40139770507812
2025-03-06,267.0583801269531
2025-03-07,268.40087890625
2025-03-10,261.6386413574219
2025-03-11,263.57781982421875
2025-03-12,261.0419616699219
2025-03-13,262.83197021484375
2025-03-17,263.27947998046875
2025-03-18,263.27947998046875
2025-03-19,285.7042236328125
2025-03-20,294.0575866699219
2025-03-21,311.0625915527344
2025-03-24,311.2117614746094
2025-03-25,304.7478942871094
2025-03-26,314.24481201171875
2025-03-27,321.1064758300781
2025-03-28,318.0237121582031
2025-04-01,314.69232177734375
2025-04-02,320.410400390625
2025-04-03,320.7087097167969
2025-04-04,306.93560791015625
2025-04-07,284.8092041015625
2025-04-08,282.7706298828125
2025-04-09,289.3836669921875
2025-04-11,294.4553527832031
2025-04-15,303.305908203125
2025-04-16,304.7975769042969
2025-04-17,301.9634094238281
2025-04-21,310.3664855957031
2025-04-22,302.0628662109375
2025-04-23,293.0631103515625
2025-04-24,299.5767517089844
2025-04-25,301.86395263671875
2025-04-28,298.3337097167969
2025-04-29,298.8309020996094
2025-04-30,292.0189514160156
2025-05-02,288.0909118652344
2025-05-05,287.6930847167969
2025-05-06,285.4555969238281
2025-05-07,289.3339538574219
2025-05-08,285.7042236328125
2025-05-09,282.3231201171875
2025-05-12,291.77032470703125
2025-05-13,292.81451416015625
2025-05-14,295.947021484375
2025-05-15,295.4000549316406
2025-05-16,286.64892578125
2025-05-19,289.8808898925781
2025-05-20,286.54949951171875
2025-05-21,282.57171630859375
2025-05-22,286.6986389160156
2025-05-23,286.0025634765625
2025-05-26,285.8036804199219
2025-05-27,284.85894775390625
2025-05-28,285.6545104980469
2025-05-29,288.140625
2025-05-30,289.2345275878906
2025-06-02,288.24005126953125
2025-06-03,285.15728759765625
2025-06-04,291.2731018066406
2025-06-05,305.3942565917969
2025-06-06,301.9634094238281
2025-06-09,315.3387145996094
2025-06-10,309.3720397949219
2025-06-11,309.3222961425781
2025-06-12,302.709228515625
2025-06-13,300.77008056640625
2025-06-16,303.85284423828125
2025-06-17,302.112548828125
2025-06-18,306.7864685058594
2025-06-19,297.88616943359375
2025-06-20,299.67620849609375
2025-06-23,300.91925048828125
2025-06-24,306.2395324707031
2025-06-25,310.1675720214844
2025-06-26,315.7364807128906
2025-06-27,314.8912048339844
2025-06-30,311.3609313964844
2025-07-01,312.85638427734375
2025-07-02,309.2672424316406
2025-07-03,306.8245849609375
2025-07-04,304.78076171875
2025-07-07,304.232421875
2025-07-08,310.7128601074219
2025-07-09,311.36090087890625
2025-07-10,311.4606018066406
2025-07-11,316.09661865234375
2025-07-14,315.8473815917969
2025-07-15,309.0678405761719
2025-07-16,310.3639221191406
2025-07-17,309.5164794921875
2025-07-18,307.0240173339844
2025-07-21,315.79754638671875
2025-07-22,316.2461853027344
2025-07-23,320.732666015625
2025-07-24,319.685791015625
2025-07-25,313.50445556640625
2025-07-28,304.73089599609375
2025-07-29,310.4137878417969
2025-07-30,305.12969970703125
2025-07-31,303.8336181640625
2025-08-01,303.1357116699219
2025-08-04,304.3819580078125
2025-08-05,304.03302001953125
2025-08-06,299.4967041015625
2025-08-07,301.6900939941406
2025-08-08,296.30633544921875
2025-08-11,296.0072021484375
2025-08-12,296.60540771484375
2025-08-13,298.89849853515625
2025-08-14,301.9393310546875
2025-08-18,308.1705322265625
2025-08-19,311.7098693847656
2025-08-20,307.3729248046875
2025-08-21,307.82159423828125
2025-08-22,304.28228759765625
2025-08-25,302.338134765625
2025-08-26,295.7081298828125
2025-08-28,299.1976013183594
2025-08-29,295.10992431640625
2025-09-01,297.5525817871094
2025-09-02,301.789794921875
2025-09-03,305.6282043457031
2025-09-04,302.338134765625
2025-09-05,299.1976013183594
2025-09-08,300.3441467285156
2025-09-09,312.108642578125
2025-09-10,312.90625
2025-09-11,313.0558166503906
2025-09-12,314.3020324707031
2025-09-15,313.9530944824219
2025-09-16,325.2191162109375
2025-09-17,327.7614440917969
2025-09-18,326.7146301269531
2025-09-19,334.7902526855469
2025-09-22,337.6316833496094
2025-09-23,341.0214538574219
2025-09-24,341.7193603515625
2025-09-25,337.2328796386719
2025-09-26,321.6797790527344
2025-09-29,321.77947998046875
2025-09-30,314.3020324707031
2025-10-01,316.0467834472656
2025-10-03,314.800537109375
2025-10-06,307.97113037109375
2025-10-07,306.62518310546875
2025-10-08,306.2264099121094
2025-10-09,306.1266784667969
2025-10-10,306.07684326171875
2025-10-13,304.6810607910156
2025-10-14,307.9212951660156
2025-10-15,308.36993408203125
2025-10-16,308.02099609375
2025-10-17,296.30633544921875
2025-10-20,293.165771484375
2025-10-21,297.15374755859375
2025-10-23,298.8486633300781
2025-10-24,292.7669982910156
2025-10-27,295.10992431640625
2025-10-28,294.0631103515625
2025-10-29,295.309326171875
2025-10-30,294.51171875
2025-10-31,288.9784240722656
2025-11-03,289.078125
2025-11-04,288.8288879394531
2025-11-06,283.0462951660156
2025-11-07,279.3574523925781
2025-11-10,277.9616394042969
2025-11-11,282.5478210449219
2025-11-12,283.7940673828125
2025-11-13,280.5039978027344
2025-11-14,280.0553283691406
2025-11-17,280.5039978027344
2025-11-18,275.3196105957031
2025-11-19,276.4661560058594
2025-11-20,275.4193115234375
2025-11-21,269.0884094238281
2025-11-24,268.1911315917969
2025-11-25,266.4962158203125
2025-11-26,268.9388732910156
2025-11-27,269.03857421875
2025-11-28,269.5370788574219
2025-12-01,270.08538818359375
2025-12-02,272.0793762207031
2025-12-03,269.337646484375
2025-12-04,267.6427917480469
2025-12-05,268.44036865234375
2025-12-08,262.1593322753906
2025-12-09,265.59893798828125
2025-12-10,264.8013610839844
2025-12-11,266.1971435546875
2025-12-12,273.4253234863281
2025-12-15,272.1292419433594
2025-12-16,272.3286437988281
2025-12-17,268.4902038574219
2025-12-18,273.2259216308594
2025-12-19,276.2667541503906
2025-12-22,278.2607421875
2025-12-23,285.63848876953125
2025-12-24,288.3802185058594
2025-12-26,283.4450988769531
2025-12-29,282.846923828125
2025-12-30,285.88775634765625
2025-12-31,283.943603515625
2026-01-01,282.39825439453125
2026-01-02,284.4919738769531
2026-01-05,280.8529357910156
2026-01-06,277.1142272949219
2026-01-07,274.6217346191406
2026-01-08,271.9298400878906
2026-01-09,267.8421630859375
2026-01-12,263.40557861328125
2026-01-13,263.55511474609375
2026-01-14,262.4584045410156
2026-01-15,262.4584045410156
2026-01-16,256.92510986328125
2026-01-19,271.9298400878906
2026-01-20,267.09442138671875
2026-01-21,266.2968444824219
2026-01-22,264.6019287109375
2026-01-23,255.57916259765625
2026-01-27,259.51727294921875
2026-01-28,260.2151794433594
2026-01-29,258.76953125
2026-01-30,257.7226867675781
2026-02-02,258.7196960449219
2026-02-03,262.9070739746094
2026-02-04,265.5491027832031
2026-02-05,262.4085693359375
2026-02-06,258.96893310546875
2026-02-09,266.3466796875
2026-02-10,264.5520935058594
2026-02-11,260.9629211425781
2026-02-12,262.35870361328125
2026-02-13,256.6758728027344
2026-02-16,261.1124572753906
2026-02-17,259.6169738769531
2026-02-18,258.42059326171875
2026-02-19,252.08969116210938
2026-02-20,252.23922729492188
2026-02-23,258.0716552734375
2026-02-24,255.72869873046875
2026-02-25,253.08668518066406
2026-02-26,258.22119140625
2026-02-27,254.0338134765625
2026-03-02,250.94313049316406
2026-03-04,245.9581756591797
2026-03-05,260.663818359375
2026-03-06,267.99169921875
2026-03-09,262.3088684082031
2026-03-10,262.1094665527344
2026-03-11,258.76953125
2026-03-12,258.1713562011719
2026-03-13,252.6380157470703
2026-03-16,249.6470489501953
2026-03-17,252.1893768310547
2026-03-18,259.2181701660156
2026-03-19,252.4884796142578
2026-03-20,250.39479064941406
2026-03-23,240.5744171142578
2026-03-24,251.69088745117188
2026-03-25,257.4236145019531
2026-03-27,249.19839477539062
2026-03-30,240.07591247558594
2026-04-01,247.20440673828125
2026-04-02,240.52456665039062
2026-04-06,237.9024658203125
2026-04-07,233.6054229736328
2026-04-08,254.15345764160156
2026-04-09,255.92811584472656
2026-04-10,265.1802062988281
2026-04-13,260.77349853515625
2026-04-15,270.0056457519531
2026-04-16,271.77032470703125
2026-04-17,273.435302734375
2026-04-20,277.6625671386719
2026-04-21,275.6885070800781
2026-04-22,276.9646301269531
2026-04-23,273.4951171875
2026-04-24,278.1909484863281
2026-04-27,283.65447998046875
2026-04-28,284.08319091796875
2026-04-29,272.3186950683594
2026-04-30,271.16217041015625
2026-05-01,271.16217041015625
2026-05-04,273.32562255859375
2026-05-05,271.68060302734375
2026-05-06,272.3785095214844
2026-05-07,280.35443115234375
2026-05-08,282.79705810546875
2026-05-11,286.4859313964844
2026-05-12,271.23193359375
2026-05-13,267.144287109375
2026-05-14,266.7454528808594
2026-05-15,266.2968444824219
2026-05-18,269.63677978515625
2026-05-19,265.34967041015625
2026-05-20,262.1094665527344
2026-05-21,264.65179443359375
2026-05-22,273.7742919921875
2026-05-25,276.8150939941406
2026-05-26,278.1112060546875
2026-05-27,278.7093811035156
2026-05-28,278.7093811035156
2026-05-29,274.47216796875
2026-06-01,273.0763854980469
2026-06-02,274.8709716796875
2026-06-03,269.4871826171875
2026-06-04,271.97967529296875
2026-06-05,277.2637634277344
2026-06-08,267.6427917480469
2026-06-09,281.9496154785156
2026-06-10,277.76226806640625
2026-06-11,274.6217346191406
2026-06-12,290.1249694824219
2026-06-15,293.5646057128906
2026-06-16,292.9165344238281
2026-06-17,298.3999938964844
2026-06-18,307.95001220703125
2026-06-19,308.1499938964844
2026-06-22,307.04998779296875
2026-06-23,314.95001220703125
2026-06-24,338.3999938964844
2026-06-25,329.8999938964844
2026-06-26,329.8999938964844
2026-06-29,321.1000061035156
2026-06-30,322.1499938964844
2026-07-01,330.45001220703125
2026-07-02,327.5
2026-07-03,326.04998779296875
2026-07-06,324.0
2026-07-07,322.45001220703125
2026-07-08,314.25
2026-07-09,323.8999938964844
2026-07-10,330.04998779296875
2026-07-13,351.20001220703125
2026-07-14,347.25
2026-07-15,337.3500061035156
2026-07-16,339.29998779296875
2026-07-17,342.1499938964844
2026-07-20,348.45001220703125
2026-07-21,344.54998779296875
2026-07-22,330.0
2026-07-23,324.5
2026-07-24,322.70001220703125
2026-07-27,321.79998779296875
2026-07-28,318.20001220703125
2026-07-29,316.54998779296875
2026-07-30,319.04998779296875
2026-07-31,312.3999938964844
2026-08-03,329.0
2026-08-04,329.25
2026-08-05,334.3999938964844
2026-08-06,327.5
2026-08-07,335.75
2026-08-10,342.0
2026-08-11,341.8500061035156
2026-08-12,346.6000061035156
2026-08-13,341.3500061035156
2026-08-14,339.1499938964844
2026-08-17,335.3999938964844
2026-08-18,328.6499938964844
2026-08-19,329.8999938964844
2026-08-20,329.8500061035156
2026-08-21,335.70001220703125
2026-08-24,340.20001220703125
2026-08-25,343.95001220703125
2026-08-26,344.95001220703125
2026-08-27,337.95001220703125
2026-08-28,342.95001220703125
2026-08-31,340.0
2026-09-01,334.79998779296875
2026-09-02,332.1000061035156
2026-09-03,334.1000061035156
2026-09-04,333.0
2026-09-07,330.8500061035156
2026-09-08,332.0
2026-09-09,341.3999938964844
2026-09-10,342.45001220703125
2026-09-11,343.1499938964844
2026-09-14,343.1499938964844
2026-09-15,325.8500061035156
2026-09-16,325.54998779296875
2026-09-17,326.6499938964844
2026-09-18,348.25
2026-09-21,349.0
