Date,JSWCEMENT
2026-03-09,122.38594055175781
2026-03-10,121.5490493774414
2026-03-11,120.1641845703125
2026-03-12,119.39702606201172
2026-03-13,115.38192749023438
2026-03-16,116.02952575683594
2026-03-17,116.079345703125
2026-03-18,118.24131774902344
2026-03-19,114.41551208496094
2026-03-20,115.70074462890625
2026-03-23,112.67198181152344
2026-03-24,114.62474060058594
2026-03-25,117.9822769165039
2026-03-27,114.01699829101562
2026-03-30,109.78270721435547
2026-04-01,114.30592346191406
2026-04-02,115.5114517211914
2026-04-06,118.07195281982422
2026-04-07,119.6959228515625
2026-04-08,126.21175384521484
2026-04-09,125.64385986328125
2026-04-10,126.95897674560547
2026-04-13,125.72356414794922
2026-04-15,128.2740936279297
2026-04-16,125.75344848632812
2026-04-17,125.41470336914062
2026-04-20,128.9715118408203
2026-04-21,127.54679870605469
2026-04-22,127.24790954589844
2026-04-23,124.83685302734375
2026-04-24,123.08335876464844
2026-04-27,124.7671127319336
2026-04-28,123.51176452636719
2026-04-29,123.8405532836914
2026-04-30,122.0173110961914
2026-05-01,122.0173110961914
2026-05-04,122.32616424560547
2026-05-05,123.58151245117188
2026-05-06,124.7969970703125
2026-05-07,124.54792785644531
2026-05-08,124.06969451904297
2026-05-11,124.59773254394531
2026-05-12,120.96123504638672
2026-05-13,122.35604858398438
2026-05-14,121.79812622070312
2026-05-15,122.7147216796875
2026-05-18,122.35604858398438
2026-05-19,120.91141510009766
2026-05-20,120.46308135986328
2026-05-21,126.9888687133789
2026-05-22,137.47994995117188
2026-05-25,134.2718505859375
2026-05-26,130.99400329589844
2026-05-27,130.2467803955078
2026-05-28,130.2467803955078
2026-05-29,129.15084838867188
2026-06-01,125.56414794921875
2026-06-02,129.74862670898438
2026-06-03,128.32391357421875
2026-06-04,126.63019561767578
2026-06-05,126.89920043945312
2026-06-08,126.02245330810547
2026-06-09,126.3014144897461
2026-06-10,126.35123443603516
2026-06-11,124.17929077148438
2026-06-12,126.89920043945312
2026-06-15,130.06744384765625
2026-06-16,128.85195922851562
2026-06-17,129.6888427734375
2026-06-18,130.23681640625
2026-06-19,128.18443298339844
2026-06-22,129.5692901611328
2026-06-23,128.9017791748047
2026-06-24,133.09620666503906
2026-06-25,133.05636596679688
2026-06-26,133.05636596679688
2026-06-29,132.28919982910156
2026-06-30,134.42129516601562
2026-07-01,136.1947021484375
2026-07-02,135.73641967773438
2026-07-03,136.06520080566406
2026-07-06,135.96556091308594
2026-07-07,135.61685180664062
2026-07-08,133.93309020996094
2026-07-09,134.77000427246094
2026-07-10,138.22000122070312
2026-07-13,138.2899932861328
2026-07-14,136.75
2026-07-15,139.4499969482422
2026-07-16,142.2899932861328
2026-07-17,139.92999267578125
2026-07-20,140.58999633789062
2026-07-21,140.97000122070312
2026-07-22,137.2899932861328
2026-07-23,133.83999633789062
2026-07-24,132.1199951171875
2026-07-27,134.41000366210938
2026-07-28,134.22000122070312
2026-07-29,132.4600067138672
2026-07-30,131.2899932861328
2026-07-31,133.10000610351562
2026-08-03,132.89999389648438
2026-08-04,131.91000366210938
2026-08-05,132.0399932861328
2026-08-06,132.6199951171875
2026-08-07,134.2899932861328
2026-08-10,132.83999633789062
2026-08-11,131.52000427246094
2026-08-12,130.5500030517578
2026-08-13,131.0800018310547
2026-08-14,130.02000427246094
2026-08-17,127.5999984741211
2026-08-18,127.30999755859375
2026-08-19,123.66000366210938
2026-08-20,125.12999725341797
2026-08-21,126.04000091552734
2026-08-24,126.79000091552734
2026-08-25,124.98999786376953
2026-08-26,124.97000122070312
2026-08-27,126.55000305175781
2026-08-28,125.23999786376953
2026-08-31,126.0199966430664
2026-09-01,124.75
2026-09-02,123.5999984741211
2026-09-03,123.37000274658203
2026-09-04,124.06999969482422
2026-09-07,121.80999755859375
2026-09-08,121.62000274658203
2026-09-09,120.69999694824219
2026-09-10,120.7699966430664
2026-09-11,118.87000274658203
2026-09-14,118.87000274658203
2026-09-15,116.87999725341797
2026-09-16,116.5199966430664
2026-09-17,116.63999938964844
2026-09-18,117.44000244140625
2026-09-21,116.2300033569336
