Date,ENRIN
2026-02-04,2604.60009765625
2026-02-05,2598.89990234375
2026-02-06,2740.60009765625
2026-02-09,2691.300048828125
2026-02-10,2683.39990234375
2026-02-11,2666.0
2026-02-12,2731.300048828125
2026-02-13,2740.10009765625
2026-02-16,2809.300048828125
2026-02-17,2797.199951171875
2026-02-18,2798.5
2026-02-19,2757.699951171875
2026-02-20,2774.60009765625
2026-02-23,2815.699951171875
2026-02-24,2906.800048828125
2026-02-25,2997.800048828125
2026-02-26,2920.300048828125
2026-02-27,2930.89990234375
2026-03-02,2972.699951171875
2026-03-04,2942.0
2026-03-05,2863.89990234375
2026-03-06,2920.60009765625
2026-03-09,2883.199951171875
2026-03-10,2957.60009765625
2026-03-11,2942.800048828125
2026-03-12,2866.89990234375
2026-03-13,2796.89990234375
2026-03-16,2787.699951171875
2026-03-17,2768.89990234375
2026-03-18,2840.60009765625
2026-03-19,2755.199951171875
2026-03-20,2791.199951171875
2026-03-23,2696.10009765625
2026-03-24,2688.0
2026-03-25,2771.39990234375
2026-03-27,2629.39990234375
2026-03-30,2565.5
2026-04-01,2613.89990234375
2026-04-02,2612.0
2026-04-06,2620.199951171875
2026-04-07,2629.0
2026-04-08,2701.699951171875
2026-04-09,2767.699951171875
2026-04-10,2813.5
2026-04-13,2849.199951171875
2026-04-15,2918.300048828125
2026-04-16,2901.300048828125
2026-04-17,3019.60009765625
2026-04-20,3138.39990234375
2026-04-21,3208.199951171875
2026-04-22,3188.199951171875
2026-04-23,3221.60009765625
2026-04-24,3205.10009765625
2026-04-27,3192.39990234375
2026-04-28,3233.699951171875
2026-04-29,3310.0
2026-04-30,3278.800048828125
2026-05-01,3278.800048828125
2026-05-04,3320.699951171875
2026-05-05,3297.39990234375
2026-05-06,3185.800048828125
2026-05-07,3139.5
2026-05-08,3183.199951171875
2026-05-11,3157.800048828125
2026-05-12,3055.60009765625
2026-05-13,3112.60009765625
2026-05-14,3104.800048828125
2026-05-15,3086.10009765625
2026-05-18,3060.699951171875
2026-05-19,3163.5
2026-05-20,3459.60009765625
2026-05-21,3574.5
2026-05-22,3508.300048828125
2026-05-25,3559.60009765625
2026-05-26,3462.60009765625
2026-05-27,3766.10009765625
2026-05-28,3766.10009765625
2026-05-29,3872.10009765625
2026-06-01,3717.39990234375
2026-06-02,3623.300048828125
2026-06-03,3686.60009765625
2026-06-04,3700.89990234375
2026-06-05,3647.89990234375
2026-06-08,3501.0
2026-06-09,3547.5
2026-06-10,3424.800048828125
2026-06-11,3412.5
2026-06-12,3606.89990234375
2026-06-15,3550.89990234375
2026-06-16,3608.89990234375
2026-06-17,3785.199951171875
2026-06-18,3783.39990234375
2026-06-19,3833.89990234375
2026-06-22,3863.5
2026-06-23,3793.60009765625
2026-06-24,3725.300048828125
2026-06-25,3685.800048828125
2026-06-26,3685.800048828125
2026-06-29,3583.89990234375
2026-06-30,3683.300048828125
2026-07-01,3639.800048828125
2026-07-02,3549.5
2026-07-03,3281.5
2026-07-06,3420.300048828125
2026-07-07,3368.89990234375
2026-07-08,3358.699951171875
2026-07-09,3438.0
2026-07-10,3526.89990234375
2026-07-13,3404.300048828125
2026-07-14,3389.60009765625
2026-07-15,3497.39990234375
2026-07-16,3405.300048828125
2026-07-17,3385.5
2026-07-20,3394.300048828125
2026-07-21,3373.39990234375
2026-07-22,3373.39990234375
2026-07-23,3326.800048828125
2026-07-24,3240.199951171875
2026-07-27,3264.60009765625
2026-07-28,3180.89990234375
2026-07-29,3170.699951171875
2026-07-30,3121.699951171875
2026-07-31,3230.800048828125
2026-08-03,3256.0
2026-08-04,3310.300048828125
2026-08-05,3289.800048828125
2026-08-06,3252.199951171875
2026-08-07,3648.800048828125
2026-08-10,3567.300048828125
2026-08-11,3563.800048828125
2026-08-12,3562.10009765625
2026-08-13,3561.199951171875
2026-08-14,3536.300048828125
2026-08-17,3605.699951171875
2026-08-18,3593.199951171875
2026-08-19,3483.0
2026-08-20,3435.300048828125
2026-08-21,3435.60009765625
2026-08-24,3485.699951171875
2026-08-25,3389.60009765625
2026-08-26,3325.89990234375
2026-08-27,3256.39990234375
2026-08-28,3242.60009765625
2026-08-31,3229.60009765625
2026-09-01,3172.5
2026-09-02,3119.300048828125
2026-09-03,3155.199951171875
2026-09-04,3115.699951171875
2026-09-07,3121.89990234375
2026-09-08,3200.10009765625
2026-09-09,3183.699951171875
2026-09-10,3179.10009765625
2026-09-11,3181.300048828125
2026-09-14,3181.300048828125
2026-09-15,3028.699951171875
2026-09-16,3013.39990234375
2026-09-17,3109.10009765625
2026-09-18,3228.0
2026-09-21,3216.199951171875
