Date,AGARWALEYE
2025-05-27,375.25
2025-05-28,352.8500061035156
2025-05-29,347.04998779296875
2025-05-30,338.5
2025-06-02,334.04998779296875
2025-06-03,336.75
2025-06-04,345.5
2025-06-05,354.5
2025-06-06,367.8999938964844
2025-06-09,374.95001220703125
2025-06-10,375.04998779296875
2025-06-11,364.3500061035156
2025-06-12,372.29998779296875
2025-06-13,375.25
2025-06-16,384.95001220703125
2025-06-17,395.0
2025-06-18,398.95001220703125
2025-06-19,407.8999938964844
2025-06-20,403.29998779296875
2025-06-23,392.54998779296875
2025-06-24,402.25
2025-06-25,401.8500061035156
2025-06-26,399.95001220703125
2025-06-27,397.70001220703125
2025-06-30,404.79998779296875
2025-07-01,404.20001220703125
2025-07-02,407.3500061035156
2025-07-03,411.75
2025-07-04,416.6499938964844
2025-07-07,425.8500061035156
2025-07-08,431.95001220703125
2025-07-09,431.79998779296875
2025-07-10,436.8500061035156
2025-07-11,427.25
2025-07-14,427.1000061035156
2025-07-15,432.29998779296875
2025-07-16,432.1000061035156
2025-07-17,429.95001220703125
2025-07-18,438.0
2025-07-21,444.1000061035156
2025-07-22,450.0
2025-07-23,449.79998779296875
2025-07-24,453.45001220703125
2025-07-25,458.5
2025-07-28,449.3500061035156
2025-07-29,445.25
2025-07-30,455.1499938964844
2025-07-31,456.8500061035156
2025-08-01,451.8500061035156
2025-08-04,455.3999938964844
2025-08-05,459.3500061035156
2025-08-06,446.8999938964844
2025-08-07,433.20001220703125
2025-08-08,444.1499938964844
2025-08-11,446.20001220703125
2025-08-12,449.6000061035156
2025-08-13,451.45001220703125
2025-08-14,468.8999938964844
2025-08-18,435.6000061035156
2025-08-19,451.5
2025-08-20,450.1499938964844
2025-08-21,455.25
2025-08-22,455.6499938964844
2025-08-25,460.70001220703125
2025-08-26,459.95001220703125
2025-08-28,439.1000061035156
2025-08-29,432.45001220703125
2025-09-01,433.25
2025-09-02,433.5
2025-09-03,421.70001220703125
2025-09-04,415.3999938964844
2025-09-05,425.5
2025-09-08,429.95001220703125
2025-09-09,422.8999938964844
2025-09-10,426.8999938964844
2025-09-11,425.95001220703125
2025-09-12,433.6000061035156
2025-09-15,446.70001220703125
2025-09-16,439.3500061035156
2025-09-17,439.04998779296875
2025-09-18,444.04998779296875
2025-09-19,455.04998779296875
2025-09-22,455.3999938964844
2025-09-23,460.5
2025-09-24,460.3500061035156
2025-09-25,484.29998779296875
2025-09-26,488.79998779296875
2025-09-29,498.75
2025-09-30,507.3500061035156
2025-10-01,502.04998779296875
2025-10-03,499.6000061035156
2025-10-06,490.3999938964844
2025-10-07,506.0
2025-10-08,497.5
2025-10-09,503.6499938964844
2025-10-10,535.2000122070312
2025-10-13,519.4500122070312
2025-10-14,520.2000122070312
2025-10-15,522.4000244140625
2025-10-16,541.5
2025-10-17,545.7000122070312
2025-10-20,540.4500122070312
2025-10-21,542.5499877929688
2025-10-23,542.0999755859375
2025-10-24,520.8499755859375
2025-10-27,519.5
2025-10-28,515.8499755859375
2025-10-29,511.3500061035156
2025-10-30,518.9000244140625
2025-10-31,506.25
2025-11-03,518.5999755859375
2025-11-04,515.0999755859375
2025-11-06,504.0
2025-11-07,503.75
2025-11-10,503.1000061035156
2025-11-11,498.79998779296875
2025-11-12,511.1000061035156
2025-11-13,524.5999755859375
2025-11-14,523.5
2025-11-17,516.7000122070312
2025-11-18,506.5
2025-11-19,501.6499938964844
2025-11-20,494.8999938964844
2025-11-21,493.75
2025-11-24,506.6000061035156
2025-11-25,506.3500061035156
2025-11-26,510.79998779296875
2025-11-27,524.5499877929688
2025-11-28,533.75
2025-12-01,533.3499755859375
2025-12-02,519.1500244140625
2025-12-03,508.25
2025-12-04,503.3500061035156
2025-12-05,506.0
2025-12-08,499.70001220703125
2025-12-09,486.1000061035156
2025-12-10,492.54998779296875
2025-12-11,506.5
2025-12-12,505.75
2025-12-15,498.0
2025-12-16,491.45001220703125
2025-12-17,497.95001220703125
2025-12-18,497.1000061035156
2025-12-19,501.04998779296875
2025-12-22,499.70001220703125
2025-12-23,500.54998779296875
2025-12-24,506.1000061035156
2025-12-26,503.70001220703125
2025-12-29,505.54998779296875
2025-12-30,502.5
2025-12-31,508.3500061035156
2026-01-01,500.25
2026-01-02,501.95001220703125
2026-01-05,500.1000061035156
2026-01-06,514.0999755859375
2026-01-07,513.25
2026-01-08,503.3999938964844
2026-01-09,504.5
2026-01-12,500.29998779296875
2026-01-13,500.1000061035156
2026-01-14,492.3999938964844
2026-01-16,485.04998779296875
2026-01-19,479.75
2026-01-20,471.3999938964844
2026-01-21,471.70001220703125
2026-01-22,468.54998779296875
2026-01-23,458.70001220703125
2026-01-27,445.95001220703125
2026-01-28,439.45001220703125
2026-01-29,422.1499938964844
2026-01-30,432.75
2026-02-02,440.1499938964844
2026-02-03,445.70001220703125
2026-02-04,450.3500061035156
2026-02-05,456.45001220703125
2026-02-06,450.1499938964844
2026-02-09,459.54998779296875
2026-02-10,455.70001220703125
2026-02-11,457.79998779296875
2026-02-12,459.25
2026-02-13,455.04998779296875
2026-02-16,453.95001220703125
2026-02-17,453.0
2026-02-18,452.6000061035156
2026-02-19,450.70001220703125
2026-02-20,445.8999938964844
2026-02-23,441.70001220703125
2026-02-24,455.54998779296875
2026-02-25,451.20001220703125
2026-02-26,447.8999938964844
2026-02-27,451.70001220703125
2026-03-02,448.20001220703125
2026-03-04,434.79998779296875
2026-03-05,444.8500061035156
2026-03-06,443.25
2026-03-09,449.29998779296875
2026-03-10,446.29998779296875
2026-03-11,444.79998779296875
2026-03-12,435.29998779296875
2026-03-13,428.1000061035156
2026-03-16,423.8500061035156
2026-03-17,426.25
2026-03-18,433.95001220703125
2026-03-19,423.5
2026-03-20,424.3500061035156
2026-03-23,420.20001220703125
2026-03-24,418.25
2026-03-25,415.70001220703125
2026-03-27,409.75
2026-03-30,406.54998779296875
2026-04-01,419.5
2026-04-02,417.0
2026-04-06,430.0
2026-04-07,434.3500061035156
2026-04-08,424.3999938964844
2026-04-09,435.04998779296875
2026-04-10,435.8500061035156
2026-04-13,433.20001220703125
2026-04-15,446.45001220703125
2026-04-16,447.45001220703125
2026-04-17,444.04998779296875
2026-04-20,450.8500061035156
2026-04-21,457.45001220703125
2026-04-22,461.1499938964844
2026-04-23,460.54998779296875
2026-04-24,438.1000061035156
2026-04-27,442.29998779296875
2026-04-28,441.54998779296875
2026-04-29,442.0
2026-04-30,445.1000061035156
2026-05-04,452.54998779296875
2026-05-05,456.6499938964844
2026-05-06,458.25
2026-05-07,449.5
2026-05-08,454.6000061035156
2026-05-11,463.75
2026-05-12,450.20001220703125
2026-05-13,448.0
2026-05-14,446.25
2026-05-15,450.1000061035156
2026-05-18,442.0
2026-05-19,456.8500061035156
2026-05-20,459.70001220703125
2026-05-21,481.1000061035156
2026-05-22,479.3500061035156
2026-05-25,479.70001220703125
2026-05-26,479.6000061035156
2026-05-27,479.95001220703125
2026-05-28,479.95001220703125
2026-05-29,484.1000061035156
2026-06-01,481.3500061035156
2026-06-02,476.54998779296875
2026-06-03,464.25
2026-06-04,465.0
2026-06-05,459.95001220703125
2026-06-08,451.6000061035156
2026-06-09,448.5
2026-06-10,449.0
2026-06-11,439.3999938964844
2026-06-12,439.75
2026-06-15,439.29998779296875
2026-06-16,438.45001220703125
2026-06-17,443.20001220703125
2026-06-18,444.79998779296875
2026-06-19,466.6499938964844
2026-06-22,472.25
2026-06-23,476.6000061035156
2026-06-24,483.95001220703125
2026-06-25,484.6499938964844
2026-06-26,484.6499938964844
2026-06-29,474.1499938964844
2026-06-30,478.95001220703125
2026-07-01,469.04998779296875
2026-07-02,476.6000061035156
2026-07-03,477.6000061035156
2026-07-06,481.20001220703125
2026-07-07,472.54998779296875
2026-07-08,477.8500061035156
2026-07-09,485.6000061035156
2026-07-10,481.54998779296875
2026-07-13,497.8500061035156
2026-07-14,490.70001220703125
2026-07-15,493.75
2026-07-16,492.1499938964844
2026-07-17,485.8999938964844
2026-07-20,484.70001220703125
2026-07-21,485.79998779296875
2026-07-22,480.04998779296875
2026-07-23,478.1000061035156
2026-07-24,478.8999938964844
2026-07-27,476.20001220703125
2026-07-28,493.1000061035156
2026-07-29,488.79998779296875
2026-07-30,482.20001220703125
2026-07-31,478.0
2026-08-03,483.29998779296875
2026-08-04,493.5
2026-08-05,521.0499877929688
2026-08-06,532.2999877929688
2026-08-07,546.25
2026-08-10,560.7000122070312
2026-08-11,542.0
2026-08-12,511.45001220703125
2026-08-13,508.5
2026-08-14,506.5
2026-08-17,501.6000061035156
2026-08-18,502.6000061035156
2026-08-19,501.8500061035156
2026-08-20,503.1000061035156
2026-08-21,500.20001220703125
2026-08-24,497.79998779296875
2026-08-25,500.3999938964844
2026-08-26,498.54998779296875
2026-08-27,496.6499938964844
2026-08-28,507.79998779296875
2026-08-31,513.2000122070312
2026-09-01,508.70001220703125
2026-09-02,514.25
2026-09-03,511.45001220703125
2026-09-04,514.0999755859375
2026-09-07,518.25
2026-09-08,519.7000122070312
2026-09-09,513.7000122070312
2026-09-10,508.3500061035156
2026-09-11,508.3999938964844
2026-09-15,502.04998779296875
2026-09-16,505.0
2026-09-17,500.1499938964844
2026-09-18,500.45001220703125
2026-09-21,489.79998779296875
