Date,AFCONS
2025-04-25,417.51019287109375
2025-04-28,417.0166320800781
2025-04-29,420.1754455566406
2025-04-30,413.2654724121094
2025-05-02,413.6109619140625
2025-05-05,411.09381103515625
2025-05-06,408.7246398925781
2025-05-07,424.1733703613281
2025-05-08,411.340576171875
2025-05-09,414.5487976074219
2025-05-12,425.1605224609375
2025-05-13,451.41839599609375
2025-05-14,452.30682373046875
2025-05-15,446.53204345703125
2025-05-16,459.90777587890625
2025-05-19,460.105224609375
2025-05-20,460.154541015625
2025-05-21,443.471923828125
2025-05-22,442.0899353027344
2025-05-23,439.5727233886719
2025-05-26,427.48028564453125
2025-05-27,426.14764404296875
2025-05-28,422.1990966796875
2025-05-29,418.39862060546875
2025-05-30,417.60888671875
2025-06-02,421.21197509765625
2025-06-03,417.2140197753906
2025-06-04,416.0788269042969
2025-06-05,418.4973449707031
2025-06-06,429.6026611328125
2025-06-09,442.1392822265625
2025-06-10,439.7207946777344
2025-06-11,441.9912109375
2025-06-12,440.26373291015625
2025-06-13,435.1799621582031
2025-06-16,438.4375
2025-06-17,439.325927734375
2025-06-18,434.0940856933594
2025-06-19,419.3857421875
2025-06-20,434.1434631347656
2025-06-23,429.800048828125
2025-06-24,432.6627502441406
2025-06-25,432.21856689453125
2025-06-26,432.9588928222656
2025-06-27,436.7099914550781
2025-06-30,431.8236999511719
2025-07-01,427.8257751464844
2025-07-02,425.3579406738281
2025-07-03,427.3815612792969
2025-07-04,423.284912109375
2025-07-07,418.4973449707031
2025-07-08,420.81707763671875
2025-07-09,419.3857421875
2025-07-10,423.03814697265625
2025-07-11,419.5338134765625
2025-07-14,416.9672546386719
2025-07-15,417.70758056640625
2025-07-16,414.0552062988281
2025-07-17,410.9457092285156
2025-07-18,414.2726135253906
2025-07-21,415.9112243652344
2025-07-22,424.55120849609375
2025-07-23,421.6215515136719
2025-07-24,418.3443298339844
2025-07-25,411.1939697265625
2025-07-28,397.3402099609375
2025-07-29,394.2119445800781
2025-07-30,396.59539794921875
2025-07-31,396.4960632324219
2025-08-01,403.0505676269531
2025-08-04,402.9015808105469
2025-08-05,404.7388000488281
2025-08-06,400.6671142578125
2025-08-07,405.2353515625
2025-08-08,403.84503173828125
2025-08-11,421.9691467285156
2025-08-12,419.53607177734375
2025-08-13,419.833984375
2025-08-14,418.14569091796875
2025-08-18,424.6505432128906
2025-08-19,432.0987854003906
2025-08-20,425.89190673828125
2025-08-21,424.84912109375
2025-08-22,427.9774169921875
2025-08-25,428.07672119140625
2025-08-26,430.7580871582031
2025-08-28,419.1884765625
2025-08-29,414.9181213378906
2025-09-01,422.56500244140625
2025-09-02,423.01190185546875
2025-09-03,431.254638671875
2025-09-04,436.120849609375
2025-09-05,435.9718933105469
2025-09-08,435.87255859375
2025-09-09,435.5249938964844
2025-09-10,444.0160217285156
2025-09-11,451.3649597167969
2025-09-12,445.6546325683594
2025-09-15,449.42840576171875
2025-09-16,451.9111633300781
2025-09-17,450.81878662109375
2025-09-18,451.86151123046875
2025-09-19,458.46563720703125
2025-09-22,456.0325622558594
2025-09-23,452.2091064453125
2025-09-24,453.45050048828125
2025-09-25,440.490478515625
2025-09-26,435.2767028808594
2025-09-29,445.0091247558594
2025-09-30,451.9608459472656
2025-10-01,451.1663513183594
2025-10-03,446.7470397949219
2025-10-06,445.6546325683594
2025-10-07,449.22979736328125
2025-10-08,455.83392333984375
2025-10-09,462.48773193359375
2025-10-10,460.1539306640625
2025-10-13,460.3028869628906
2025-10-14,450.9180603027344
2025-10-15,453.84771728515625
2025-10-16,456.0325622558594
2025-10-17,442.42706298828125
2025-10-20,443.8173828125
2025-10-21,444.462890625
2025-10-23,441.4339599609375
2025-10-24,440.3912048339844
2025-10-27,436.9649963378906
2025-10-28,445.60498046875
2025-10-29,450.1732482910156
2025-10-30,447.5415344238281
2025-10-31,444.9594421386719
2025-11-03,446.79669189453125
2025-11-04,441.880859375
2025-11-06,440.6891174316406
2025-11-07,439.0008239746094
2025-11-10,433.6877746582031
2025-11-11,413.8753662109375
2025-11-12,419.48638916015625
2025-11-13,412.18707275390625
2025-11-14,404.838134765625
2025-11-17,400.0215759277344
2025-11-18,393.3677978515625
2025-11-19,386.2671203613281
2025-11-20,395.8505554199219
2025-11-21,387.8560791015625
2025-11-24,398.58160400390625
2025-11-25,399.22711181640625
2025-11-26,402.50433349609375
2025-11-27,408.26434326171875
2025-11-28,401.3126220703125
2025-12-01,406.1788330078125
2025-12-02,411.78985595703125
2025-12-03,400.0215759277344
2025-12-04,397.538818359375
2025-12-05,396.1484680175781
2025-12-08,385.62158203125
2025-12-09,399.1277770996094
2025-12-10,394.4602355957031
2025-12-11,397.63812255859375
2025-12-12,396.9429931640625
2025-12-15,396.2974548339844
2025-12-16,393.3181457519531
2025-12-17,384.33056640625
2025-12-18,376.8326721191406
2025-12-19,377.2298889160156
2025-12-22,377.5774841308594
2025-12-23,380.2091979980469
2025-12-24,384.97607421875
2025-12-26,387.2602233886719
2025-12-29,382.8409118652344
2025-12-30,387.5085144042969
2025-12-31,384.23126220703125
2026-01-01,390.2395324707031
2026-01-02,388.1540222167969
2026-01-05,379.8616027832031
2026-01-06,374.74713134765625
2026-01-07,375.4919738769531
2026-01-08,373.0588684082031
2026-01-09,360.5457458496094
2026-01-12,353.14715576171875
2026-01-13,358.46026611328125
2026-01-14,355.33197021484375
2026-01-15,355.33197021484375
2026-01-16,352.0050964355469
2026-01-19,349.17474365234375
2026-01-20,347.43682861328125
2026-01-21,340.4354248046875
2026-01-22,343.2657775878906
2026-01-23,338.052001953125
2026-01-27,338.3499450683594
2026-01-28,334.5761413574219
2026-01-29,331.74578857421875
2026-01-30,329.3127136230469
2026-02-02,332.0437316894531
2026-02-03,335.8175354003906
2026-02-04,341.42852783203125
2026-02-05,336.115478515625
2026-02-06,329.7099609375
2026-02-09,338.3499450683594
2026-02-10,343.2657775878906
2026-02-11,339.74029541015625
2026-02-12,335.2713317871094
2026-02-13,329.9582214355469
2026-02-16,324.04925537109375
2026-02-17,322.0133972167969
2026-02-18,321.0699462890625
2026-02-19,317.9913635253906
2026-02-20,317.792724609375
2026-02-23,310.74169921875
2026-02-24,305.87548828125
2026-02-25,305.6272277832031
2026-02-26,295.0506896972656
2026-02-27,290.13482666015625
2026-03-02,282.3389587402344
2026-03-04,277.3734436035156
2026-03-05,282.7858581542969
2026-03-06,281.09759521484375
2026-03-09,276.23138427734375
2026-03-10,274.6424255371094
2026-03-11,278.3665466308594
2026-03-12,276.5789794921875
2026-03-13,276.92657470703125
2026-03-16,276.5789794921875
2026-03-17,278.66448974609375
2026-03-18,285.96380615234375
2026-03-19,275.8837890625
2026-03-20,276.8272399902344
2026-03-23,269.329345703125
2026-03-24,275.0893249511719
2026-03-25,280.7003479003906
2026-03-27,280.1541442871094
2026-03-30,269.7265930175781
2026-04-01,280.4520568847656
2026-04-02,281.7431335449219
2026-04-06,283.580322265625
2026-04-07,286.9569091796875
2026-04-08,301.7044372558594
2026-04-09,308.5072021484375
2026-04-10,322.6589050292969
2026-04-13,304.2865295410156
2026-04-15,335.12237548828125
2026-04-16,344.55682373046875
2026-04-17,331.2989196777344
2026-04-20,331.99407958984375
2026-04-21,333.6327209472656
2026-04-22,327.2272033691406
2026-04-23,322.6589050292969
2026-04-24,312.38031005859375
2026-04-27,313.572021484375
2026-04-28,331.5968322753906
2026-04-29,324.1982421875
2026-04-30,337.3568420410156
2026-05-01,337.3568420410156
2026-05-04,339.69061279296875
2026-05-05,343.6133728027344
2026-05-06,333.98028564453125
2026-05-07,334.5264892578125
2026-05-08,338.3499450683594
2026-05-11,324.3968505859375
2026-05-12,332.78857421875
2026-05-13,331.6465148925781
2026-05-14,328.5182189941406
2026-05-15,334.17889404296875
2026-05-18,315.359619140625
2026-05-19,313.572021484375
2026-05-20,303.2934265136719
2026-05-21,299.0727233886719
2026-05-22,298.178955078125
2026-05-25,300.9596252441406
2026-05-26,320.2754821777344
2026-05-27,315.8561706542969
2026-05-28,315.8561706542969
2026-05-29,336.7113037109375
2026-06-01,329.0644226074219
2026-06-02,324.8934020996094
2026-06-03,321.46722412109375
2026-06-04,324.04925537109375
2026-06-05,317.3954772949219
2026-06-08,310.0465393066406
2026-06-09,313.3237609863281
2026-06-10,327.77337646484375
2026-06-11,314.56512451171875
2026-06-12,323.7513427734375
2026-06-15,322.9071960449219
2026-06-16,324.84375
2026-06-17,316.89892578125
2026-06-18,316.9485778808594
2026-06-19,311.28790283203125
2026-06-22,313.3734130859375
2026-06-23,312.3306579589844
2026-06-24,311.08929443359375
2026-06-25,317.147216796875
2026-06-26,317.147216796875
2026-06-29,313.6713562011719
2026-06-30,310.09619140625
2026-07-01,306.86859130859375
2026-07-02,312.2313537597656
2026-07-03,309.9968566894531
2026-07-06,312.0327453613281
2026-07-07,308.1099853515625
2026-07-08,299.3706970214844
2026-07-09,298.2286071777344
2026-07-10,298.824462890625
2026-07-13,296.93756103515625
2026-07-14,290.6810302734375
2026-07-15,290.1844787597656
2026-07-16,283.4313659667969
2026-07-17,297.6824035644531
2026-07-20,293.90863037109375
2026-07-21,287.95001220703125
2026-07-22,287.95001220703125
2026-07-23,283.79998779296875
2026-07-24,285.95001220703125
2026-07-27,284.25
2026-07-28,280.25
2026-07-29,282.75
2026-07-30,273.25
2026-07-31,271.1499938964844
2026-08-03,275.95001220703125
2026-08-04,281.6000061035156
2026-08-05,280.8999938964844
2026-08-06,278.75
2026-08-07,274.25
2026-08-10,262.8500061035156
2026-08-11,263.6499938964844
2026-08-12,267.95001220703125
2026-08-13,271.6000061035156
2026-08-14,268.79998779296875
2026-08-17,271.70001220703125
2026-08-18,280.25
2026-08-19,277.95001220703125
2026-08-20,280.20001220703125
2026-08-21,278.8999938964844
2026-08-24,278.6499938964844
2026-08-25,285.70001220703125
2026-08-26,285.04998779296875
2026-08-27,285.04998779296875
2026-08-28,286.6499938964844
2026-08-31,285.6499938964844
2026-09-01,285.25
2026-09-02,285.1000061035156
2026-09-03,294.70001220703125
2026-09-04,292.79998779296875
2026-09-07,293.20001220703125
2026-09-08,280.25
2026-09-09,274.1499938964844
2026-09-10,260.8500061035156
2026-09-11,253.8000030517578
2026-09-14,253.8000030517578
2026-09-15,262.25
2026-09-16,258.3999938964844
2026-09-17,267.29998779296875
2026-09-18,263.3999938964844
2026-09-21,256.6000061035156
