Date,IXIGO
2024-11-06,149.8000030517578
2024-11-07,150.58999633789062
2024-11-08,146.75
2024-11-11,143.63999938964844
2024-11-12,143.2100067138672
2024-11-13,135.58999633789062
2024-11-14,144.47999572753906
2024-11-18,147.4499969482422
2024-11-19,143.75999450683594
2024-11-21,142.72999572753906
2024-11-22,142.72999572753906
2024-11-25,142.19000244140625
2024-11-26,140.02999877929688
2024-11-27,139.83999633789062
2024-11-28,139.64999389648438
2024-11-29,143.2100067138672
2024-12-02,143.75999450683594
2024-12-03,143.10000610351562
2024-12-04,142.5800018310547
2024-12-05,142.3800048828125
2024-12-06,141.75
2024-12-09,141.35000610351562
2024-12-10,144.1300048828125
2024-12-11,156.91000366210938
2024-12-12,155.9199981689453
2024-12-13,154.02000427246094
2024-12-16,155.75999450683594
2024-12-17,154.82000732421875
2024-12-18,162.14999389648438
2024-12-19,158.47999572753906
2024-12-20,165.44000244140625
2024-12-23,163.91000366210938
2024-12-24,165.72999572753906
2024-12-26,168.75999450683594
2024-12-27,177.85000610351562
2024-12-30,176.8699951171875
2024-12-31,167.7100067138672
2025-01-01,179.30999755859375
2025-01-02,178.2100067138672
2025-01-03,178.5500030517578
2025-01-06,164.77000427246094
2025-01-07,169.89999389648438
2025-01-08,161.52999877929688
2025-01-09,158.02999877929688
2025-01-10,153.49000549316406
2025-01-13,142.7899932861328
2025-01-14,146.1199951171875
2025-01-15,142.41000366210938
2025-01-16,143.69000244140625
2025-01-17,144.7100067138672
2025-01-20,144.2100067138672
2025-01-21,140.85000610351562
2025-01-22,139.05999755859375
2025-01-23,140.82000732421875
2025-01-24,137.6199951171875
2025-01-27,133.52000427246094
2025-01-28,125.48999786376953
2025-01-29,141.91000366210938
2025-01-30,148.6300048828125
2025-01-31,150.00999450683594
2025-02-01,157.8300018310547
2025-02-03,153.2899932861328
2025-02-04,154.0800018310547
2025-02-05,158.02000427246094
2025-02-06,161.1199951171875
2025-02-07,158.9600067138672
2025-02-10,149.85000610351562
2025-02-11,138.35000610351562
2025-02-12,144.8800048828125
2025-02-13,144.63999938964844
2025-02-14,144.9600067138672
2025-02-17,145.6699981689453
2025-02-18,144.39999389648438
2025-02-19,143.41000366210938
2025-02-20,143.47999572753906
2025-02-21,140.2899932861328
2025-02-24,139.92999267578125
2025-02-25,140.2899932861328
2025-02-27,140.77999877929688
2025-02-28,133.8800048828125
2025-03-03,132.0800018310547
2025-03-04,129.8800048828125
2025-03-05,132.1199951171875
2025-03-06,133.57000732421875
2025-03-07,134.05999755859375
2025-03-10,129.14999389648438
2025-03-11,125.5199966430664
2025-03-12,125.13999938964844
2025-03-13,125.5
2025-03-17,127.05000305175781
2025-03-18,127.05000305175781
2025-03-19,134.08999633789062
2025-03-20,138.69000244140625
2025-03-21,140.6999969482422
2025-03-24,140.30999755859375
2025-03-25,142.07000732421875
2025-03-26,140.1300048828125
2025-03-27,142.69000244140625
2025-03-28,141.60000610351562
2025-04-01,141.52999877929688
2025-04-02,141.77999877929688
2025-04-03,147.22999572753906
2025-04-04,139.92999267578125
2025-04-07,138.60000610351562
2025-04-08,140.63999938964844
2025-04-09,143.42999267578125
2025-04-11,141.27000427246094
2025-04-15,144.38999938964844
2025-04-16,151.89999389648438
2025-04-17,157.74000549316406
2025-04-21,153.41000366210938
2025-04-22,150.33999633789062
2025-04-23,152.60000610351562
2025-04-24,152.5399932861328
2025-04-25,150.00999450683594
2025-04-28,147.88999938964844
2025-04-29,149.3800048828125
2025-04-30,146.33999633789062
2025-05-02,145.3300018310547
2025-05-05,146.08999633789062
2025-05-06,144.0500030517578
2025-05-07,145.5399932861328
2025-05-08,150.61000061035156
2025-05-09,151.97999572753906
2025-05-12,156.3300018310547
2025-05-13,165.1300048828125
2025-05-14,167.63999938964844
2025-05-15,175.77999877929688
2025-05-16,177.27999877929688
2025-05-19,174.77999877929688
2025-05-20,172.8699951171875
2025-05-21,172.47000122070312
2025-05-22,173.47000122070312
2025-05-23,174.2899932861328
2025-05-26,171.57000732421875
2025-05-27,173.97000122070312
2025-05-28,173.14999389648438
2025-05-29,175.75999450683594
2025-05-30,176.27999877929688
2025-06-02,180.17999267578125
2025-06-03,175.75999450683594
2025-06-04,179.49000549316406
2025-06-05,177.64999389648438
2025-06-06,171.1199951171875
2025-06-09,171.57000732421875
2025-06-10,176.85000610351562
2025-06-11,187.94000244140625
2025-06-12,180.74000549316406
2025-06-13,187.4600067138672
2025-06-16,186.72999572753906
2025-06-17,184.64999389648438
2025-06-18,180.38999938964844
2025-06-19,176.41000366210938
2025-06-20,172.25
2025-06-23,170.47999572753906
2025-06-24,165.3800048828125
2025-06-25,176.2100067138672
2025-06-26,178.67999267578125
2025-06-27,178.75
2025-06-30,175.88999938964844
2025-07-01,176.00999450683594
2025-07-02,172.08999633789062
2025-07-03,171.0800018310547
2025-07-04,171.27999877929688
2025-07-07,171.50999450683594
2025-07-08,171.57000732421875
2025-07-09,177.7899932861328
2025-07-10,175.10000610351562
2025-07-11,174.75999450683594
2025-07-14,177.02999877929688
2025-07-15,176.41000366210938
2025-07-16,178.9600067138672
2025-07-17,213.6199951171875
2025-07-18,217.13999938964844
2025-07-21,220.82000732421875
2025-07-22,223.99000549316406
2025-07-23,222.07000732421875
2025-07-24,213.8800048828125
2025-07-25,219.8800048828125
2025-07-28,220.05999755859375
2025-07-29,231.36000061035156
2025-07-30,229.39999389648438
2025-07-31,233.77999877929688
2025-08-01,230.6199951171875
2025-08-04,242.60000610351562
2025-08-05,241.19000244140625
2025-08-06,226.75999450683594
2025-08-07,240.47999572753906
2025-08-08,234.9499969482422
2025-08-11,238.52999877929688
2025-08-12,252.14999389648438
2025-08-13,257.92999267578125
2025-08-14,268.5799865722656
2025-08-18,275.6499938964844
2025-08-19,278.1600036621094
2025-08-20,278.260009765625
2025-08-21,280.29998779296875
2025-08-22,280.6700134277344
2025-08-25,288.55999755859375
2025-08-26,284.5199890136719
2025-08-28,279.510009765625
2025-08-29,270.3800048828125
2025-09-01,297.45001220703125
2025-09-02,277.70001220703125
2025-09-03,284.8500061035156
2025-09-04,285.54998779296875
2025-09-05,292.79998779296875
2025-09-08,296.3999938964844
2025-09-09,300.0
2025-09-10,300.95001220703125
2025-09-11,321.79998779296875
2025-09-12,308.8500061035156
2025-09-15,289.8999938964844
2025-09-16,272.8999938964844
2025-09-17,271.04998779296875
2025-09-18,272.6000061035156
2025-09-19,284.6499938964844
2025-09-22,278.1499938964844
2025-09-23,278.45001220703125
2025-09-24,277.79998779296875
2025-09-25,279.25
2025-09-26,279.04998779296875
2025-09-29,275.3999938964844
2025-09-30,265.20001220703125
2025-10-01,283.5
2025-10-03,286.3999938964844
2025-10-06,311.75
2025-10-07,310.70001220703125
2025-10-08,294.8999938964844
2025-10-09,312.70001220703125
2025-10-10,318.29998779296875
2025-10-13,320.75
2025-10-14,310.29998779296875
2025-10-15,327.1499938964844
2025-10-16,335.54998779296875
2025-10-17,331.29998779296875
2025-10-20,328.45001220703125
2025-10-21,327.79998779296875
2025-10-23,319.1000061035156
2025-10-24,319.79998779296875
2025-10-27,319.54998779296875
2025-10-28,322.3999938964844
2025-10-29,324.75
2025-10-30,272.1499938964844
2025-10-31,269.6499938964844
2025-11-03,257.5
2025-11-04,260.95001220703125
2025-11-06,276.25
2025-11-07,280.3999938964844
2025-11-10,279.45001220703125
2025-11-11,275.79998779296875
2025-11-12,275.95001220703125
2025-11-13,277.70001220703125
2025-11-14,277.1000061035156
2025-11-17,272.6499938964844
2025-11-18,267.70001220703125
2025-11-19,269.1499938964844
2025-11-20,270.8999938964844
2025-11-21,265.20001220703125
2025-11-24,269.8999938964844
2025-11-25,277.1499938964844
2025-11-26,277.0
2025-11-27,275.20001220703125
2025-11-28,266.8999938964844
2025-12-01,263.8500061035156
2025-12-02,256.1499938964844
2025-12-03,253.8000030517578
2025-12-04,245.85000610351562
2025-12-05,233.5
2025-12-08,239.5
2025-12-09,263.79998779296875
2025-12-10,252.14999389648438
2025-12-11,257.8999938964844
2025-12-12,256.04998779296875
2025-12-15,250.25
2025-12-16,248.39999389648438
2025-12-17,249.89999389648438
2025-12-18,252.85000610351562
2025-12-19,256.54998779296875
2025-12-22,265.1499938964844
2025-12-23,264.54998779296875
2025-12-24,264.1499938964844
2025-12-26,257.1499938964844
2025-12-29,252.9499969482422
2025-12-30,251.1999969482422
2025-12-31,254.9499969482422
2026-01-01,240.85000610351562
2026-01-02,241.60000610351562
2026-01-05,233.35000610351562
2026-01-06,234.9499969482422
2026-01-07,231.14999389648438
2026-01-08,224.4499969482422
2026-01-09,218.89999389648438
2026-01-12,213.0500030517578
2026-01-13,225.64999389648438
2026-01-14,231.5500030517578
2026-01-15,231.5500030517578
2026-01-16,232.75
2026-01-19,225.35000610351562
2026-01-20,226.9499969482422
2026-01-21,239.39999389648438
2026-01-22,235.85000610351562
2026-01-23,204.5500030517578
2026-01-27,221.60000610351562
2026-01-28,216.14999389648438
2026-01-29,205.64999389648438
2026-01-30,207.0
2026-02-02,206.58999633789062
2026-02-03,216.88999938964844
2026-02-04,208.77000427246094
2026-02-05,207.4600067138672
2026-02-06,213.13999938964844
2026-02-09,214.8800048828125
2026-02-10,217.8699951171875
2026-02-11,217.07000732421875
2026-02-12,211.9199981689453
2026-02-13,196.8000030517578
2026-02-16,187.7899932861328
2026-02-17,189.07000732421875
2026-02-18,195.50999450683594
2026-02-19,197.57000732421875
2026-02-20,186.74000549316406
2026-02-23,179.25
2026-02-24,164.39999389648438
2026-02-25,165.3000030517578
2026-02-26,170.44000244140625
2026-02-27,170.36000061035156
2026-03-02,166.39999389648438
2026-03-04,165.85000610351562
2026-03-05,169.77999877929688
2026-03-06,170.14999389648438
2026-03-09,167.6999969482422
2026-03-10,170.0800018310547
2026-03-11,167.52999877929688
2026-03-12,168.19000244140625
2026-03-13,161.89999389648438
2026-03-16,161.97000122070312
2026-03-17,163.60000610351562
2026-03-18,167.02999877929688
2026-03-19,160.7899932861328
2026-03-20,173.5399932861328
2026-03-23,166.57000732421875
2026-03-24,173.25999450683594
2026-03-25,181.2899932861328
2026-03-27,181.6999969482422
2026-03-30,174.94000244140625
2026-04-01,175.4199981689453
2026-04-02,166.61000061035156
2026-04-06,163.77999877929688
2026-04-07,170.6300048828125
2026-04-08,178.63999938964844
2026-04-09,170.14999389648438
2026-04-10,170.02000427246094
2026-04-13,168.57000732421875
2026-04-15,175.69000244140625
2026-04-16,178.0800018310547
2026-04-17,178.86000061035156
2026-04-20,177.36000061035156
2026-04-21,182.8800048828125
2026-04-22,178.3699951171875
2026-04-23,172.52999877929688
2026-04-24,166.6999969482422
2026-04-27,169.58999633789062
2026-04-28,169.33999633789062
2026-04-29,169.92999267578125
2026-04-30,168.0800018310547
2026-05-01,168.0800018310547
2026-05-04,169.67999267578125
2026-05-05,164.50999450683594
2026-05-06,169.72000122070312
2026-05-07,169.30999755859375
2026-05-08,168.3800048828125
2026-05-11,163.10000610351562
2026-05-12,156.8000030517578
2026-05-13,164.42999267578125
2026-05-14,166.22000122070312
2026-05-15,165.6199951171875
2026-05-18,161.32000732421875
2026-05-19,162.42999267578125
2026-05-20,161.8699951171875
2026-05-21,163.64999389648438
2026-05-22,171.1699981689453
2026-05-25,177.13999938964844
2026-05-26,168.47999572753906
2026-05-27,164.44000244140625
2026-05-28,164.44000244140625
2026-05-29,168.36000061035156
2026-06-01,162.75
2026-06-02,159.60000610351562
2026-06-03,153.3699951171875
2026-06-04,152.91000366210938
2026-06-05,155.5500030517578
2026-06-08,151.67999267578125
2026-06-09,156.16000366210938
2026-06-10,155.8300018310547
2026-06-11,158.83999633789062
2026-06-12,178.22000122070312
2026-06-15,182.8300018310547
2026-06-16,187.94000244140625
2026-06-17,194.7100067138672
2026-06-18,188.89999389648438
2026-06-19,189.97999572753906
2026-06-22,194.25
2026-06-23,189.11000061035156
2026-06-24,184.94000244140625
2026-06-25,189.8300018310547
2026-06-26,189.8300018310547
2026-06-29,192.92999267578125
2026-06-30,196.64999389648438
2026-07-01,213.9600067138672
2026-07-02,217.07000732421875
2026-07-03,222.22999572753906
2026-07-06,215.6999969482422
2026-07-07,213.5800018310547
2026-07-08,200.4199981689453
2026-07-09,204.22000122070312
2026-07-10,207.17999267578125
2026-07-13,210.42999267578125
2026-07-14,206.92999267578125
2026-07-15,205.08999633789062
2026-07-16,198.88999938964844
2026-07-17,199.91000366210938
2026-07-20,199.94000244140625
2026-07-21,195.4199981689453
2026-07-22,191.3699951171875
2026-07-23,186.80999755859375
2026-07-24,184.60000610351562
2026-07-27,195.99000549316406
2026-07-28,191.92999267578125
2026-07-29,194.02999877929688
2026-07-30,193.47999572753906
2026-07-31,197.6199951171875
2026-08-03,199.60000610351562
2026-08-04,196.14999389648438
2026-08-05,204.75999450683594
2026-08-06,202.6699981689453
2026-08-07,176.25
2026-08-10,182.1999969482422
2026-08-11,183.5
2026-08-12,178.3699951171875
2026-08-13,171.35000610351562
2026-08-14,174.02999877929688
2026-08-17,172.50999450683594
2026-08-18,172.25999450683594
2026-08-19,168.7899932861328
2026-08-20,170.4499969482422
2026-08-21,170.3000030517578
2026-08-24,167.67999267578125
2026-08-25,168.3699951171875
2026-08-26,168.25999450683594
2026-08-27,162.8300018310547
2026-08-28,163.36000061035156
2026-08-31,163.02000427246094
2026-09-01,158.57000732421875
2026-09-02,156.4199981689453
2026-09-03,162.14999389648438
2026-09-04,166.75
2026-09-07,167.38999938964844
2026-09-08,169.9600067138672
2026-09-09,167.5399932861328
2026-09-10,161.9199981689453
2026-09-11,158.6300048828125
2026-09-14,158.6300048828125
2026-09-15,161.02000427246094
2026-09-16,160.52999877929688
2026-09-17,160.05999755859375
2026-09-18,165.64999389648438
2026-09-21,160.7899932861328
