Date,DBL
2024-07-26,515.9573364257812
2024-07-29,512.0726928710938
2024-07-30,513.9154052734375
2024-07-31,516.007080078125
2024-08-01,504.253662109375
2024-08-02,512.8695678710938
2024-08-05,501.0164794921875
2024-08-06,504.253662109375
2024-08-07,543.6974487304688
2024-08-08,534.2349243164062
2024-08-09,537.87060546875
2024-08-12,554.6043090820312
2024-08-13,539.9124755859375
2024-08-14,509.4331359863281
2024-08-16,503.058349609375
2024-08-19,512.37158203125
2024-08-20,519.1447143554688
2024-08-21,525.9179077148438
2024-08-22,519.2940673828125
2024-08-23,535.1314086914062
2024-08-26,534.73291015625
2024-08-27,574.4756469726562
2024-08-28,560.7301025390625
2024-08-29,542.2532348632812
2024-08-30,559.0368041992188
2024-09-02,545.042236328125
2024-09-03,548.7276611328125
2024-09-04,549.4248046875
2024-09-05,558.8873291015625
2024-09-06,544.6935424804688
2024-09-09,531.6950073242188
2024-09-10,560.8297119140625
2024-09-11,551.8153686523438
2024-09-12,551.2675170898438
2024-09-13,561.4771118164062
2024-09-16,553.9569091796875
2024-09-17,539.88720703125
2024-09-18,534.748291015625
2024-09-19,521.4269409179688
2024-09-20,520.9779052734375
2024-09-23,560.3930053710938
2024-09-24,541.8330078125
2024-09-25,536.5942993164062
2024-09-26,530.3577270507812
2024-09-27,528.5615844726562
2024-09-30,526.865234375
2024-10-01,528.8609619140625
2024-10-03,518.2837524414062
2024-10-04,509.0535888671875
2024-10-07,484.75592041015625
2024-10-08,499.5241394042969
2024-10-09,501.61962890625
2024-10-10,515.7891235351562
2024-10-11,510.20111083984375
2024-10-14,508.704345703125
2024-10-15,511.59814453125
2024-10-16,506.758544921875
2024-10-17,497.5284423828125
2024-10-18,496.6802673339844
2024-10-21,492.0901184082031
2024-10-22,462.70343017578125
2024-10-23,487.64971923828125
2024-10-24,469.78814697265625
2024-10-25,465.94647216796875
2024-10-28,476.02471923828125
2024-10-29,478.8187255859375
2024-10-30,489.8948669433594
2024-10-31,501.220458984375
2024-11-01,504.0643310546875
2024-11-04,487.7494812011719
2024-11-05,490.393798828125
2024-11-06,501.61962890625
2024-11-07,501.37017822265625
2024-11-08,485.953369140625
2024-11-11,483.85784912109375
2024-11-12,494.03594970703125
2024-11-13,476.22430419921875
2024-11-14,454.32147216796875
2024-11-18,431.77008056640625
2024-11-19,434.3644714355469
2024-11-21,425.9825134277344
2024-11-22,433.01739501953125
2024-11-25,444.2930908203125
2024-11-26,446.7378234863281
2024-11-27,449.5816955566406
2024-11-28,489.8948669433594
2024-11-29,480.9142150878906
2024-12-02,489.5456237792969
2024-12-03,499.6737976074219
2024-12-04,496.5804748535156
2024-12-05,491.1421813964844
2024-12-06,495.8320617675781
2024-12-09,499.17486572265625
2024-12-10,509.5026550292969
2024-12-11,504.96240234375
2024-12-12,500.7215270996094
2024-12-13,493.1379089355469
2024-12-16,492.9881896972656
2024-12-17,487.0509948730469
2024-12-18,472.8316345214844
2024-12-19,478.91851806640625
2024-12-20,469.887939453125
2024-12-23,463.501708984375
2024-12-24,457.7640686035156
2024-12-26,460.7077331542969
2024-12-27,448.48406982421875
2024-12-30,446.3386535644531
2024-12-31,449.4320068359375
2025-01-01,454.87030029296875
2025-01-02,450.5296630859375
2025-01-03,464.5494384765625
2025-01-06,441.3993225097656
2025-01-07,438.256103515625
2025-01-08,439.3038330078125
2025-01-09,431.1713562011719
2025-01-10,419.9455261230469
2025-01-13,405.12744140625
2025-01-14,418.6483154296875
2025-01-15,420.69390869140625
2025-01-16,420.69390869140625
2025-01-17,423.03887939453125
2025-01-20,428.8263854980469
2025-01-21,423.5876770019531
2025-01-22,414.10809326171875
2025-01-23,413.21002197265625
2025-01-24,401.9842224121094
2025-01-27,376.7385559082031
2025-01-28,382.9751281738281
2025-01-29,403.2315368652344
2025-01-30,404.9278564453125
2025-01-31,433.6659851074219
2025-02-01,415.804443359375
2025-02-03,412.0625
2025-02-04,447.6857604980469
2025-02-05,441.00018310546875
2025-02-06,449.18255615234375
2025-02-07,447.2866516113281
2025-02-10,433.8156433105469
2025-02-11,413.90850830078125
2025-02-12,409.7674255371094
2025-02-13,406.12530517578125
