Date,ITCHOTELS
2025-05-29,205.29397583007812
2025-05-30,215.05995178222656
2025-06-02,210.95684814453125
2025-06-03,212.844482421875
2025-06-04,212.06956481933594
2025-06-05,211.60263061523438
2025-06-06,216.82835388183594
2025-06-09,216.98731994628906
2025-06-10,217.9013214111328
2025-06-11,215.43748474121094
2025-06-12,211.65228271484375
2025-06-13,212.3079833984375
2025-06-16,213.07298278808594
2025-06-17,212.4967498779297
2025-06-18,211.09593200683594
2025-06-19,208.6718292236328
2025-06-20,210.9866485595703
2025-06-23,210.64886474609375
2025-06-24,215.75538635253906
2025-06-25,218.7755889892578
2025-06-26,222.25279235839844
2025-06-27,224.50799560546875
2025-06-30,220.94139099121094
2025-07-01,221.6566925048828
2025-07-02,221.35865783691406
2025-07-03,219.2822723388672
2025-07-04,219.20278930664062
2025-07-07,216.8979034423828
2025-07-08,222.02427673339844
2025-07-09,226.087646484375
2025-07-10,227.91566467285156
2025-07-11,230.8563690185547
2025-07-14,229.9523162841797
2025-07-15,226.80294799804688
2025-07-16,236.9365234375
2025-07-17,240.52301025390625
2025-07-18,253.09060668945312
2025-07-21,249.7326202392578
2025-07-22,245.35134887695312
2025-07-23,241.92381286621094
2025-07-24,245.43081665039062
2025-07-25,239.11224365234375
2025-07-28,233.8368377685547
2025-07-29,232.1479034423828
2025-07-30,233.06192016601562
2025-07-31,228.94888305664062
2025-08-01,222.7594757080078
2025-08-04,227.72689819335938
2025-08-05,230.30001831054688
2025-08-06,230.53846740722656
2025-08-07,233.18113708496094
2025-08-08,231.87966918945312
2025-08-11,227.08114624023438
2025-08-12,226.32608032226562
2025-08-13,227.3891143798828
2025-08-14,227.31956481933594
2025-08-18,231.4524688720703
2025-08-19,232.17771911621094
2025-08-20,244.4373321533203
2025-08-21,248.22251892089844
2025-08-22,243.20541381835938
2025-08-25,242.08277893066406
2025-08-26,237.61209106445312
2025-08-28,236.87689208984375
2025-08-29,236.86697387695312
2025-09-01,242.79808044433594
2025-09-02,246.2454833984375
2025-09-03,249.01730346679688
2025-09-04,241.28797912597656
2025-09-05,242.2019805908203
2025-09-08,238.68505859375
2025-09-09,242.66893005371094
2025-09-10,244.70558166503906
2025-09-11,245.1824493408203
2025-09-12,245.97723388671875
2025-09-15,242.0926971435547
2025-09-16,243.49351501464844
2025-09-17,240.62234497070312
2025-09-18,239.85736083984375
2025-09-19,235.1979217529297
2025-09-22,237.65182495117188
2025-09-23,235.55557250976562
2025-09-24,226.76321411132812
2025-09-25,227.70703125
2025-09-26,223.25621032714844
2025-09-29,229.19725036621094
2025-09-30,225.78961181640625
2025-10-01,220.0174560546875
2025-10-03,217.0270538330078
2025-10-06,214.17575073242188
2025-10-07,217.4840545654297
2025-10-08,213.4107666015625
2025-10-09,212.8643341064453
2025-10-10,213.88763427734375
2025-10-13,211.46353149414062
2025-10-14,208.8506622314453
2025-10-15,216.1229705810547
2025-10-16,215.55670166015625
2025-10-17,215.7156524658203
2025-10-20,217.98080444335938
2025-10-21,222.79920959472656
2025-10-23,219.32200622558594
2025-10-24,220.49432373046875
2025-10-27,218.56695556640625
2025-10-28,218.49740600585938
2025-10-29,217.58340454101562
2025-10-30,216.75880432128906
2025-10-31,215.46728515625
2025-11-03,215.2785186767578
2025-11-04,213.5001678466797
2025-11-06,209.605712890625
2025-11-07,206.5557098388672
2025-11-10,204.29055786132812
2025-11-11,206.26759338378906
2025-11-12,206.64512634277344
2025-11-13,208.2545623779297
2025-11-14,207.8174285888672
2025-11-17,208.5526123046875
2025-11-18,205.9397430419922
2025-11-19,208.115478515625
2025-11-20,208.4333953857422
2025-11-21,207.3008270263672
2025-11-24,207.4200439453125
2025-11-25,206.12850952148438
2025-11-26,207.986328125
2025-11-27,210.2316131591797
2025-11-28,207.34056091308594
2025-12-01,207.51939392089844
2025-12-02,205.98941040039062
2025-12-03,206.31727600097656
2025-12-04,206.366943359375
2025-12-05,204.56874084472656
2025-12-08,204.11172485351562
2025-12-09,197.72361755371094
2025-12-10,190.401611328125
2025-12-11,190.11351013183594
2025-12-12,192.3687286376953
2025-12-15,189.5174102783203
2025-12-16,189.29884338378906
2025-12-17,190.71954345703125
2025-12-18,188.4543914794922
2025-12-19,192.5674285888672
2025-12-22,194.96173095703125
2025-12-23,193.41188049316406
2025-12-24,194.07752990722656
2025-12-26,197.1970672607422
2025-12-29,195.21009826660156
2025-12-30,194.96173095703125
2025-12-31,196.1439666748047
2026-01-01,195.2498321533203
2026-01-02,197.39576721191406
2026-01-05,196.96856689453125
2026-01-06,198.69723510742188
2026-01-07,196.07443237304688
2026-01-08,192.60716247558594
2026-01-09,193.23306274414062
2026-01-12,189.36839294433594
2026-01-13,191.1864776611328
2026-01-14,190.65992736816406
2026-01-15,190.65992736816406
2026-01-16,185.68255615234375
2026-01-19,184.05323791503906
2026-01-20,178.42018127441406
2026-01-21,186.09983825683594
2026-01-22,183.59625244140625
2026-01-23,181.0231170654297
2026-01-27,178.10226440429688
2026-01-28,179.80111694335938
2026-01-29,176.7610626220703
2026-01-30,179.58255004882812
2026-02-02,184.44070434570312
2026-02-03,184.84803771972656
2026-02-04,184.54005432128906
2026-02-05,181.79803466796875
2026-02-06,179.62229919433594
2026-02-09,186.9939727783203
2026-02-10,186.129638671875
2026-02-11,187.66952514648438
2026-02-12,183.47702026367188
2026-02-13,178.9566650390625
2026-02-16,178.390380859375
2026-02-17,180.02963256835938
2026-02-18,179.48321533203125
2026-02-19,176.02587890625
2026-02-20,175.5291290283203
2026-02-23,179.68191528320312
2026-02-24,178.4698486328125
2026-02-25,177.3273468017578
2026-02-26,177.00942993164062
2026-02-27,174.91317749023438
2026-03-02,171.396240234375
2026-03-04,162.88204956054688
2026-03-05,165.27635192871094
2026-03-06,166.2400360107422
2026-03-09,163.0906982421875
2026-03-10,162.81251525878906
2026-03-11,161.06396484375
2026-03-12,156.9310760498047
2026-03-13,152.1226043701172
2026-03-16,153.7320556640625
2026-03-17,149.79783630371094
2026-03-18,157.3582763671875
2026-03-19,151.70533752441406
2026-03-20,148.03936767578125
2026-03-23,139.1973419189453
2026-03-24,144.32374572753906
2026-03-25,147.7512664794922
2026-03-27,140.84654235839844
2026-03-30,136.97193908691406
2026-04-01,146.429931640625
2026-04-02,147.1253662109375
2026-04-06,148.72486877441406
2026-04-07,145.8238983154297
2026-04-08,150.95028686523438
2026-04-09,150.38400268554688
2026-04-10,153.9804229736328
2026-04-13,153.4836883544922
2026-04-15,161.19313049316406
2026-04-16,160.8652801513672
2026-04-17,161.4613800048828
2026-04-20,161.08384704589844
2026-04-21,163.9748992919922
2026-04-22,162.47471618652344
2026-04-23,159.4942626953125
2026-04-24,157.2986602783203
2026-04-27,159.65322875976562
2026-04-28,156.9112091064453
2026-04-29,159.0471954345703
2026-04-30,159.52407836914062
2026-05-01,159.52407836914062
2026-05-04,161.74948120117188
2026-05-05,161.20306396484375
2026-05-06,167.9786376953125
2026-05-07,165.09751892089844
2026-05-08,163.428466796875
2026-05-11,158.33187866210938
2026-05-12,152.71868896484375
2026-05-13,153.7419891357422
2026-05-14,154.3380889892578
2026-05-15,154.46722412109375
2026-05-18,152.44052124023438
2026-05-19,154.8248748779297
2026-05-20,152.52000427246094
2026-05-21,154.5
2026-05-22,154.2899932861328
2026-05-25,156.22000122070312
2026-05-26,154.5500030517578
2026-05-27,156.42999267578125
2026-05-28,156.42999267578125
2026-05-29,154.85000610351562
2026-06-01,153.3699951171875
2026-06-02,152.6300048828125
2026-06-03,152.39999389648438
2026-06-04,155.3300018310547
2026-06-05,153.17999267578125
2026-06-08,150.36000061035156
2026-06-09,150.8699951171875
2026-06-10,150.47999572753906
2026-06-11,149.2899932861328
2026-06-12,154.0500030517578
2026-06-15,159.02000427246094
2026-06-16,157.7100067138672
2026-06-17,157.8800048828125
2026-06-18,161.1300048828125
2026-06-19,170.9199981689453
2026-06-22,176.5800018310547
2026-06-23,178.35000610351562
2026-06-24,178.55999755859375
2026-06-25,173.67999267578125
2026-06-26,173.67999267578125
2026-06-29,174.7100067138672
2026-06-30,179.99000549316406
2026-07-01,177.3699951171875
2026-07-02,176.97000122070312
2026-07-03,178.6199951171875
2026-07-06,183.8000030517578
2026-07-07,186.7899932861328
2026-07-08,177.6300048828125
2026-07-09,182.30999755859375
2026-07-10,187.19000244140625
2026-07-13,186.5
2026-07-14,182.07000732421875
2026-07-15,183.49000549316406
2026-07-16,174.1199951171875
2026-07-17,172.41000366210938
2026-07-20,167.0500030517578
2026-07-21,164.3699951171875
2026-07-22,163.8300018310547
2026-07-23,161.92999267578125
2026-07-24,159.9199981689453
2026-07-27,165.42999267578125
2026-07-28,161.00999450683594
2026-07-29,163.02000427246094
2026-07-30,160.5399932861328
2026-07-31,162.3699951171875
2026-08-03,165.22000122070312
2026-08-04,165.4499969482422
2026-08-05,168.92999267578125
2026-08-06,171.0800018310547
2026-08-07,170.64999389648438
2026-08-10,168.8699951171875
2026-08-11,166.88999938964844
2026-08-12,168.32000732421875
2026-08-13,166.99000549316406
2026-08-14,164.92999267578125
2026-08-17,166.36000061035156
2026-08-18,164.42999267578125
2026-08-19,163.49000549316406
2026-08-20,166.1199951171875
2026-08-21,164.97999572753906
2026-08-24,164.58999633789062
2026-08-25,166.24000549316406
2026-08-26,166.6699981689453
2026-08-27,164.16000366210938
2026-08-28,162.72999572753906
2026-08-31,160.08999633789062
2026-09-01,161.5800018310547
2026-09-02,158.6300048828125
2026-09-03,160.25
2026-09-04,161.22999572753906
2026-09-07,157.77000427246094
2026-09-08,156.83999633789062
2026-09-09,155.30999755859375
2026-09-10,154.1300048828125
2026-09-11,153.69000244140625
2026-09-14,153.69000244140625
2026-09-15,152.22000122070312
2026-09-16,153.38999938964844
2026-09-17,154.3300018310547
2026-09-18,158.8000030517578
2026-09-21,155.5
