Date,BLACKBUCK
2026-06-11,532.4000244140625
2026-06-12,546.4000244140625
2026-06-15,547.6500244140625
2026-06-16,552.3499755859375
2026-06-17,548.5
2026-06-18,550.3499755859375
2026-06-19,574.0499877929688
2026-06-22,571.5999755859375
2026-06-23,557.0
2026-06-24,561.5
2026-06-25,562.7999877929688
2026-06-26,562.7999877929688
2026-06-29,547.7999877929688
2026-06-30,530.7999877929688
2026-07-01,548.4000244140625
2026-07-02,550.6500244140625
2026-07-03,549.0
2026-07-06,561.2000122070312
2026-07-07,570.2999877929688
2026-07-08,559.25
2026-07-09,561.5499877929688
2026-07-10,578.9000244140625
2026-07-13,583.3499755859375
2026-07-14,584.4500122070312
2026-07-15,578.8499755859375
2026-07-16,574.0999755859375
2026-07-17,579.5999755859375
2026-07-20,573.7999877929688
2026-07-21,574.6500244140625
2026-07-22,558.9000244140625
2026-07-23,544.25
2026-07-24,539.3499755859375
2026-07-27,547.5999755859375
2026-07-28,543.2999877929688
2026-07-29,523.5499877929688
2026-07-30,544.6500244140625
2026-07-31,542.5
2026-08-03,551.0
2026-08-04,546.5
2026-08-05,556.2000122070312
2026-08-06,557.5499877929688
2026-08-07,577.6500244140625
2026-08-10,576.2999877929688
2026-08-11,571.5
2026-08-12,568.0499877929688
2026-08-13,576.7999877929688
2026-08-14,571.1500244140625
2026-08-17,569.5
2026-08-18,588.7999877929688
2026-08-19,616.3499755859375
2026-08-20,631.0499877929688
2026-08-21,634.2999877929688
2026-08-24,604.4000244140625
2026-08-25,601.25
2026-08-26,605.2999877929688
2026-08-27,588.2000122070312
2026-08-28,588.1500244140625
2026-08-31,593.7999877929688
2026-09-01,580.2999877929688
2026-09-02,581.6500244140625
2026-09-03,582.4000244140625
2026-09-04,586.0999755859375
2026-09-07,583.5999755859375
2026-09-08,573.4000244140625
2026-09-09,580.0499877929688
2026-09-10,585.9000244140625
2026-09-11,628.1500244140625
2026-09-14,628.1500244140625
2026-09-15,611.9000244140625
2026-09-16,619.0499877929688
2026-09-17,611.5
2026-09-18,632.4000244140625
2026-09-21,630.2999877929688
