Date,AADHARHFC
2024-10-22,419.25
2024-10-23,420.0
2024-10-24,414.70001220703125
2024-10-25,419.6000061035156
2024-10-28,431.04998779296875
2024-10-29,450.3999938964844
2024-10-30,452.6000061035156
2024-10-31,439.5
2024-11-01,444.6499938964844
2024-11-04,451.3999938964844
2024-11-05,449.6499938964844
2024-11-06,457.20001220703125
2024-11-07,464.1000061035156
2024-11-08,459.8500061035156
2024-11-11,435.8500061035156
2024-11-12,428.95001220703125
2024-11-13,423.8999938964844
2024-11-14,434.8500061035156
2024-11-18,422.3999938964844
2024-11-19,424.25
2024-11-21,422.95001220703125
2024-11-22,416.79998779296875
2024-11-25,400.25
2024-11-26,406.20001220703125
2024-11-27,423.8999938964844
2024-11-28,418.04998779296875
2024-11-29,432.75
2024-12-02,433.3500061035156
2024-12-03,435.45001220703125
2024-12-04,440.54998779296875
2024-12-05,434.1499938964844
2024-12-06,430.1499938964844
2024-12-09,426.5
2024-12-10,422.20001220703125
2024-12-11,418.5
2024-12-12,435.70001220703125
2024-12-13,438.75
2024-12-16,437.04998779296875
2024-12-17,429.95001220703125
2024-12-18,433.75
2024-12-19,424.8500061035156
2024-12-20,424.25
2024-12-23,425.6000061035156
2024-12-24,423.04998779296875
2024-12-26,426.20001220703125
2024-12-27,424.54998779296875
2024-12-30,434.25
2024-12-31,422.6000061035156
2025-01-01,419.79998779296875
2025-01-02,421.20001220703125
2025-01-03,428.20001220703125
2025-01-06,421.1499938964844
2025-01-07,424.04998779296875
2025-01-08,422.8500061035156
2025-01-09,422.45001220703125
2025-01-10,422.95001220703125
2025-01-13,405.70001220703125
2025-01-14,404.95001220703125
2025-01-15,397.20001220703125
2025-01-16,395.5
2025-01-17,397.25
2025-01-20,395.8500061035156
2025-01-21,401.54998779296875
2025-01-22,399.20001220703125
2025-01-23,395.54998779296875
2025-01-24,384.6499938964844
2025-01-27,364.1499938964844
2025-01-28,391.1000061035156
2025-01-29,397.45001220703125
2025-01-30,387.3999938964844
2025-01-31,398.5
2025-02-01,394.95001220703125
2025-02-03,390.8500061035156
2025-02-04,392.0
2025-02-05,391.25
2025-02-06,392.95001220703125
2025-02-07,401.1499938964844
2025-02-10,384.29998779296875
2025-02-11,384.8999938964844
2025-02-12,389.54998779296875
2025-02-13,392.79998779296875
2025-02-14,384.5
2025-02-17,392.6499938964844
2025-02-18,391.3999938964844
2025-02-19,385.1499938964844
2025-02-20,381.0
2025-02-21,379.75
2025-02-24,366.25
2025-02-25,379.1000061035156
2025-02-27,383.1499938964844
2025-02-28,380.70001220703125
2025-03-03,377.45001220703125
2025-03-04,380.54998779296875
2025-03-05,388.5
2025-03-06,400.8500061035156
2025-03-07,426.70001220703125
2025-03-10,426.8999938964844
2025-03-11,431.79998779296875
2025-03-12,425.29998779296875
2025-03-13,414.6499938964844
2025-03-17,416.6499938964844
2025-03-18,416.6499938964844
2025-03-19,443.20001220703125
2025-03-20,429.8999938964844
2025-03-21,417.45001220703125
2025-03-24,413.1499938964844
2025-03-25,406.3500061035156
2025-03-26,403.25
2025-03-27,423.5
2025-03-28,424.8500061035156
2025-04-01,423.29998779296875
2025-04-02,443.95001220703125
2025-04-03,458.6499938964844
2025-04-04,449.8500061035156
2025-04-07,430.20001220703125
2025-04-08,454.20001220703125
2025-04-09,459.3999938964844
2025-04-11,463.3999938964844
2025-04-15,467.70001220703125
2025-04-16,485.1000061035156
2025-04-17,485.3500061035156
2025-04-21,479.75
2025-04-22,472.04998779296875
2025-04-23,479.20001220703125
2025-04-24,468.3500061035156
2025-04-25,456.75
2025-04-28,470.25
2025-04-29,476.54998779296875
2025-04-30,467.04998779296875
2025-05-02,470.25
2025-05-05,474.8500061035156
2025-05-06,464.6499938964844
2025-05-07,454.54998779296875
2025-05-08,453.75
2025-05-09,440.95001220703125
2025-05-12,441.6499938964844
2025-05-13,460.54998779296875
2025-05-14,450.5
2025-05-15,447.04998779296875
2025-05-16,457.3999938964844
2025-05-19,448.54998779296875
2025-05-20,438.6499938964844
2025-05-21,440.75
2025-05-22,434.5
2025-05-23,444.8500061035156
2025-05-26,449.25
2025-05-27,445.04998779296875
2025-05-28,439.6499938964844
2025-05-29,430.1000061035156
2025-05-30,444.25
2025-06-02,441.95001220703125
2025-06-03,441.5
2025-06-04,441.29998779296875
2025-06-05,443.79998779296875
2025-06-06,449.45001220703125
2025-06-09,452.95001220703125
2025-06-10,452.54998779296875
2025-06-11,445.95001220703125
2025-06-12,442.04998779296875
2025-06-13,437.79998779296875
2025-06-16,443.6499938964844
2025-06-17,445.70001220703125
2025-06-18,440.1499938964844
2025-06-19,436.3500061035156
2025-06-20,437.5
2025-06-23,442.8999938964844
2025-06-24,434.25
2025-06-25,441.5
2025-06-26,444.0
2025-06-27,444.20001220703125
2025-06-30,454.6000061035156
2025-07-01,463.8999938964844
2025-07-02,465.04998779296875
2025-07-03,463.6499938964844
2025-07-04,460.25
2025-07-07,455.04998779296875
2025-07-08,450.6499938964844
2025-07-09,449.3500061035156
2025-07-10,453.1000061035156
2025-07-11,451.70001220703125
2025-07-14,459.95001220703125
2025-07-15,477.8999938964844
2025-07-16,504.6499938964844
2025-07-17,502.75
2025-07-18,504.70001220703125
2025-07-21,516.3499755859375
2025-07-22,519.5999755859375
2025-07-23,516.75
2025-07-24,511.70001220703125
2025-07-25,496.3999938964844
2025-07-28,516.5499877929688
2025-07-29,509.1000061035156
2025-07-30,507.54998779296875
2025-07-31,507.04998779296875
2025-08-01,499.5
2025-08-04,500.1000061035156
2025-08-05,499.45001220703125
2025-08-06,495.54998779296875
2025-08-07,505.29998779296875
2025-08-08,503.79998779296875
2025-08-11,506.75
2025-08-12,506.20001220703125
2025-08-13,496.70001220703125
2025-08-14,501.1000061035156
2025-08-18,505.04998779296875
2025-08-19,502.45001220703125
2025-08-20,515.5
2025-08-21,517.4500122070312
2025-08-22,521.8499755859375
2025-08-25,517.25
2025-08-26,503.45001220703125
2025-08-28,497.0
2025-08-29,502.95001220703125
2025-09-01,501.8500061035156
2025-09-02,507.8999938964844
2025-09-03,515.4000244140625
2025-09-04,506.5
2025-09-05,513.5499877929688
2025-09-08,510.45001220703125
2025-09-09,512.4000244140625
2025-09-10,517.7999877929688
2025-09-11,505.54998779296875
2025-09-12,506.6499938964844
2025-09-15,518.7999877929688
2025-09-16,537.7999877929688
2025-09-17,538.2999877929688
2025-09-18,538.5499877929688
2025-09-19,539.1500244140625
2025-09-22,527.5499877929688
2025-09-23,535.3499755859375
2025-09-24,539.8499755859375
2025-09-25,526.7999877929688
2025-09-26,511.8500061035156
2025-09-29,511.54998779296875
2025-09-30,510.25
2025-10-01,510.0
2025-10-03,509.95001220703125
2025-10-06,517.7999877929688
2025-10-07,512.9000244140625
2025-10-08,513.25
2025-10-09,513.75
2025-10-10,515.5
2025-10-13,513.7999877929688
2025-10-14,516.25
2025-10-15,510.6000061035156
2025-10-16,508.1000061035156
2025-10-17,503.70001220703125
2025-10-20,513.75
2025-10-21,515.6500244140625
2025-10-23,508.45001220703125
2025-10-24,522.5999755859375
2025-10-27,511.20001220703125
2025-10-28,512.0
2025-10-29,514.7999877929688
2025-10-30,513.5499877929688
2025-10-31,509.8500061035156
2025-11-03,509.29998779296875
2025-11-04,509.20001220703125
2025-11-06,499.45001220703125
2025-11-07,494.54998779296875
2025-11-10,498.45001220703125
2025-11-11,492.45001220703125
2025-11-12,496.6000061035156
2025-11-13,499.0
2025-11-14,494.8999938964844
2025-11-17,496.8500061035156
2025-11-18,494.45001220703125
2025-11-19,488.20001220703125
2025-11-20,485.75
2025-11-21,483.6000061035156
2025-11-24,485.20001220703125
2025-11-25,487.04998779296875
2025-11-26,486.8500061035156
2025-11-27,483.1499938964844
2025-11-28,481.1499938964844
2025-12-01,484.79998779296875
2025-12-02,485.04998779296875
2025-12-03,484.3500061035156
2025-12-04,481.3500061035156
2025-12-05,481.3999938964844
2025-12-08,485.6499938964844
2025-12-09,487.95001220703125
2025-12-10,483.3999938964844
2025-12-11,486.70001220703125
2025-12-12,488.8999938964844
2025-12-15,497.3500061035156
2025-12-16,490.95001220703125
2025-12-17,477.3999938964844
2025-12-18,480.45001220703125
2025-12-19,488.0
2025-12-22,488.54998779296875
2025-12-23,480.8500061035156
2025-12-24,486.8999938964844
2025-12-26,484.0
2025-12-29,477.1499938964844
2025-12-30,479.95001220703125
2025-12-31,485.04998779296875
2026-01-01,481.3999938964844
2026-01-02,500.54998779296875
2026-01-05,503.25
2026-01-06,499.70001220703125
2026-01-07,496.20001220703125
2026-01-08,488.0
2026-01-09,475.95001220703125
2026-01-12,478.29998779296875
2026-01-13,483.3500061035156
2026-01-14,477.5
2026-01-15,477.5
2026-01-16,473.1000061035156
2026-01-19,470.3500061035156
2026-01-20,470.04998779296875
2026-01-21,470.79998779296875
2026-01-22,470.04998779296875
2026-01-23,468.3999938964844
2026-01-27,474.54998779296875
2026-01-28,475.54998779296875
2026-01-29,474.1499938964844
2026-01-30,491.29998779296875
2026-02-02,476.79998779296875
2026-02-03,477.25
2026-02-04,472.6000061035156
2026-02-05,472.54998779296875
2026-02-06,474.70001220703125
2026-02-09,477.5
2026-02-10,473.54998779296875
2026-02-11,472.6000061035156
2026-02-12,471.0
2026-02-13,466.6499938964844
2026-02-16,462.04998779296875
2026-02-17,460.6000061035156
2026-02-18,471.70001220703125
2026-02-19,476.0
2026-02-20,479.3500061035156
2026-02-23,470.0
2026-02-24,452.3500061035156
2026-02-25,457.25
2026-02-26,475.20001220703125
2026-02-27,458.95001220703125
2026-03-02,452.6000061035156
2026-03-04,453.1000061035156
2026-03-05,453.1000061035156
2026-03-06,455.04998779296875
2026-03-09,481.70001220703125
2026-03-10,480.1000061035156
2026-03-11,482.3500061035156
2026-03-12,475.95001220703125
2026-03-13,459.75
2026-03-16,478.75
2026-03-17,480.54998779296875
2026-03-18,478.3999938964844
2026-03-19,462.75
2026-03-20,449.8500061035156
2026-03-23,445.1000061035156
2026-03-24,462.79998779296875
2026-03-25,471.29998779296875
2026-03-27,456.3500061035156
2026-03-30,448.8500061035156
2026-04-01,451.1499938964844
2026-04-02,439.1000061035156
2026-04-06,453.75
2026-04-07,456.29998779296875
2026-04-08,471.29998779296875
2026-04-09,472.0
2026-04-10,478.6000061035156
2026-04-13,469.6000061035156
2026-04-15,480.6499938964844
2026-04-16,491.6000061035156
2026-04-17,496.45001220703125
2026-04-20,480.54998779296875
2026-04-21,494.6499938964844
2026-04-22,489.5
2026-04-23,488.54998779296875
2026-04-24,488.1000061035156
2026-04-27,493.75
2026-04-28,493.79998779296875
2026-04-29,488.75
2026-04-30,488.6000061035156
2026-05-01,488.6000061035156
2026-05-04,499.54998779296875
2026-05-05,517.4500122070312
2026-05-06,500.1000061035156
2026-05-07,500.45001220703125
2026-05-08,501.3999938964844
2026-05-11,498.8999938964844
2026-05-12,487.29998779296875
2026-05-13,486.79998779296875
2026-05-14,474.79998779296875
2026-05-15,464.1499938964844
2026-05-18,464.29998779296875
2026-05-19,472.70001220703125
2026-05-20,479.70001220703125
2026-05-21,474.70001220703125
2026-05-22,475.45001220703125
2026-05-25,473.25
2026-05-26,478.20001220703125
2026-05-27,477.79998779296875
2026-05-28,477.79998779296875
2026-05-29,477.20001220703125
2026-06-01,466.75
2026-06-02,465.1499938964844
2026-06-03,462.45001220703125
2026-06-04,469.8999938964844
2026-06-05,468.1499938964844
2026-06-08,460.45001220703125
2026-06-09,467.8500061035156
2026-06-10,469.8500061035156
2026-06-11,453.04998779296875
2026-06-12,473.6499938964844
2026-06-15,488.95001220703125
2026-06-16,485.0
2026-06-17,487.8999938964844
2026-06-18,486.45001220703125
2026-06-19,515.0999755859375
2026-06-22,495.29998779296875
2026-06-23,495.3999938964844
2026-06-24,506.29998779296875
2026-06-25,518.5
2026-06-26,518.5
2026-06-29,518.75
2026-06-30,515.5999755859375
2026-07-01,517.75
2026-07-02,535.7000122070312
2026-07-03,555.5999755859375
2026-07-06,556.5
2026-07-07,545.7999877929688
2026-07-08,525.2000122070312
2026-07-09,531.5999755859375
2026-07-10,534.5499877929688
2026-07-13,535.9000244140625
2026-07-14,518.9500122070312
2026-07-15,513.75
2026-07-16,514.9500122070312
2026-07-17,517.25
2026-07-20,510.54998779296875
2026-07-21,513.5
2026-07-22,510.25
2026-07-23,500.79998779296875
2026-07-24,495.0
2026-07-27,502.0
2026-07-28,497.8500061035156
2026-07-29,494.54998779296875
2026-07-30,490.75
2026-07-31,496.70001220703125
2026-08-03,504.1499938964844
2026-08-04,492.79998779296875
2026-08-05,505.20001220703125
2026-08-06,514.9000244140625
2026-08-07,506.3999938964844
2026-08-10,501.6499938964844
2026-08-11,501.54998779296875
2026-08-12,502.0
2026-08-13,503.20001220703125
2026-08-14,498.20001220703125
2026-08-17,487.6499938964844
2026-08-18,487.3999938964844
2026-08-19,474.3999938964844
2026-08-20,474.95001220703125
2026-08-21,462.54998779296875
2026-08-24,466.45001220703125
2026-08-25,475.0
2026-08-26,470.3500061035156
2026-08-27,465.79998779296875
2026-08-28,471.1000061035156
2026-08-31,468.1000061035156
2026-09-01,476.45001220703125
2026-09-02,475.3999938964844
2026-09-03,478.6499938964844
2026-09-04,483.54998779296875
2026-09-07,478.95001220703125
2026-09-08,479.6499938964844
2026-09-09,471.8999938964844
2026-09-10,462.70001220703125
2026-09-11,456.79998779296875
2026-09-15,448.3500061035156
2026-09-16,458.70001220703125
2026-09-17,469.3500061035156
2026-09-18,461.6499938964844
2026-09-21,465.70001220703125
