Date,PREMIERENE
2024-12-30,1331.963134765625
2024-12-31,1350.426513671875
2025-01-01,1329.967041015625
2025-01-02,1325.176513671875
2025-01-03,1322.08251953125
2025-01-06,1272.2313232421875
2025-01-07,1302.5712890625
2025-01-08,1253.1690673828125
2025-01-09,1209.6053466796875
2025-01-10,1124.873046875
2025-01-13,1093.734619140625
2025-01-14,1113.794921875
2025-01-15,1144.7337646484375
2025-01-16,1168.13720703125
2025-01-17,1138.645751953125
2025-01-20,1191.5909423828125
2025-01-21,1173.7264404296875
2025-01-22,1036.74755859375
2025-01-23,1034.402099609375
2025-01-24,997.3754272460938
2025-01-27,930.557861328125
2025-01-28,878.361083984375
2025-01-29,937.3443603515625
2025-01-30,947.6240234375
2025-01-31,1030.010986328125
2025-02-01,1090.79052734375
2025-02-03,1068.28515625
2025-02-04,1017.2361450195312
2025-02-05,1018.9827270507812
2025-02-06,1019.9308471679688
2025-02-07,1034.402099609375
2025-02-10,982.105712890625
2025-02-11,932.8033447265625
2025-02-12,968.6822509765625
2025-02-13,998.273681640625
2025-02-14,960.3797607421875
2025-02-17,967.6190795898438
2025-02-18,978.2034301757812
2025-02-19,998.423583984375
2025-02-20,984.69384765625
2025-02-21,969.4163818359375
2025-02-24,939.0114135742188
2025-02-25,943.75439453125
2025-02-27,922.9351806640625
2025-02-28,872.0104370117188
2025-03-03,854.4364624023438
2025-03-04,856.2337646484375
2025-03-05,900.0189819335938
2025-03-06,921.8367919921875
2025-03-07,939.0613403320312
2025-03-10,895.8252563476562
2025-03-11,910.2039184570312
2025-03-12,893.9280395507812
2025-03-13,886.8385620117188
2025-03-17,886.6388549804688
2025-03-18,886.6388549804688
2025-03-19,929.32568359375
2025-03-20,946.5502319335938
2025-03-21,914.3478393554688
2025-03-24,919.8896484375
2025-03-25,908.7061157226562
2025-03-26,896.8736572265625
2025-03-27,947.19921875
2025-03-28,936.5650634765625
2025-04-01,908.65625
2025-04-02,888.4861450195312
2025-04-03,893.0792846679688
2025-04-04,877.95166015625
2025-04-07,841.9049682617188
2025-04-08,846.2984619140625
2025-04-09,852.8887939453125
2025-04-11,891.6314697265625
2025-04-15,927.7779541015625
2025-04-16,939.36083984375
2025-04-17,965.8216552734375
2025-04-21,1007.9094848632812
2025-04-22,1025.3836669921875
2025-04-23,1067.121826171875
2025-04-24,1035.718505859375
2025-04-25,987.8890991210938
2025-04-28,1007.3602905273438
2025-04-29,1000.5703125
2025-04-30,980.5499877929688
2025-05-02,982.0477294921875
2025-05-05,988.5381469726562
2025-05-06,949.3460693359375
2025-05-07,953.290283203125
2025-05-08,943.3050537109375
2025-05-09,944.253662109375
2025-05-12,989.0872802734375
2025-05-13,1018.0445556640625
2025-05-14,1018.3939819335938
2025-05-15,1034.170654296875
2025-05-16,1124.287353515625
2025-05-19,1088.4903564453125
2025-05-20,1066.4229736328125
2025-05-21,1081.5006103515625
2025-05-22,1081.900146484375
2025-05-23,1060.681396484375
2025-05-26,1042.1588134765625
2025-05-27,1035.66845703125
2025-05-28,1038.9134521484375
2025-05-29,1062.279052734375
2025-05-30,1060.0323486328125
2025-06-02,1075.709228515625
2025-06-03,1081.1011962890625
2025-06-04,1056.437744140625
2025-06-05,1047.3511962890625
2025-06-06,1052.1439208984375
2025-06-09,1060.6314697265625
2025-06-10,1082.7987060546875
2025-06-11,1056.437744140625
2025-06-12,1022.6876220703125
2025-06-13,1010.4058227539062
2025-06-16,1029.5775146484375
2025-06-17,1003.6157836914062
2025-06-18,998.8229370117188
2025-06-19,966.570556640625
2025-06-20,1026.8814697265625
2025-06-23,1017.794921875
2025-06-24,1019.8917236328125
2025-06-25,1017.4953002929688
2025-06-26,1042.3585205078125
2025-06-27,1042.9576416015625
2025-06-30,1059.5330810546875
2025-07-01,1055.33935546875
2025-07-02,1054.7403564453125
2025-07-03,1051.544921875
2025-07-04,1056.7374267578125
2025-07-07,1040.4613037109375
2025-07-08,1055.039794921875
2025-07-09,1072.513916015625
2025-07-10,1114.1524658203125
2025-07-11,1103.3682861328125
2025-07-14,1107.1627197265625
2025-07-15,1070.4171142578125
2025-07-16,1075.01025390625
2025-07-17,1078.704833984375
2025-07-18,1056.837158203125
2025-07-21,1051.6446533203125
2025-07-22,1050.2469482421875
2025-07-23,1088.2906494140625
2025-07-24,1099.973388671875
2025-07-25,1087.4918212890625
2025-07-28,1051.8446044921875
2025-07-29,1051.045654296875
2025-07-30,1068.61962890625
2025-07-31,1030.5760498046875
2025-08-01,1009.0525512695312
2025-08-04,1018.04150390625
2025-08-05,996.068603515625
2025-08-06,1002.36083984375
2025-08-07,989.3768920898438
2025-08-08,983.6839599609375
2025-08-11,1002.36083984375
2025-08-12,1015.8441162109375
2025-08-13,997.8663330078125
2025-08-14,985.0822143554688
2025-08-18,997.3670043945312
2025-08-19,1025.3323974609375
2025-08-20,1036.218994140625
2025-08-21,1021.4373168945312
2025-08-22,1007.3546752929688
2025-08-25,1002.6604614257812
2025-08-26,1009.9514770507812
2025-08-28,1001.362060546875
2025-08-29,993.3679809570312
2025-09-01,1035.5869140625
2025-09-02,1019.4987182617188
2025-09-03,1024.2952880859375
2025-09-04,1011.7544555664062
2025-09-05,999.5134887695312
2025-09-08,994.3172607421875
2025-09-09,997.814697265625
2025-09-10,1041.032958984375
2025-09-11,1066.2642822265625
2025-09-12,1054.4229736328125
2025-09-15,1050.6258544921875
2025-09-16,1080.5537109375
2025-09-17,1077.5059814453125
2025-09-18,1051.225341796875
2025-09-19,1050.52587890625
2025-09-22,1026.2437744140625
2025-09-23,1011.6045532226562
2025-09-24,1043.9306640625
2025-09-25,1048.7271728515625
2025-09-26,1027.5927734375
2025-09-29,1019.4487915039062
2025-09-30,1020.7977905273438
2025-10-01,1017.1505126953125
2025-10-03,1042.6317138671875
2025-10-06,1019.6486206054688
2025-10-07,1018.4495239257812
2025-10-08,1018.3495483398438
2025-10-09,1028.3421630859375
2025-10-10,1022.8462524414062
2025-10-13,1030.2408447265625
2025-10-14,1056.2216796875
2025-10-15,1058.8197021484375
2025-10-16,1066.9136962890625
2025-10-17,1064.9151611328125
2025-10-20,1051.225341796875
2025-10-21,1058.7198486328125
2025-10-23,1062.51708984375
2025-10-24,1069.9114990234375
2025-10-27,1099.1900634765625
2025-10-28,1090.0966796875
2025-10-29,1098.3905029296875
2025-10-30,1098.990234375
2025-10-31,1092.39501953125
2025-11-03,1065.1151123046875
2025-11-04,1041.032958984375
2025-11-06,1003.4605712890625
2025-11-07,1029.041748046875
2025-11-10,1022.746337890625
2025-11-11,1024.3450927734375
2025-11-12,1062.8167724609375
2025-11-13,1060.4185791015625
2025-11-14,997.1652221679688
2025-11-17,1009.2562866210938
2025-11-18,995.1666870117188
2025-11-19,993.3679809570312
2025-11-20,997.1652221679688
2025-11-21,988.4716186523438
2025-11-24,988.571533203125
2025-11-25,966.6876831054688
2025-11-26,980.6773681640625
2025-11-27,988.571533203125
2025-11-28,974.9815673828125
2025-12-01,971.034423828125
2025-12-02,964.8889770507812
2025-12-03,970.3848876953125
2025-12-04,941.2564086914062
2025-12-05,899.5371704101562
2025-12-08,869.0596313476562
2025-12-09,868.90966796875
2025-12-10,863.66357421875
2025-12-11,904.2337036132812
2025-12-12,918.5731201171875
2025-12-15,934.7112426757812
2025-12-16,910.4290771484375
2025-12-17,906.831787109375
2025-12-18,894.0411987304688
2025-12-19,884.8978881835938
2025-12-22,885.0478515625
2025-12-23,879.8016967773438
2025-12-24,885.9971313476562
2025-12-26,876.3541870117188
2025-12-29,856.7686767578125
2025-12-30,851.4225463867188
2025-12-31,841.5299072265625
2026-01-01,846.576171875
2026-01-02,845.2771606445312
2026-01-05,787.169921875
2026-01-06,761.538818359375
2026-01-07,751.4962158203125
2026-01-08,729.7122802734375
2026-01-09,716.9216918945312
2026-01-12,745.0509643554688
2026-01-13,748.2485961914062
2026-01-14,727.8636474609375
2026-01-15,727.8636474609375
2026-01-16,739.1553344726562
2026-01-19,738.4058837890625
2026-01-20,732.1105346679688
2026-01-21,710.6763305664062
2026-01-22,739.2052612304688
2026-01-23,682.5969848632812
2026-01-27,707.0789184570312
2026-01-28,714.5234375
2026-01-29,713.3743286132812
2026-01-30,719.3699340820312
2026-02-02,733.6593627929688
2026-02-03,790.9671020507812
2026-02-04,781.1243896484375
2026-02-05,786.470458984375
2026-02-06,794.9641723632812
2026-02-09,805.8062133789062
2026-02-10,823.2433471679688
2026-02-11,780.0751953125
2026-02-12,770.8819580078125
2026-02-13,758.6409912109375
2026-02-16,762.38818359375
2026-02-17,758.7408447265625
2026-02-18,763.0877075195312
2026-02-19,752.2456665039062
2026-02-20,768.1838989257812
2026-02-23,775.6784057617188
2026-02-24,776.477783203125
2026-02-25,728.8629150390625
2026-02-26,724.7159423828125
2026-02-27,730.4617309570312
2026-03-02,712.3250732421875
2026-03-04,705.6799926757812
2026-03-05,719.5697021484375
2026-03-06,723.1171875
2026-03-09,721.11865234375
2026-03-10,747.1994018554688
2026-03-11,787.5196533203125
2026-03-12,788.7687377929688
2026-03-13,781.2742309570312
2026-03-16,795.1640625
2026-03-17,810.6026611328125
2026-03-18,868.9596557617188
2026-03-19,863.7135009765625
2026-03-20,864.1132202148438
2026-03-23,865.9119262695312
2026-03-24,888.695068359375
2026-03-25,916.224853515625
2026-03-27,893.141845703125
2026-03-30,890.9934692382812
2026-04-01,937.009521484375
2026-04-02,916.6744995117188
2026-04-06,925.2681884765625
2026-04-07,942.6054077148438
2026-04-08,958.943359375
2026-04-09,955.7457275390625
2026-04-10,974.48193359375
2026-04-13,973.2827758789062
2026-04-15,997.7647705078125
2026-04-16,1002.361328125
2026-04-17,1033.838134765625
2026-04-20,1010.0057373046875
2026-04-21,994.966796875
2026-04-22,990.0704345703125
2026-04-23,999.963134765625
2026-04-24,1006.8080444335938
2026-04-27,1021.8469848632812
2026-04-28,1036.5860595703125
2026-04-29,1038.3848876953125
2026-04-30,1017.4003295898438
2026-05-01,1017.4003295898438
2026-05-04,1034.3377685546875
2026-05-05,1042.132080078125
2026-05-06,1032.2393798828125
2026-05-07,1017.75
2026-05-08,1011.5999755859375
2026-05-11,1003.7999877929688
2026-05-12,966.7999877929688
2026-05-13,967.4000244140625
2026-05-14,977.4000244140625
2026-05-15,981.5999755859375
2026-05-18,986.9000244140625
2026-05-19,983.0999755859375
2026-05-20,992.4000244140625
2026-05-21,1015.0999755859375
2026-05-22,983.4000244140625
2026-05-25,985.0
2026-05-26,1016.7999877929688
2026-05-27,1046.0
2026-05-28,1046.0
2026-05-29,1061.0
2026-06-01,1052.699951171875
2026-06-02,1074.4000244140625
2026-06-03,1089.0
2026-06-04,1077.800048828125
2026-06-05,1080.0999755859375
2026-06-08,1090.5
2026-06-09,1086.699951171875
2026-06-10,1065.9000244140625
2026-06-11,1058.0
2026-06-12,1034.5999755859375
2026-06-15,1045.4000244140625
2026-06-16,1055.300048828125
2026-06-17,1055.800048828125
2026-06-18,1057.699951171875
2026-06-19,1079.5999755859375
2026-06-22,1062.800048828125
2026-06-23,1046.0
2026-06-24,1053.4000244140625
2026-06-25,1050.5999755859375
2026-06-26,1050.5999755859375
2026-06-29,1029.300048828125
2026-06-30,1051.0
2026-07-01,1051.5999755859375
2026-07-02,1050.0999755859375
2026-07-03,1046.800048828125
2026-07-06,1022.9000244140625
2026-07-07,1024.5
2026-07-08,1043.9000244140625
2026-07-09,1089.199951171875
2026-07-10,1117.199951171875
2026-07-13,1109.5
2026-07-14,1100.9000244140625
2026-07-15,1090.699951171875
2026-07-16,1100.5999755859375
2026-07-17,1086.199951171875
2026-07-20,1086.4000244140625
2026-07-21,1048.4000244140625
2026-07-22,1021.9000244140625
2026-07-23,1024.699951171875
2026-07-24,1019.2999877929688
2026-07-27,1039.9000244140625
2026-07-28,1016.9000244140625
2026-07-29,1036.199951171875
2026-07-30,982.7000122070312
2026-07-31,1022.2000122070312
2026-08-03,1020.7000122070312
2026-08-04,1036.300048828125
2026-08-05,1044.0
2026-08-06,1041.699951171875
2026-08-07,1047.199951171875
2026-08-10,1044.0999755859375
2026-08-11,1050.0
2026-08-12,1026.0999755859375
2026-08-13,1035.800048828125
2026-08-14,1017.2999877929688
2026-08-17,1015.5
2026-08-18,1014.7000122070312
2026-08-19,1002.0
2026-08-20,1040.0
2026-08-21,1053.0
2026-08-24,1030.0
2026-08-25,1036.0
2026-08-26,1005.0
2026-08-27,1000.0
2026-08-28,1013.9000244140625
2026-08-31,1036.300048828125
2026-09-01,1012.9000244140625
2026-09-02,1000.0
2026-09-03,1008.0
2026-09-04,1002.0
2026-09-07,990.0
2026-09-08,988.7999877929688
2026-09-09,975.9000244140625
2026-09-10,967.9000244140625
2026-09-11,974.2000122070312
2026-09-14,974.2000122070312
2026-09-15,945.0
2026-09-16,899.0
2026-09-17,880.0
2026-09-18,902.0
2026-09-21,909.9000244140625
