Date,MEDANTA
2026-08-03,1444.3878173828125
2026-08-04,1434.5911865234375
2026-08-05,1409.800048828125
2026-08-06,1443.7879638671875
2026-08-07,1455.083984375
2026-08-10,1475.6766357421875
2026-08-11,1439.889404296875
2026-08-12,1393.0059814453125
2026-08-13,1409.9000244140625
2026-08-14,1422.5999755859375
2026-08-17,1415.0999755859375
2026-08-18,1442.699951171875
2026-08-19,1417.199951171875
2026-08-20,1408.199951171875
2026-08-21,1409.699951171875
2026-08-24,1405.5
2026-08-25,1404.4000244140625
2026-08-26,1458.9000244140625
2026-08-27,1508.9000244140625
2026-08-28,1472.199951171875
2026-08-31,1479.699951171875
2026-09-01,1458.0999755859375
2026-09-02,1444.9000244140625
2026-09-03,1417.300048828125
2026-09-04,1469.800048828125
2026-09-07,1422.5999755859375
2026-09-08,1428.5999755859375
2026-09-09,1480.4000244140625
2026-09-10,1459.5999755859375
2026-09-11,1447.199951171875
2026-09-15,1418.0999755859375
2026-09-16,1404.5999755859375
2026-09-18,1499.4000244140625
2026-09-21,1501.800048828125
