Date,IGIL
2025-05-14,372.36773681640625
2025-05-15,374.22515869140625
2025-05-16,370.1192626953125
2025-05-19,376.5225524902344
2025-05-20,368.1640319824219
2025-05-21,369.2394104003906
2025-05-22,363.9114685058594
2025-05-23,366.7954406738281
2025-05-26,367.1375427246094
2025-05-27,361.516357421875
2025-05-28,358.8279724121094
2025-05-29,362.5428771972656
2025-05-30,380.18853759765625
2025-06-02,374.5184631347656
2025-06-03,380.18853759765625
2025-06-04,399.1539306640625
2025-06-05,398.0785827636719
2025-06-06,393.09283447265625
2025-06-09,395.6346130371094
2025-06-10,390.502197265625
2025-06-11,391.82196044921875
2025-06-12,382.241455078125
2025-06-13,378.086669921875
2025-06-16,375.3493957519531
2025-06-17,360.97869873046875
2025-06-18,352.766845703125
2025-06-19,339.0804748535156
2025-06-20,338.2005920410156
2025-06-23,337.2230224609375
2025-06-24,347.683349609375
2025-06-25,350.3228454589844
2025-06-26,351.9847412109375
2025-06-27,364.3514099121094
2025-06-30,369.6793212890625
2025-07-01,359.5611572265625
2025-07-02,357.16607666015625
2025-07-03,363.7159423828125
2025-07-04,372.80767822265625
2025-07-07,383.36572265625
2025-07-08,381.6060485839844
2025-07-09,381.6060485839844
2025-07-10,381.55712890625
2025-07-11,376.5225524902344
2025-07-14,381.70379638671875
2025-07-15,390.11114501953125
2025-07-16,388.6936340332031
2025-07-17,381.9482116699219
2025-07-18,381.4105224609375
2025-07-21,387.56939697265625
2025-07-22,385.5653076171875
2025-07-23,395.8301086425781
2025-07-24,403.79754638671875
2025-07-25,395.8301086425781
2025-07-28,390.99102783203125
2025-07-29,397.7853088378906
2025-07-30,407.7568359375
2025-07-31,385.3209228515625
2025-08-01,363.76483154296875
2025-08-04,369.337158203125
2025-08-05,361.7118835449219
2025-08-06,357.850341796875
2025-08-07,349.1008605957031
2025-08-08,337.32073974609375
2025-08-11,321.87469482421875
2025-08-12,326.7626953125
2025-08-13,329.0111389160156
2025-08-14,335.1176452636719
2025-08-18,334.08349609375
2025-08-19,331.9659118652344
2025-08-20,335.1669006347656
2025-08-21,348.75872802734375
2025-08-22,345.5085144042969
2025-08-25,350.38385009765625
2025-08-26,339.8945007324219
2025-08-28,332.2613830566406
2025-08-29,327.63226318359375
2025-09-01,341.0763854980469
2025-09-02,338.5648498535156
2025-09-03,342.750732421875
2025-09-04,337.0382385253906
2025-09-05,343.4402160644531
2025-09-08,345.8039855957031
2025-09-09,343.4894104003906
2025-09-10,367.9153137207031
2025-09-11,359.6420593261719
2025-09-12,364.3204040527344
2025-09-15,369.6882019042969
2025-09-16,367.3736267089844
2025-09-17,380.4730224609375
2025-09-18,372.6429443359375
2025-09-19,365.74853515625
2025-09-22,363.92645263671875
2025-09-23,361.2179260253906
2025-09-24,358.11541748046875
2025-09-25,347.82305908203125
2025-09-26,342.061279296875
2025-09-29,338.318603515625
2025-09-30,339.8945007324219
2025-10-01,353.8802795410156
2025-10-03,351.5164794921875
2025-10-06,346.1487121582031
2025-10-07,346.5919189453125
2025-10-08,344.08038330078125
2025-10-09,339.9437255859375
2025-10-10,342.20904541015625
2025-10-13,337.3829650878906
2025-10-14,332.70458984375
2025-10-15,342.55377197265625
2025-10-16,336.299560546875
2025-10-17,331.867431640625
2025-10-20,328.469482421875
2025-10-21,333.0000915527344
2025-10-23,341.2241516113281
2025-10-24,334.03424072265625
2025-10-27,335.3638610839844
2025-10-28,332.7538757324219
2025-10-29,332.9508056640625
2025-10-30,334.4774475097656
2025-10-31,332.6061096191406
2025-11-03,337.973876953125
2025-11-04,330.0945739746094
2025-11-06,362.15362548828125
2025-11-07,354.6682434082031
2025-11-10,340.7809143066406
2025-11-11,341.17486572265625
2025-11-12,340.4361877441406
2025-11-13,339.74676513671875
2025-11-14,339.8945007324219
2025-11-17,332.556884765625
2025-11-18,315.7640380859375
2025-11-19,321.27960205078125
2025-11-20,330.0453186035156
2025-11-21,321.0826110839844
2025-11-24,315.4193115234375
2025-11-25,316.7982177734375
2025-11-26,322.0675048828125
2025-11-27,323.1509094238281
2025-11-28,323.05242919921875
2025-12-01,324.0865783691406
2025-12-02,320.4424133300781
2025-12-03,322.6584777832031
2025-12-04,319.7529602050781
2025-12-05,311.1842041015625
2025-12-08,310.54400634765625
2025-12-09,320.14691162109375
2025-12-10,322.7569885253906
2025-12-11,317.6353759765625
2025-12-12,315.46856689453125
2025-12-15,317.1429443359375
2025-12-16,314.87762451171875
2025-12-17,312.0213623046875
2025-12-18,311.3319091796875
2025-12-19,310.9872131347656
2025-12-22,316.3057556152344
2025-12-23,322.60919189453125
2025-12-24,323.9388427734375
2025-12-26,329.94683837890625
2025-12-29,331.2764892578125
2025-12-30,325.5639343261719
2025-12-31,329.94683837890625
2026-01-01,327.97698974609375
2026-01-02,329.5528869628906
2026-01-05,327.73077392578125
2026-01-06,316.4534912109375
2026-01-07,310.0023193359375
2026-01-08,312.2183532714844
2026-01-09,305.3239440917969
2026-01-12,304.6344909667969
2026-01-13,308.2294616699219
2026-01-14,307.7862548828125
2026-01-15,307.7862548828125
2026-01-16,310.4947509765625
2026-01-19,306.60430908203125
2026-01-20,294.0959167480469
2026-01-21,291.97833251953125
2026-01-22,296.607421875
2026-01-23,292.4707946777344
2026-01-27,286.61053466796875
2026-01-28,315.0253601074219
2026-01-29,317.8323669433594
2026-01-30,306.2103576660156
2026-02-02,303.6988525390625
2026-02-03,329.01116943359375
2026-02-04,322.4614562988281
2026-02-05,310.0023193359375
2026-02-06,314.5821533203125
2026-02-09,325.6624450683594
2026-02-10,325.3669738769531
2026-02-11,325.0222473144531
2026-02-12,324.382080078125
2026-02-13,319.605224609375
2026-02-16,321.67352294921875
2026-02-17,327.7774963378906
2026-02-18,330.7550354003906
2026-02-19,329.0677490234375
2026-02-20,329.1670227050781
2026-02-23,331.3009033203125
2026-02-24,327.52935791015625
2026-02-25,329.7129211425781
2026-02-26,327.0827331542969
2026-02-27,327.52935791015625
2026-03-02,323.2615661621094
2026-03-04,321.0780334472656
2026-03-05,328.17449951171875
2026-03-06,332.8889465332031
2026-03-09,330.95355224609375
2026-03-10,328.17449951171875
2026-03-11,325.1473388671875
2026-03-12,318.49749755859375
2026-03-13,306.5377197265625
2026-03-16,303.85791015625
2026-03-17,321.7231750488281
2026-03-18,336.6108703613281
2026-03-19,335.469482421875
2026-03-20,335.9161071777344
2026-03-23,316.4132080078125
2026-03-24,324.0059509277344
2026-03-25,330.0602722167969
2026-03-27,317.4553527832031
2026-03-30,315.5696105957031
2026-04-01,321.7231750488281
2026-04-02,317.9516296386719
2026-04-06,319.6388854980469
2026-04-07,315.0733337402344
2026-04-08,332.8889465332031
2026-04-09,334.4769592285156
2026-04-10,337.5041198730469
2026-04-13,335.0228271484375
2026-04-15,348.4714050292969
2026-04-16,366.1877746582031
2026-04-17,370.0585632324219
2026-04-20,354.4761047363281
2026-04-21,359.5875244140625
2026-04-22,359.6371765136719
2026-04-23,352.73919677734375
2026-04-24,344.99761962890625
2026-04-27,353.18585205078125
2026-04-28,354.6249694824219
2026-04-29,352.0444641113281
2026-04-30,343.3599548339844
2026-05-01,343.3599548339844
2026-05-04,345.6923522949219
2026-05-05,351.3497009277344
2026-05-06,359.289794921875
2026-05-07,361.4236755371094
2026-05-08,351.5978088378906
2026-05-11,341.27569580078125
2026-05-12,328.27374267578125
2026-05-13,324.6510925292969
2026-05-14,323.4104309082031
2026-05-15,324.2044372558594
2026-05-18,310.9543762207031
2026-05-19,330.20916748046875
2026-05-20,349.66241455078125
2026-05-21,372.4405822753906
2026-05-22,370.1578369140625
2026-05-25,371.1007080078125
2026-05-26,378.3956604003906
2026-05-27,367.1306457519531
2026-05-28,367.1306457519531
2026-05-29,369.01641845703125
2026-06-01,359.9349060058594
2026-06-02,359.6867980957031
2026-06-03,357.4040222167969
2026-06-04,359.289794921875
2026-06-05,365.6418762207031
2026-06-08,362.5650634765625
2026-06-09,369.2645263671875
2026-06-10,357.5032958984375
2026-06-11,351.3000793457031
2026-06-12,364.0042419433594
2026-06-15,366.4855041503906
2026-06-16,363.8553466796875
2026-06-17,354.4761047363281
2026-06-18,353.0369567871094
2026-06-19,353.0865783691406
2026-06-22,355.8656005859375
2026-06-23,352.4910583496094
2026-06-24,349.61279296875
2026-06-25,357.00701904296875
2026-06-26,357.00701904296875
2026-06-29,347.6773681640625
2026-06-30,352.4910583496094
2026-07-01,355.4685974121094
2026-07-02,358.6446533203125
2026-07-03,356.8085021972656
2026-07-06,353.2354431152344
2026-07-07,347.0818786621094
2026-07-08,335.2213439941406
2026-07-09,339.19140625
2026-07-10,344.3028259277344
2026-07-13,343.50885009765625
2026-07-14,341.1764221191406
2026-07-15,350.5556945800781
2026-07-16,347.8262634277344
2026-07-17,343.7569580078125
2026-07-20,339.5884094238281
2026-07-21,342.8140563964844
2026-07-22,345.84124755859375
2026-07-23,343.0125732421875
2026-07-24,335.61834716796875
2026-07-27,327.23162841796875
2026-07-28,326.2887268066406
2026-07-29,344.402099609375
2026-07-30,342.86370849609375
2026-07-31,350.8038024902344
2026-08-03,362.21771240234375
2026-08-04,359.3890380859375
2026-08-05,361.1259460449219
2026-08-06,357.65216064453125
2026-08-07,353.1361999511719
2026-08-10,351.69708251953125
2026-08-11,344.6006164550781
2026-08-12,340.68017578125
2026-08-13,342.5163269042969
2026-08-14,343.3103332519531
2026-08-17,352.4910583496094
2026-08-18,347.0818786621094
2026-08-19,335.8664855957031
2026-08-20,333.2859191894531
2026-08-21,338.0500183105469
2026-08-24,340.6499938964844
2026-08-25,343.95001220703125
2026-08-26,347.8500061035156
2026-08-27,343.54998779296875
2026-08-28,338.95001220703125
2026-08-31,340.95001220703125
2026-09-01,339.75
2026-09-02,327.20001220703125
2026-09-03,325.95001220703125
2026-09-04,323.5
2026-09-07,318.0
2026-09-08,318.1000061035156
2026-09-09,311.5
2026-09-10,311.20001220703125
2026-09-11,314.29998779296875
2026-09-14,314.29998779296875
2026-09-15,313.1000061035156
2026-09-16,314.3999938964844
2026-09-17,314.8999938964844
2026-09-18,330.95001220703125
2026-09-21,323.6499938964844
