Date,MGL
2023-07-17,989.4156494140625
2023-07-18,975.886474609375
2023-07-19,979.6599731445312
2023-07-20,981.0403442382812
2023-07-21,980.396240234375
2023-07-24,965.2566528320312
2023-07-25,1002.530517578125
2023-07-26,1000.0455322265625
2023-07-27,1003.0826416015625
2023-07-28,1023.4684448242188
2023-07-31,1029.2205810546875
2023-08-01,1031.6593017578125
2023-08-02,1010.307373046875
2023-08-03,1031.42919921875
2023-08-04,972.1130981445312
2023-08-07,979.1077270507812
2023-08-08,986.5164794921875
2023-08-09,979.7520751953125
2023-08-10,945.0549926757812
2023-08-11,930.5595092773438
2023-08-14,921.86279296875
2023-08-16,918.4027709960938
2023-08-17,921.9096069335938
2023-08-18,917.1403198242188
2023-08-21,929.0166015625
2023-08-22,930.9804077148438
2023-08-23,925.0422973632812
2023-08-24,934.25341796875
2023-08-25,942.9035034179688
2023-08-28,950.1508178710938
2023-08-29,960.0165405273438
2023-08-30,960.905029296875
2023-08-31,957.585205078125
2023-09-01,963.4766235351562
2023-09-04,964.926025390625
2023-09-05,965.5807495117188
2023-09-06,1004.1552124023438
2023-09-07,984.7978515625
2023-09-08,988.11767578125
2023-09-11,983.4885864257812
2023-09-12,949.1688842773438
2023-09-13,963.757080078125
2023-09-14,977.0361938476562
2023-09-15,985.0316162109375
2023-09-18,985.5459594726562
2023-09-20,971.6591796875
2023-09-21,952.4886474609375
2023-09-22,954.4057006835938
2023-09-25,946.9713745117188
2023-09-26,962.9622802734375
2023-09-27,953.7510986328125
2023-09-28,945.10107421875
2023-09-29,962.12060546875
2023-10-03,1037.165771484375
2023-10-04,1049.7901611328125
2023-10-05,1041.09326171875
2023-10-06,1041.3271484375
2023-10-09,1039.7840576171875
2023-10-10,1036.7449951171875
2023-10-11,1040.0645751953125
2023-10-12,1050.164306640625
2023-10-13,1054.9334716796875
2023-10-16,1061.572998046875
2023-10-17,1066.6226806640625
2023-10-18,1053.6710205078125
2023-10-19,1050.958984375
2023-10-20,963.242919921875
2023-10-23,952.6757202148438
2023-10-25,945.9426879882812
2023-10-26,925.463134765625
2023-10-27,924.2006225585938
2023-10-30,951.1795043945312
2023-10-31,965.4403686523438
2023-11-01,938.8823852539062
2023-11-02,967.5911865234375
2023-11-03,971.5655517578125
2023-11-06,985.6861572265625
2023-11-07,987.1824340820312
2023-11-08,979.0
2023-11-09,961.9802856445312
2023-11-10,974.2307739257812
2023-11-13,971.5187377929688
2023-11-15,974.2775268554688
2023-11-16,985.4524536132812
2023-11-17,980.4493408203125
2023-11-20,968.4328002929688
2023-11-21,969.7888793945312
2023-11-22,957.0242309570312
2023-11-23,960.8114013671875
2023-11-24,958.0995483398438
2023-11-28,960.5309448242188
2023-11-29,966.5625610351562
2023-11-30,973.809814453125
2023-12-01,994.1492309570312
2023-12-04,1027.4871826171875
2023-12-05,1042.589599609375
2023-12-06,1044.6002197265625
2023-12-07,1090.843017578125
2023-12-08,1080.790283203125
2023-12-11,1102.4385986328125
2023-12-12,1094.443115234375
2023-12-13,1097.575927734375
2023-12-14,1098.27734375
2023-12-15,1106.1793212890625
2023-12-18,1111.9302978515625
2023-12-19,1112.6317138671875
2023-12-20,1080.462890625
2023-12-21,1111.602783203125
2023-12-22,1117.2138671875
2023-12-26,1112.865478515625
2023-12-27,1106.319580078125
2023-12-28,1120.2064208984375
2023-12-29,1122.6376953125
2024-01-01,1125.5833740234375
2024-01-02,1137.0389404296875
2024-01-03,1142.7431640625
2024-01-04,1148.634765625
2024-01-05,1157.7989501953125
2024-01-08,1125.0689697265625
2024-01-09,1120.53369140625
2024-01-10,1103.09326171875
2024-01-11,1159.669189453125
2024-01-12,1182.206298828125
2024-01-15,1178.7462158203125
2024-01-16,1180.803466796875
2024-01-17,1174.444580078125
2024-01-18,1217.1337890625
2024-01-19,1239.9979248046875
2024-01-23,1227.2333984375
2024-01-24,1258.560546875
2024-01-25,1285.025146484375
2024-01-29,1322.6644287109375
2024-01-30,1350.064208984375
2024-01-31,1383.3084716796875
2024-02-01,1368.5799560546875
2024-02-02,1381.15771484375
2024-02-05,1383.9859619140625
2024-02-06,1446.2109375
2024-02-07,1401.7578125
2024-02-08,1393.8853759765625
2024-02-09,1389.690185546875
2024-02-12,1368.7125244140625
2024-02-13,1392.329833984375
2024-02-14,1404.8690185546875
2024-02-15,1425.5167236328125
2024-02-16,1430.4190673828125
2024-02-19,1434.0960693359375
2024-02-20,1425.563720703125
2024-02-21,1424.1494140625
2024-02-22,1445.6925048828125
2024-02-23,1436.4530029296875
2024-02-26,1420.0953369140625
2024-02-27,1426.03515625
2024-02-28,1382.1474609375
2024-02-29,1399.447998046875
2024-03-01,1413.11865234375
2024-03-04,1453.4705810546875
2024-03-05,1475.8621826171875
2024-03-06,1253.5494384765625
2024-03-07,1240.68017578125
2024-03-11,1202.968017578125
2024-03-12,1229.6966552734375
2024-03-13,1150.501220703125
2024-03-14,1198.81982421875
2024-03-15,1191.89013671875
2024-03-18,1196.3685302734375
2024-03-19,1189.532958984375
2024-03-20,1211.3118896484375
2024-03-21,1246.1485595703125
