Date,CRIZAC
2026-06-11,206.92999267578125
2026-06-12,205.9600067138672
2026-06-15,217.13999938964844
2026-06-16,214.72000122070312
2026-06-17,217.6199951171875
2026-06-18,218.57000732421875
2026-06-19,214.58999633789062
2026-06-22,210.4199981689453
2026-06-23,205.66000366210938
2026-06-24,202.47999572753906
2026-06-25,201.38999938964844
2026-06-26,201.38999938964844
2026-06-29,197.72999572753906
2026-06-30,203.44000244140625
2026-07-01,199.13999938964844
2026-07-02,200.07000732421875
2026-07-03,198.9499969482422
2026-07-06,199.22999572753906
2026-07-07,199.61000061035156
2026-07-08,195.11000061035156
2026-07-09,198.3300018310547
2026-07-10,200.02000427246094
2026-07-13,198.9199981689453
2026-07-14,194.2899932861328
2026-07-15,193.25999450683594
2026-07-16,188.8800048828125
2026-07-17,185.72999572753906
2026-07-20,186.02999877929688
2026-07-21,189.11000061035156
2026-07-22,185.5
2026-07-23,186.86000061035156
2026-07-24,184.44000244140625
2026-07-27,194.97999572753906
2026-07-28,190.3300018310547
2026-07-29,191.89999389648438
2026-07-30,192.13999938964844
2026-07-31,195.1300048828125
2026-08-03,195.8800048828125
2026-08-04,191.74000549316406
2026-08-05,183.2100067138672
2026-08-06,185.1199951171875
2026-08-07,187.97999572753906
2026-08-10,186.6199951171875
2026-08-11,185.3300018310547
2026-08-12,182.52000427246094
2026-08-13,180.30999755859375
2026-08-14,179.32000732421875
2026-08-17,176.19000244140625
2026-08-18,174.5800018310547
2026-08-19,171.6199951171875
2026-08-20,171.33999633789062
2026-08-21,172.83999633789062
2026-08-24,173.41000366210938
2026-08-25,177.0800018310547
2026-08-26,178.8300018310547
2026-08-27,175.77999877929688
2026-08-28,172.89999389648438
2026-08-31,165.4600067138672
2026-09-01,164.6300048828125
2026-09-02,165.3000030517578
2026-09-03,162.27000427246094
2026-09-04,160.2899932861328
2026-09-07,162.14999389648438
2026-09-08,171.94000244140625
2026-09-09,176.0399932861328
2026-09-10,179.6999969482422
2026-09-11,186.67999267578125
2026-09-14,186.67999267578125
2026-09-15,179.88999938964844
2026-09-16,176.02000427246094
2026-09-17,176.55999755859375
2026-09-18,173.72999572753906
2026-09-21,176.80999755859375
