Date,HDFCAMC
2021-10-25,1246.9451904296875
2021-10-26,1232.2852783203125
2021-10-27,1216.5673828125
2021-10-28,1184.230712890625
2021-10-29,1192.2247314453125
2021-11-01,1196.0980224609375
2021-11-02,1200.241455078125
2021-11-03,1183.2850341796875
2021-11-04,1195.71533203125
2021-11-08,1199.7010498046875
2021-11-09,1203.7994384765625
2021-11-10,1210.937744140625
2021-11-11,1192.5625
2021-11-12,1206.41162109375
2021-11-15,1207.3348388671875
2021-11-16,1198.2373046875
2021-11-17,1192.4273681640625
2021-11-18,1171.5977783203125
2021-11-22,1130.6590576171875
2021-11-23,1148.403564453125
2021-11-24,1143.449462890625
2021-11-25,1140.79248046875
2021-11-26,1131.762451171875
2021-11-29,1129.75830078125
2021-11-30,1131.0194091796875
2021-12-01,1148.9891357421875
2021-12-02,1151.4661865234375
2021-12-03,1161.6671142578125
2021-12-06,1138.51806640625
2021-12-07,1135.658203125
2021-12-08,1157.365966796875
2021-12-09,1161.0364990234375
2021-12-10,1148.3363037109375
2021-12-13,1132.190185546875
2021-12-14,1120.1654052734375
2021-12-15,1106.4515380859375
2021-12-16,1097.89453125
2021-12-17,1079.9697265625
2021-12-20,1041.980712890625
2021-12-21,1048.083251953125
2021-12-22,1061.774658203125
2021-12-23,1071.119873046875
2021-12-24,1057.968994140625
2021-12-27,1068.3724365234375
2021-12-28,1088.9544677734375
2021-12-29,1089.3599853515625
2021-12-30,1084.7435302734375
2021-12-31,1101.6551513671875
2022-01-03,1110.70751953125
2022-01-04,1115.0311279296875
2022-01-05,1116.764892578125
2022-01-06,1103.50146484375
2022-01-07,1099.2454833984375
2022-01-10,1134.1492919921875
2022-01-11,1120.1878662109375
2022-01-12,1122.0118408203125
2022-01-13,1114.2203369140625
2022-01-14,1112.6893310546875
2022-01-17,1121.0435791015625
2022-01-18,1103.1864013671875
2022-01-19,1078.2806396484375
2022-01-20,1077.785400390625
2022-01-21,1067.1114501953125
2022-01-24,1017.3228149414062
2022-01-25,1004.6224975585938
2022-01-27,964.134033203125
2022-01-28,983.5224609375
2022-01-31,993.160400390625
2022-02-01,998.136962890625
2022-02-02,1033.7388916015625
2022-02-03,1039.79638671875
2022-02-04,1035.9908447265625
2022-02-07,995.18701171875
2022-02-08,995.0745239257812
2022-02-09,1005.5906982421875
2022-02-10,1000.2311401367188
2022-02-11,996.1553344726562
2022-02-14,978.3658447265625
2022-02-15,991.3139038085938
2022-02-16,993.340576171875
2022-02-17,993.4531860351562
2022-02-18,990.4805908203125
2022-02-21,977.8251953125
2022-02-22,982.5767211914062
2022-02-23,983.1396484375
2022-02-24,910.2244873046875
2022-02-25,937.20166015625
2022-02-28,939.566162109375
2022-03-02,954.0680541992188
2022-03-03,940.534423828125
2022-03-04,937.4493408203125
2022-03-07,918.10595703125
2022-03-08,947.53759765625
2022-03-09,960.8236083984375
2022-03-10,977.0369873046875
2022-03-11,976.316650390625
2022-03-14,970.3941040039062
2022-03-15,960.2608032226562
2022-03-16,994.9619140625
2022-03-17,1007.9326782226562
2022-03-21,969.5834350585938
2022-03-22,972.9613037109375
2022-03-23,999.3529052734375
2022-03-24,981.8785400390625
2022-03-25,967.1064453125
2022-03-28,943.3943481445312
2022-03-29,943.1015625
2022-03-30,974.289794921875
2022-03-31,966.5209350585938
2022-04-01,1025.27197265625
2022-04-04,1060.6260986328125
2022-04-05,1054.5235595703125
2022-04-06,1046.7996826171875
2022-04-07,1029.86572265625
2022-04-08,1023.5155639648438
2022-04-11,1016.4896850585938
2022-04-12,1000.4563598632812
2022-04-13,990.0303955078125
2022-04-18,983.4774169921875
2022-04-19,950.0823974609375
2022-04-20,944.2724609375
2022-04-21,942.51611328125
2022-04-22,921.7088623046875
2022-04-25,902.9959106445312
2022-04-26,940.0841674804688
2022-04-27,933.1483764648438
2022-04-28,924.7263793945312
2022-04-29,919.547119140625
2022-05-02,913.7149047851562
2022-05-04,898.67236328125
