Date,ROUTE
2020-12-29,1071.5574951171875
2020-12-30,1050.637939453125
2020-12-31,1042.288818359375
2021-01-01,1055.0020751953125
2021-01-04,1125.4459228515625
2021-01-05,1114.345947265625
2021-01-06,1137.87451171875
2021-01-07,1124.7344970703125
2021-01-08,1142.9031982421875
2021-01-11,1127.865234375
2021-01-12,1111.5943603515625
2021-01-13,1083.179443359375
2021-01-14,1121.22412109375
2021-01-15,1090.2950439453125
2021-01-18,1065.58056640625
2021-01-19,1087.4964599609375
2021-01-20,1124.023193359375
2021-01-21,1137.9696044921875
2021-01-22,1152.2481689453125
2021-01-25,1175.634521484375
2021-01-27,1204.5712890625
2021-01-28,1089.15673828125
2021-01-29,1076.0166015625
2021-02-01,1083.606689453125
2021-02-02,1061.8328857421875
2021-02-03,1072.7435302734375
2021-02-04,1072.0316162109375
2021-02-05,1098.5494384765625
2021-02-08,1132.6092529296875
2021-02-09,1162.020263671875
2021-02-10,1205.94677734375
2021-02-11,1447.117431640625
2021-02-12,1512.81787109375
2021-02-15,1700.6214599609375
2021-02-16,1733.9222412109375
2021-02-17,1823.6260986328125
2021-02-18,1738.808349609375
2021-02-19,1764.803955078125
2021-02-22,1659.1611328125
2021-02-23,1663.8577880859375
2021-02-24,1578.3760986328125
2021-02-25,1593.650634765625
2021-02-26,1572.2093505859375
2021-03-01,1620.5950927734375
2021-03-02,1657.54833984375
2021-03-03,1663.28857421875
2021-03-04,1627.9005126953125
2021-03-05,1608.3084716796875
2021-03-08,1578.42333984375
2021-03-09,1533.1207275390625
2021-03-10,1517.3720703125
2021-03-12,1558.4049072265625
2021-03-15,1535.0657958984375
2021-03-16,1520.1231689453125
2021-03-17,1503.9471435546875
2021-03-18,1492.751953125
2021-03-19,1485.3994140625
2021-03-22,1470.5986328125
2021-03-23,1448.919921875
2021-03-24,1412.393310546875
2021-03-25,1342.4710693359375
2021-03-26,1376.5782470703125
2021-03-30,1351.5789794921875
2021-03-31,1337.53759765625
2021-04-01,1394.3670654296875
2021-04-05,1441.28271484375
2021-04-06,1566.08984375
2021-04-07,1588.385009765625
2021-04-08,1618.3182373046875
2021-04-09,1612.910400390625
2021-04-12,1460.1627197265625
2021-04-13,1462.7716064453125
2021-04-15,1421.9755859375
2021-04-16,1421.6439208984375
2021-04-19,1381.5120849609375
2021-04-20,1413.010009765625
2021-04-22,1464.8116455078125
2021-04-23,1449.2520751953125
2021-04-26,1470.551513671875
2021-04-27,1494.602294921875
2021-04-28,1536.062255859375
2021-04-29,1528.092529296875
2021-04-30,1555.3690185546875
2021-05-03,1526.0526123046875
2021-05-04,1493.5582275390625
2021-05-05,1506.1292724609375
2021-05-06,1520.6923828125
2021-05-07,1522.115478515625
2021-05-10,1524.012939453125
2021-05-11,1499.3929443359375
2021-05-12,1491.0443115234375
2021-05-14,1460.2576904296875
2021-05-17,1457.8858642578125
2021-05-18,1469.6973876953125
2021-05-19,1435.4954833984375
2021-05-20,1437.3455810546875
2021-05-21,1447.3072509765625
2021-05-24,1433.218505859375
2021-05-25,1593.74560546875
2021-05-26,1627.2362060546875
2021-05-27,1675.3848876953125
2021-05-28,1626.9515380859375
2021-05-31,1593.9351806640625
2021-06-01,1587.3890380859375
2021-06-02,1631.03125
2021-06-03,1633.213134765625
2021-06-04,1625.71826171875
2021-06-07,1667.7474365234375
2021-06-08,1715.1373291015625
2021-06-09,1654.1802978515625
2021-06-10,1669.6925048828125
2021-06-11,1661.7705078125
2021-06-14,1632.73876953125
2021-06-15,1653.1368408203125
2021-06-16,1629.8453369140625
2021-06-17,1662.9564208984375
2021-06-18,1601.3828125
2021-06-21,1648.867431640625
2021-06-22,1642.3214111328125
2021-06-23,1636.1544189453125
2021-06-24,1624.2476806640625
2021-06-25,1625.9554443359375
2021-06-28,1609.8270263671875
2021-06-29,1600.955810546875
2021-06-30,1634.87353515625
2021-07-01,1679.4644775390625
2021-07-02,1994.447021484375
2021-07-05,2014.3228759765625
2021-07-06,1926.375
2021-07-07,1976.657958984375
2021-07-08,1981.7813720703125
2021-07-09,2003.460205078125
2021-07-12,1971.250732421875
2021-07-13,1942.8355712890625
2021-07-14,2054.360595703125
2021-07-15,2025.681884765625
2021-07-16,2044.0087890625
2021-07-19,2016.70751953125
2021-07-20,1956.1217041015625
2021-07-22,1968.419677734375
2021-07-23,2028.5780029296875
2021-07-26,2012.8614501953125
2021-07-27,2040.2109375
2021-07-28,2066.7998046875
2021-07-29,1969.9864501953125
2021-07-30,1960.3480224609375
2021-08-02,1943.91943359375
2021-08-03,1917.472412109375
2021-08-04,1897.6727294921875
2021-08-05,1871.2735595703125
2021-08-06,1875.4041748046875
2021-08-09,1850.9039306640625
2021-08-10,1837.609619140625
2021-08-11,1821.2760009765625
2021-08-12,1886.9423828125
2021-08-13,1873.07763671875
2021-08-16,1842.8323974609375
2021-08-17,1855.747314453125
2021-08-18,1840.3157958984375
2021-08-20,1799.0550537109375
2021-08-23,1692.5550537109375
2021-08-24,1796.2537841796875
2021-08-25,1830.7247314453125
2021-08-26,1813.678955078125
2021-08-27,1793.4046630859375
2021-08-30,1882.8590087890625
2021-08-31,1876.0689697265625
2021-09-01,1864.2938232421875
2021-09-02,1893.8743896484375
2021-09-03,1896.7232666015625
2021-09-06,1923.360107421875
2021-09-07,1897.7677001953125
2021-09-08,1904.46240234375
2021-09-09,1895.2991943359375
2021-09-13,1920.7010498046875
2021-09-14,1911.727294921875
2021-09-15,1954.507568359375
2021-09-16,1945.67578125
2021-09-17,1906.2196044921875
2021-09-20,1867.9971923828125
2021-09-21,1851.4263916015625
2021-09-22,1881.5294189453125
2021-09-23,1896.67578125
2021-09-24,1895.2991943359375
2021-09-27,1866.9525146484375
2021-09-28,1845.776611328125
2021-09-29,1866.05029296875
2021-09-30,1851.6163330078125
2021-10-01,1939.2662353515625
2021-10-04,1948.2877197265625
2021-10-05,1904.6051025390625
2021-10-06,1907.9761962890625
2021-10-07,1950.6143798828125
2021-10-08,2009.8231201171875
2021-10-11,2180.375
2021-10-12,2190.72607421875
2021-10-13,2145.80810546875
2021-10-14,2111.100341796875
2021-10-18,2150.177001953125
2021-10-19,2059.060791015625
2021-10-20,1978.4852294921875
2021-10-21,1919.7039794921875
2021-10-22,1885.7080078125
2021-10-25,1823.2703857421875
2021-10-26,1869.611572265625
2021-10-27,1842.0252685546875
2021-10-28,1795.7314453125
2021-10-29,1783.0537109375
2021-11-01,1855.5570068359375
2021-11-02,1877.87353515625
2021-11-03,1875.6419677734375
2021-11-04,1895.9161376953125
2021-11-08,1887.5594482421875
2021-11-09,1872.3182373046875
2021-11-10,1878.9654541015625
2021-11-11,1853.8006591796875
2021-11-12,1849.669677734375
2021-11-15,1843.30712890625
2021-11-16,1859.8780517578125
2021-11-17,1830.962158203125
2021-11-18,1828.3505859375
2021-11-22,1740.8431396484375
2021-11-23,1712.259765625
2021-11-24,1723.180419921875
2021-11-25,1721.8980712890625
2021-11-26,1695.024169921875
2021-11-29,1662.594482421875
2021-11-30,1722.8951416015625
2021-12-01,1707.6064453125
2021-12-02,1708.8887939453125
2021-12-03,1706.514404296875
2021-12-06,1664.1136474609375
2021-12-07,1667.0577392578125
2021-12-08,1758.98095703125
2021-12-09,1780.1575927734375
2021-12-10,1751.62158203125
2021-12-13,1733.0086669921875
2021-12-14,1719.2393798828125
2021-12-15,1727.73828125
2021-12-16,1724.69970703125
2021-12-17,1705.2322998046875
2021-12-20,1613.87890625
2021-12-21,1601.9613037109375
2021-12-22,1610.4603271484375
2021-12-23,1622.1409912109375
2021-12-24,1611.69482421875
2021-12-27,1614.59130859375
2021-12-28,1612.97705078125
2021-12-29,1650.771728515625
2021-12-30,1682.1568603515625
2021-12-31,1693.55224609375
2022-01-03,1713.30419921875
2022-01-04,1730.0650634765625
2022-01-05,1714.87109375
2022-01-06,1686.2872314453125
2022-01-07,1682.868896484375
2022-01-10,1721.8980712890625
2022-01-11,1770.3289794921875
2022-01-12,1782.531494140625
2022-01-13,1814.2960205078125
2022-01-14,1795.6365966796875
2022-01-17,1773.510009765625
2022-01-18,1746.0660400390625
2022-01-19,1728.2608642578125
2022-01-20,1727.6910400390625
2022-01-21,1698.822509765625
2022-01-24,1537.95703125
2022-01-25,1488.8616943359375
2022-01-27,1420.203857421875
2022-01-28,1528.1282958984375
2022-01-31,1705.897216796875
2022-02-01,1733.6259765625
2022-02-02,1743.45458984375
2022-02-03,1713.968994140625
2022-02-04,1705.849853515625
2022-02-07,1669.5135498046875
2022-02-08,1646.208984375
2022-02-09,1647.1126708984375
2022-02-10,1665.9466552734375
2022-02-11,1591.8472900390625
2022-02-14,1512.8970947265625
2022-02-15,1536.5821533203125
2022-02-16,1522.837158203125
2022-02-17,1493.112060546875
2022-02-18,1444.124755859375
2022-02-21,1422.1517333984375
2022-02-22,1426.479736328125
2022-02-23,1416.3970947265625
2022-02-24,1351.4293212890625
2022-02-25,1376.3033447265625
2022-02-28,1414.4945068359375
2022-03-02,1436.134765625
2022-03-03,1458.1072998046875
2022-03-04,1460.3905029296875
2022-03-07,1450.3074951171875
2022-03-08,1490.5911865234375
2022-03-09,1537.6761474609375
2022-03-10,1558.6978759765625
2022-03-11,1533.8709716796875
2022-03-14,1519.936279296875
2022-03-15,1469.569580078125
2022-03-16,1472.660888671875
2022-03-17,1479.5572509765625
2022-03-21,1483.0294189453125
2022-03-22,1485.45458984375
2022-03-23,1469.807373046875
2022-03-24,1446.2174072265625
2022-03-25,1460.8182373046875
2022-03-28,1426.0992431640625
2022-03-29,1419.202880859375
2022-03-30,1474.2305908203125
2022-03-31,1467.048828125
2022-04-01,1489.9727783203125
2022-04-04,1506.7618408203125
2022-04-05,1529.0198974609375
2022-04-06,1534.0614013671875
2022-04-07,1514.1812744140625
2022-04-08,1527.973876953125
2022-04-11,1499.5799560546875
2022-04-12,1476.4656982421875
2022-04-13,1488.5936279296875
2022-04-18,1464.5758056640625
2022-04-19,1470.045166015625
2022-04-20,1472.8035888671875
2022-04-21,1477.178955078125
2022-04-22,1514.37158203125
2022-04-25,1513.1826171875
2022-04-26,1524.834716796875
2022-04-27,1506.904541015625
2022-04-28,1525.4530029296875
2022-04-29,1558.412353515625
2022-05-02,1577.1514892578125
2022-05-04,1549.8514404296875
2022-05-05,1520.6494140625
2022-05-06,1456.9185791015625
2022-05-09,1407.408203125
2022-05-10,1360.989501953125
2022-05-11,1332.4530029296875
2022-05-12,1304.91552734375
2022-05-13,1335.6868896484375
2022-05-16,1394.23388671875
2022-05-17,1435.9442138671875
2022-05-18,1225.4420166015625
2022-05-19,1153.9586181640625
2022-05-20,1223.1590576171875
2022-05-23,1215.501708984375
2022-05-24,1132.0810546875
2022-05-25,1089.0860595703125
2022-05-26,1063.213134765625
2022-05-27,1134.88671875
2022-05-30,1212.315185546875
2022-05-31,1324.36767578125
2022-06-01,1319.7540283203125
2022-06-02,1313.8568115234375
2022-06-03,1335.639404296875
2022-06-06,1338.0174560546875
2022-06-07,1354.901611328125
2022-06-08,1332.738037109375
2022-06-09,1343.487060546875
2022-06-10,1322.132080078125
2022-06-13,1302.01416015625
2022-06-14,1206.1322021484375
2022-06-15,1208.1298828125
2022-06-16,1174.504638671875
2022-06-17,1109.8702392578125
2022-06-20,1074.057373046875
2022-06-21,1083.4266357421875
2022-06-22,1046.3294677734375
2022-06-23,1135.4097900390625
2022-06-24,1199.6640625
2022-06-27,1299.1605224609375
2022-06-28,1262.3013916015625
2022-06-29,1179.546142578125
2022-06-30,1182.2095947265625
2022-07-01,1206.2274169921875
2022-07-04,1206.1322021484375
2022-07-05,1186.3475341796875
2022-07-06,1182.35205078125
2022-07-07,1241.3270263671875
2022-07-08,1225.632080078125
2022-07-11,1239.7100830078125
2022-07-12,1218.3553466796875
2022-07-13,1212.4580078125
2022-07-14,1242.3248291015625
2022-07-15,1243.134765625
2022-07-18,1275.6220703125
2022-07-19,1284.1488037109375
2022-07-20,1299.34423828125
2022-07-21,1301.2022705078125
2022-07-22,1291.62744140625
2022-07-25,1270.3822021484375
2022-07-26,1242.4202880859375
2022-07-27,1156.2958984375
2022-07-28,1177.0172119140625
2022-07-29,1334.3564453125
2022-08-01,1421.0999755859375
2022-08-02,1420.4327392578125
2022-08-03,1407.0474853515625
2022-08-04,1377.41845703125
2022-08-05,1404.522705078125
2022-08-08,1424.1964111328125
2022-08-10,1417.62255859375
2022-08-11,1400.330810546875
2022-08-12,1401.140869140625
2022-08-16,1411.3822021484375
2022-08-17,1466.6866455078125
2022-08-18,1460.9228515625
2022-08-19,1414.335693359375
2022-08-22,1364.12841796875
2022-08-23,1334.022705078125
2022-08-24,1349.98046875
2022-08-25,1403.6651611328125
2022-08-26,1491.0283203125
2022-08-29,1428.81689453125
2022-08-30,1447.4422607421875
2022-09-01,1396.7103271484375
2022-09-02,1368.8917236328125
2022-09-05,1375.89404296875
2022-09-06,1382.3250732421875
2022-09-07,1394.376708984375
2022-09-08,1392.280517578125
2022-09-09,1398.6163330078125
2022-09-12,1407.71435546875
2022-09-13,1404.8563232421875
2022-09-14,1385.9927978515625
2022-09-15,1375.3699951171875
2022-09-16,1363.128173828125
2022-09-19,1351.4095458984375
2022-09-20,1361.603515625
2022-09-21,1337.166748046875
2022-09-22,1324.78173828125
2022-09-23,1287.4832763671875
2022-09-26,1232.6075439453125
2022-09-27,1260.28369140625
2022-09-28,1303.7742919921875
2022-09-29,1275.0030517578125
2022-09-30,1302.488525390625
2022-10-03,1311.06298828125
2022-10-04,1326.448974609375
2022-10-06,1324.78173828125
2022-10-07,1318.4935302734375
2022-10-10,1302.1549072265625
2022-10-11,1339.2628173828125
2022-10-12,1353.4580078125
2022-10-13,1317.9697265625
2022-10-14,1329.25927734375
2022-10-17,1316.540771484375
2022-10-18,1315.20703125
2022-10-19,1305.8702392578125
2022-10-20,1326.734619140625
2022-10-21,1245.89794921875
2022-10-24,1270.0489501953125
2022-10-25,1270.096435546875
2022-10-27,1257.0443115234375
2022-10-28,1246.7073974609375
2022-10-31,1248.0887451171875
2022-11-01,1261.4573974609375
2022-11-02,1276.353759765625
2022-11-03,1273.8232421875
2022-11-04,1265.5159912109375
2022-11-07,1254.582275390625
2022-11-09,1242.646240234375
2022-11-10,1222.163818359375
2022-11-11,1267.56884765625
2022-11-14,1257.8289794921875
2022-11-15,1275.0645751953125
2022-11-16,1264.5130615234375
2022-11-17,1266.9002685546875
2022-11-18,1255.2508544921875
2022-11-21,1264.03564453125
2022-11-22,1260.4547119140625
2022-11-23,1246.131591796875
2022-11-24,1231.33056640625
2022-11-25,1238.9219970703125
2022-11-28,1248.852783203125
2022-11-29,1244.1737060546875
2022-11-30,1267.9986572265625
2022-12-01,1292.77783203125
2022-12-02,1288.337646484375
2022-12-05,1286.4278564453125
2022-12-06,1283.181396484375
2022-12-07,1265.9932861328125
2022-12-08,1239.351806640625
2022-12-09,1238.779052734375
2022-12-12,1237.4893798828125
2022-12-13,1241.739013671875
2022-12-14,1235.9619140625
2022-12-15,1234.6729736328125
2022-12-16,1239.0174560546875
2022-12-19,1227.2723388671875
2022-12-20,1197.0025634765625
2022-12-21,1197.2889404296875
2022-12-22,1157.947509765625
2022-12-23,1101.465576171875
2022-12-26,1133.6932373046875
2022-12-27,1155.2259521484375
2022-12-28,1157.947509765625
2022-12-29,1149.6876220703125
2022-12-30,1160.76416015625
2023-01-02,1161.5758056640625
2023-01-03,1164.774658203125
2023-01-04,1158.7591552734375
2023-01-05,1152.790771484375
2023-01-06,1140.1866455078125
2023-01-09,1139.613525390625
2023-01-10,1137.75146484375
2023-01-11,1135.220947265625
2023-01-12,1145.295166015625
2023-01-13,1137.70361328125
2023-01-16,1155.6556396484375
2023-01-17,1145.867919921875
2023-01-18,1138.8974609375
2023-01-19,1120.2291259765625
2023-01-20,1123.2373046875
2023-01-23,1090.6754150390625
2023-01-24,1174.276123046875
2023-01-25,1190.65234375
2023-01-27,1150.5947265625
2023-01-30,1112.160400390625
2023-01-31,1174.7535400390625
2023-02-01,1156.56298828125
2023-02-02,1147.34814453125
2023-02-03,1134.743408203125
2023-02-06,1138.419921875
2023-02-07,1129.3985595703125
2023-02-08,1129.014404296875
2023-02-09,1199.650146484375
2023-02-10,1218.65234375
2023-02-13,1209.4871826171875
2023-02-14,1198.0665283203125
2023-02-15,1202.0972900390625
2023-02-16,1255.6976318359375
2023-02-17,1275.276123046875
2023-02-20,1272.540771484375
2023-02-21,1279.5947265625
2023-02-22,1256.9451904296875
2023-02-23,1302.9158935546875
2023-02-24,1283.049560546875
2023-02-27,1285.6888427734375
2023-02-28,1290.439453125
2023-03-01,1284.9208984375
2023-03-02,1262.127685546875
2023-03-03,1266.350341796875
2023-03-06,1269.27783203125
2023-03-08,1261.0721435546875
2023-03-09,1258.240966796875
2023-03-10,1293.9906005859375
2023-03-13,1293.03076171875
2023-03-14,1263.375244140625
2023-03-15,1231.9923095703125
2023-03-16,1214.4775390625
2023-03-17,1233.1920166015625
2023-03-20,1292.598876953125
2023-03-21,1298.932861328125
2023-03-22,1280.7464599609375
2023-03-23,1281.9461669921875
2023-03-24,1262.6556396484375
2023-03-27,1266.6865234375
2023-03-28,1305.6029052734375
2023-03-29,1296.485595703125
2023-03-31,1310.8814697265625
2023-04-03,1300.228759765625
2023-04-05,1276.5234375
2023-04-06,1225.3226318359375
2023-04-10,1206.847900390625
2023-04-11,1166.7794189453125
2023-04-12,1219.852294921875
2023-04-13,1219.0367431640625
2023-04-17,1218.3646240234375
2023-04-18,1200.897705078125
2023-04-19,1226.7620849609375
2023-04-20,1204.7364501953125
2023-04-21,1196.6749267578125
2023-04-24,1203.536865234375
2023-04-25,1201.1854248046875
2023-04-26,1196.3870849609375
2023-04-27,1212.1263427734375
2023-04-28,1219.564208984375
2023-05-02,1235.8792724609375
2023-05-03,1208.767333984375
2023-05-04,1214.045654296875
2023-05-05,1232.3287353515625
2023-05-08,1238.8544921875
2023-05-09,1238.038818359375
2023-05-10,1232.5684814453125
2023-05-11,1240.1981201171875
2023-05-12,1248.6439208984375
2023-05-15,1310.2098388671875
2023-05-16,1325.56494140625
2023-05-17,1333.195068359375
2023-05-18,1327.29248046875
2023-05-19,1341.8804931640625
2023-05-22,1349.8463134765625
2023-05-23,1409.2049560546875
2023-05-24,1393.75341796875
2023-05-25,1400.5194091796875
2023-05-26,1382.716552734375
2023-05-29,1403.15869140625
2023-05-30,1373.8873291015625
2023-05-31,1379.26171875
2023-06-01,1398.0718994140625
2023-06-02,1437.75634765625
2023-06-05,1433.8697509765625
2023-06-06,1458.63037109375
2023-06-07,1469.37939453125
2023-06-08,1424.46435546875
2023-06-09,1430.9427490234375
2023-06-12,1437.708740234375
2023-06-13,1443.3707275390625
2023-06-14,1468.2276611328125
2023-06-15,1498.506591796875
2023-06-16,1510.935302734375
2023-06-19,1510.0714111328125
2023-06-20,1576.004150390625
2023-06-21,1551.0035400390625
2023-06-22,1511.8470458984375
2023-06-23,1491.452880859375
2023-06-26,1538.2872314453125
2023-06-27,1531.2332763671875
2023-06-28,1526.530517578125
2023-06-30,1528.929931640625
2023-07-03,1542.65380859375
2023-07-04,1545.4852294921875
2023-07-05,1544.4774169921875
2023-07-06,1547.3565673828125
2023-07-07,1517.0771484375
2023-07-10,1490.5892333984375
2023-07-11,1528.4022216796875
2023-07-12,1547.11669921875
2023-07-13,1570.53369140625
2023-07-14,1559.8809814453125
2023-07-17,1428.0633544921875
2023-07-18,1429.8387451171875
2023-07-19,1429.742919921875
2023-07-20,1429.3590087890625
2023-07-21,1430.36669921875
2023-07-24,1430.6546630859375
2023-07-25,1426.7197265625
2023-07-26,1466.2122802734375
2023-07-27,1475.7613525390625
2023-07-28,1440.3477783203125
2023-07-31,1439.676025390625
2023-08-01,1463.572998046875
2023-08-02,1438.3807373046875
2023-08-03,1432.91015625
2023-08-04,1424.4957275390625
2023-08-07,1424.7841796875
2023-08-08,1417.0906982421875
2023-08-09,1454.4029541015625
2023-08-10,1461.086181640625
2023-08-11,1456.6146240234375
2023-08-14,1461.759521484375
2023-08-16,1474.3089599609375
2023-08-17,1472.1455078125
2023-08-18,1476.71337890625
2023-08-21,1476.3287353515625
2023-08-22,1486.0892333984375
2023-08-23,1498.013916015625
2023-08-24,1489.2147216796875
2023-08-25,1471.03955078125
2023-08-28,1464.740966796875
2023-08-29,1472.7222900390625
2023-08-30,1499.3121337890625
2023-08-31,1510.2750244140625
2023-09-01,1494.0712890625
2023-09-04,1488.9742431640625
2023-09-05,1493.6864013671875
2023-09-06,1490.1717529296875
2023-09-07,1494.0716552734375
2023-09-08,1506.9261474609375
2023-09-11,1531.76904296875
2023-09-12,1510.3446044921875
2023-09-13,1522.236083984375
2023-09-14,1535.138916015625
2023-09-15,1532.6353759765625
2023-09-18,1521.7547607421875
2023-09-20,1519.732666015625
2023-09-21,1510.4888916015625
2023-09-22,1518.5772705078125
2023-09-25,1504.18212890625
2023-09-26,1493.9754638671875
2023-09-27,1502.88232421875
2023-09-28,1519.4920654296875
2023-09-29,1531.528076171875
2023-10-03,1504.8079833984375
2023-10-04,1501.87109375
2023-10-05,1504.470703125
2023-10-06,1500.04150390625
2023-10-09,1499.56005859375
2023-10-10,1502.641357421875
2023-10-11,1498.3564453125
2023-10-12,1524.691650390625
2023-10-13,1515.8328857421875
2023-10-16,1523.5841064453125
2023-10-17,1524.691650390625
2023-10-18,1524.017578125
2023-10-19,1514.96630859375
2023-10-20,1509.9112548828125
2023-10-23,1500.2342529296875
2023-10-25,1504.085693359375
2023-10-26,1495.4678955078125
2023-10-27,1520.59912109375
2023-10-30,1509.044677734375
2023-10-31,1495.564208984375
2023-11-01,1499.3675537109375
2023-11-02,1508.9482421875
2023-11-03,1501.7611083984375
2023-11-06,1504.751708984375
2023-11-07,1503.83544921875
2023-11-08,1503.9317626953125
2023-11-09,1500.1690673828125
2023-11-10,1500.2657470703125
2023-11-13,1499.5902099609375
2023-11-15,1505.427001953125
2023-11-16,1503.11181640625
2023-11-17,1502.0020751953125
2023-11-20,1495.3455810546875
2023-11-21,1498.2396240234375
2023-11-22,1493.802001953125
2023-11-23,1501.5198974609375
2023-11-24,1486.03564453125
2023-11-28,1476.629638671875
2023-11-29,1483.3826904296875
2023-11-30,1495.635009765625
2023-12-01,1485.6016845703125
2023-12-04,1501.3751220703125
2023-12-05,1500.1209716796875
2023-12-06,1505.2823486328125
2023-12-07,1498.7220458984375
2023-12-08,1488.737060546875
2023-12-11,1500.0245361328125
2023-12-12,1505.0411376953125
2023-12-13,1507.067138671875
2023-12-14,1526.12060546875
2023-12-15,1556.1722412109375
2023-12-18,1553.229736328125
2023-12-19,1549.94970703125
2023-12-20,1527.615966796875
2023-12-21,1530.1243896484375
2023-12-22,1538.855224609375
2023-12-26,1538.03515625
2023-12-27,1525.541748046875
2023-12-28,1532.825439453125
2023-12-29,1542.1837158203125
2024-01-01,1609.9083251953125
2024-01-02,1619.9415283203125
2024-01-03,1620.9544677734375
2024-01-04,1588.1533203125
2024-01-05,1611.017822265625
2024-01-08,1575.3704833984375
2024-01-09,1581.7861328125
2024-01-10,1576.0458984375
2024-01-11,1587.6710205078125
2024-01-12,1590.51708984375
2024-01-15,1590.51708984375
2024-01-16,1594.086669921875
2024-01-17,1567.6046142578125
2024-01-18,1537.93896484375
2024-01-19,1559.790283203125
2024-01-23,1566.3985595703125
2024-01-24,1510.10595703125
2024-01-25,1519.9464111328125
2024-01-29,1514.78515625
2024-01-30,1516.376953125
2024-01-31,1536.732666015625
2024-02-01,1526.390380859375
2024-02-02,1529.338623046875
2024-02-05,1524.5057373046875
2024-02-06,1549.2496337890625
2024-02-07,1559.83349609375
2024-02-08,1559.7852783203125
2024-02-09,1543.4503173828125
2024-02-12,1542.2421875
2024-02-13,1538.6173095703125
2024-02-14,1533.9781494140625
2024-02-15,1548.9598388671875
2024-02-16,1547.268310546875
2024-02-19,1558.33544921875
2024-02-20,1567.517822265625
2024-02-21,1542.7735595703125
2024-02-22,1552.970947265625
2024-02-23,1546.639892578125
2024-02-26,1543.595458984375
2024-02-27,1543.7886962890625
2024-02-28,1546.3016357421875
2024-02-29,1541.710693359375
2024-03-01,1540.9854736328125
2024-03-04,1528.42041015625
2024-03-05,1535.57275390625
2024-03-06,1538.03759765625
2024-03-07,1532.2381591796875
2024-03-11,1525.4725341796875
2024-03-12,1524.119140625
2024-03-13,1516.966552734375
2024-03-14,1505.7064208984375
2024-03-15,1514.6468505859375
2024-03-18,1531.2235107421875
2024-03-19,1525.95556640625
2024-03-20,1557.0306396484375
2024-03-21,1549.82958984375
2024-03-22,1547.026611328125
2024-03-26,1546.9781494140625
2024-03-27,1546.9300537109375
2024-03-28,1548.6697998046875
2024-04-01,1562.588134765625
2024-04-02,1563.6514892578125
2024-04-03,1562.781494140625
2024-04-04,1563.8446044921875
2024-04-05,1558.770263671875
2024-04-08,1558.963623046875
2024-04-09,1558.5770263671875
2024-04-10,1556.35400390625
2024-04-12,1547.7998046875
2024-04-15,1511.0224609375
2024-04-16,1524.119140625
2024-04-18,1486.2784423828125
2024-04-19,1487.77685546875
2024-04-22,1475.162841796875
2024-04-23,1469.073486328125
2024-04-24,1495.122314453125
2024-04-25,1507.7841796875
2024-04-26,1486.2784423828125
2024-04-29,1473.8095703125
2024-04-30,1472.98828125
2024-05-02,1498.843505859375
2024-05-03,1474.486328125
2024-05-06,1483.620361328125
2024-05-07,1407.9869384765625
2024-05-08,1373.9158935546875
2024-05-09,1359.852294921875
2024-05-10,1376.47705078125
2024-05-13,1372.03125
2024-05-14,1370.7745361328125
2024-05-15,1373.625732421875
2024-05-16,1387.737548828125
2024-05-17,1398.1763916015625
2024-05-21,1395.469970703125
2024-05-22,1389.4290771484375
2024-05-23,1390.154052734375
