Date,GODREJPROP
2016-12-14,298.85540771484375
2016-12-15,303.9308776855469
2016-12-16,304.1796875
2016-12-19,300.6467590332031
2016-12-20,296.914794921875
2016-12-21,293.0335693359375
2016-12-22,296.7655334472656
2016-12-23,292.3369445800781
2016-12-26,292.1876525878906
2016-12-27,300.149169921875
2016-12-28,300.6965026855469
2016-12-29,303.63232421875
2016-12-30,301.7414855957031
2017-01-02,312.19097900390625
2017-01-03,319.6549072265625
2017-01-04,322.09307861328125
2017-01-05,323.4366149902344
2017-01-06,314.6291809082031
2017-01-09,321.1974182128906
2017-01-10,320.1524963378906
2017-01-11,324.5810546875
2017-01-12,333.438232421875
2017-01-13,330.1043701171875
2017-01-16,333.6372985839844
2017-01-17,334.9310302734375
2017-01-18,333.9856262207031
2017-01-19,328.7608642578125
2017-01-20,326.42218017578125
2017-01-23,323.784912109375
2017-01-24,321.9935607910156
