Date,CROMPTON
2020-01-20,240.02658081054688
2020-01-21,239.97955322265625
2020-01-22,245.48281860351562
2020-01-23,244.6831817626953
2020-01-24,246.84686279296875
2020-01-27,246.37648010253906
2020-01-28,243.31912231445312
2020-01-29,242.9428253173828
2020-01-30,251.22120666503906
2020-01-31,267.5898742675781
2020-02-03,270.41204833984375
2020-02-04,267.0724792480469
2020-02-05,271.58795166015625
2020-02-06,266.8373107910156
2020-02-07,267.77801513671875
2020-02-10,264.7677307128906
2020-02-11,257.6181945800781
2020-02-12,265.5672912597656
2020-02-13,261.56927490234375
2020-02-14,265.1910400390625
2020-02-17,273.2812805175781
2020-02-18,269.2361755371094
2020-02-19,272.9990539550781
2020-02-20,273.70465087890625
2020-02-24,270.64727783203125
2020-02-25,269.8946838378906
2020-02-26,270.5531921386719
2020-02-27,266.5550842285156
2020-02-28,262.46295166015625
2020-03-02,259.6407165527344
2020-03-03,261.38116455078125
2020-03-04,253.6671142578125
2020-03-05,259.9700012207031
2020-03-06,255.54855346679688
2020-03-09,248.72828674316406
2020-03-11,238.89772033691406
2020-03-12,231.70114135742188
2020-03-13,231.98336791992188
2020-03-16,216.36727905273438
2020-03-17,208.6062774658203
2020-03-18,207.14816284179688
2020-03-19,198.58755493164062
2020-03-20,201.17454528808594
2020-03-23,179.30262756347656
2020-03-24,178.550048828125
2020-03-25,179.4437255859375
2020-03-26,183.818115234375
2020-03-27,181.18409729003906
2020-03-30,177.84451293945312
2020-03-31,196.42385864257812
2020-04-01,191.7672882080078
2020-04-03,194.73056030273438
2020-04-07,197.7408905029297
2020-04-08,198.3993682861328
2020-04-09,210.72293090820312
2020-04-13,200.2808380126953
2020-04-15,206.160400390625
2020-04-16,199.71641540527344
2020-04-17,205.07855224609375
2020-04-20,200.75120544433594
2020-04-21,203.19711303710938
2020-04-22,206.25448608398438
2020-04-23,214.62692260742188
