Date,THELEELA
2025-12-11,391.45001220703125
2025-12-12,397.6499938964844
2025-12-15,395.20001220703125
2025-12-16,414.0
2025-12-17,410.1499938964844
2025-12-18,413.1499938964844
2025-12-19,411.79998779296875
2025-12-22,413.3500061035156
2025-12-23,418.75
2025-12-24,420.95001220703125
2025-12-26,434.70001220703125
2025-12-29,424.70001220703125
2025-12-30,433.54998779296875
2025-12-31,433.54998779296875
2026-01-01,434.6499938964844
2026-01-02,445.1499938964844
2026-01-05,433.1499938964844
2026-01-06,419.95001220703125
2026-01-07,420.95001220703125
2026-01-08,418.54998779296875
2026-01-09,428.8999938964844
2026-01-12,432.79998779296875
2026-01-13,439.6000061035156
2026-01-14,452.25
2026-01-15,452.25
2026-01-16,441.1000061035156
2026-01-19,439.45001220703125
2026-01-20,418.8500061035156
2026-01-21,409.54998779296875
2026-01-22,405.3999938964844
2026-01-23,408.04998779296875
2026-01-27,409.5
2026-01-28,406.45001220703125
2026-01-29,401.5
2026-01-30,421.0
2026-02-02,429.95001220703125
2026-02-03,447.70001220703125
2026-02-04,444.04998779296875
2026-02-05,435.8500061035156
2026-02-06,433.70001220703125
2026-02-09,442.79998779296875
2026-02-10,443.70001220703125
2026-02-11,452.70001220703125
2026-02-12,447.29998779296875
2026-02-13,445.25
2026-02-16,437.75
2026-02-17,441.29998779296875
2026-02-18,442.0
2026-02-19,434.8500061035156
2026-02-20,435.45001220703125
2026-02-23,437.25
2026-02-24,437.79998779296875
2026-02-25,439.8999938964844
2026-02-26,441.0
2026-02-27,453.54998779296875
2026-03-02,442.45001220703125
2026-03-04,437.70001220703125
2026-03-05,433.0
2026-03-06,433.8500061035156
2026-03-09,432.25
2026-03-10,427.54998779296875
2026-03-11,436.29998779296875
2026-03-12,435.45001220703125
2026-03-13,432.20001220703125
2026-03-16,415.8999938964844
2026-03-17,407.8500061035156
2026-03-18,410.8999938964844
2026-03-19,407.3999938964844
2026-03-20,399.29998779296875
2026-03-23,393.75
2026-03-24,405.1499938964844
2026-03-25,414.75
2026-03-27,406.20001220703125
2026-03-30,409.6000061035156
2026-04-01,417.1499938964844
2026-04-02,415.8999938964844
2026-04-06,414.3999938964844
2026-04-07,414.1000061035156
2026-04-08,428.8500061035156
2026-04-09,424.95001220703125
2026-04-10,429.6000061035156
2026-04-13,429.79998779296875
2026-04-15,429.8500061035156
2026-04-16,427.95001220703125
2026-04-17,426.8999938964844
2026-04-20,429.6499938964844
2026-04-21,434.8500061035156
2026-04-22,432.54998779296875
2026-04-23,434.95001220703125
2026-04-24,429.04998779296875
2026-04-27,426.8999938964844
2026-04-28,419.79998779296875
2026-04-29,426.6499938964844
2026-04-30,428.25
2026-05-04,430.6499938964844
2026-05-05,419.79998779296875
2026-05-06,425.5
2026-05-07,420.75
2026-05-08,423.45001220703125
2026-05-11,413.95001220703125
2026-05-12,411.20001220703125
2026-05-13,413.6499938964844
2026-05-14,409.95001220703125
2026-05-15,414.1499938964844
2026-05-18,413.3500061035156
2026-05-19,407.1499938964844
2026-05-20,406.8999938964844
2026-05-21,406.79998779296875
2026-05-22,415.75
2026-05-25,414.3500061035156
2026-05-26,419.75
2026-05-27,414.45001220703125
2026-05-28,414.45001220703125
2026-05-29,413.3999938964844
2026-06-01,409.79998779296875
2026-06-02,409.45001220703125
2026-06-03,424.20001220703125
2026-06-04,417.8999938964844
2026-06-05,419.3500061035156
2026-06-08,409.20001220703125
2026-06-09,412.8500061035156
2026-06-10,409.95001220703125
2026-06-11,406.6499938964844
2026-06-12,429.79998779296875
2026-06-15,458.20001220703125
2026-06-16,457.8999938964844
2026-06-17,455.79998779296875
2026-06-18,457.6000061035156
2026-06-19,494.20001220703125
2026-06-22,495.3999938964844
2026-06-23,485.1499938964844
2026-06-24,488.5
2026-06-25,483.8999938964844
2026-06-26,483.8999938964844
2026-06-29,479.45001220703125
2026-06-30,475.45001220703125
2026-07-01,479.8999938964844
2026-07-02,476.25
2026-07-03,475.70001220703125
2026-07-06,502.20001220703125
2026-07-07,487.6499938964844
2026-07-08,480.6000061035156
2026-07-09,500.6000061035156
2026-07-10,501.0
2026-07-13,501.20001220703125
2026-07-14,493.6000061035156
2026-07-15,485.8500061035156
2026-07-16,485.25
2026-07-17,485.6499938964844
2026-07-20,492.54998779296875
2026-07-21,487.6499938964844
2026-07-22,491.04998779296875
2026-07-23,475.95001220703125
2026-07-24,474.70001220703125
2026-07-27,475.6000061035156
2026-07-28,475.6000061035156
2026-07-29,471.6499938964844
2026-07-30,468.1000061035156
2026-07-31,494.6000061035156
2026-08-03,501.79998779296875
2026-08-04,500.1000061035156
2026-08-05,502.25
2026-08-06,511.0
2026-08-07,518.0
2026-08-10,507.0
2026-08-11,512.25
2026-08-12,499.75
2026-08-13,508.45001220703125
2026-08-14,510.04998779296875
2026-08-17,503.0
2026-08-18,519.1500244140625
2026-08-19,532.7999877929688
2026-08-20,539.7000122070312
2026-08-21,561.7000122070312
2026-08-24,549.7000122070312
2026-08-25,554.9000244140625
2026-08-26,552.7999877929688
2026-08-27,553.7999877929688
2026-08-28,555.25
2026-08-31,570.4000244140625
2026-09-01,575.3499755859375
2026-09-02,569.9000244140625
2026-09-03,566.0499877929688
2026-09-04,554.0499877929688
2026-09-07,543.5
2026-09-08,542.5
2026-09-09,531.4500122070312
2026-09-10,554.1500244140625
2026-09-11,542.2999877929688
2026-09-15,522.4500122070312
2026-09-16,524.2000122070312
2026-09-17,530.0
2026-09-18,540.5499877929688
2026-09-21,537.4000244140625
