rule_id,param,label,cagr_pct,bench_cagr_pct,excess_cagr_pct,sharpe,max_dd_pct,win_rate_pct,avg_trade_pct,median_trade_pct,trades,avg_holding_days,worst_month,worst_year
H4_ABNORMAL_PROFIT,0.15,H4: Profit Exhaustion +15% AR,23.005683777192566,15.739489216059166,7.266194561133399,1.529432396224326,-19.023923402687803,62.295081967213115,5.322384886780871,5.403695374930186,305,49.75737704918033,2022-06 (-7.85%),2024 (+1.43%)
H4_ABNORMAL_PROFIT,0.2,H4: Profit Exhaustion +20% AR,24.331970812723736,15.188740363196263,9.143230449527472,1.5706393259632743,-19.79796200091817,61.5916955017301,5.966951471945195,4.313300799555777,289,54.73010380622837,2022-06 (-7.97%),2024 (+2.29%)
H4_ABNORMAL_PROFIT,0.25,H4: Profit Exhaustion +25% AR,25.35865688724357,15.188740363196263,10.169916524047306,1.606345241458158,-20.512950569070775,62.323943661971825,6.347158423736554,4.3281081602611255,284,56.514084507042256,2022-06 (-8.30%),2024 (+3.14%)
H5_NEXT_EARNINGS,1,H5-A: Exit 1d Before Next Earnings,26.026170201664755,15.497724877053098,10.528445324611656,1.5550883522023995,-20.53826477453339,61.56583629893239,6.560241643590703,4.313300799555777,281,59.612099644128115,2022-06 (-7.32%),2024 (+4.13%)
H5_NEXT_EARNINGS,3,H5-B: Exit 3d Before Next Earnings,26.782535954369923,15.687384323715525,11.0951516306544,1.5961658026444265,-21.00666584903935,61.92170818505338,6.754921007713984,4.310611354668983,281,59.238434163701065,2022-06 (-7.32%),2024 (+5.00%)
H5_NEXT_EARNINGS,5,H5-C: Exit 5d Before Next Earnings,26.90282336048886,15.687384323715525,11.215439036773333,1.6050682651513852,-19.422809925463213,62.4113475177305,6.786241225617597,4.277793013808697,282,58.5886524822695,2022-06 (-6.88%),2024 (+3.54%)
H6_VOLATILITY_RISK,DAILY_JUMP_2.5SIGMA,H6-A: Daily Loss > 2.5 Sigma,19.04081680769556,15.675819315657446,3.364997492038113,1.3498838555976496,-21.335400194277398,53.84615384615385,4.728115210210907,0.6789057904852203,312,45.34615384615385,2022-02 (-7.99%),2022 (-7.24%)
H6_VOLATILITY_RISK,DAILY_JUMP_3SIGMA,H6-B: Daily Loss > 3.0 Sigma,23.752882590343805,15.687384323715525,8.065498266628278,1.554347931476354,-18.734985803146643,57.432432432432435,5.864920175122057,3.0418554975348755,296,51.13513513513514,2022-06 (-7.66%),2022 (-2.56%)
H6_VOLATILITY_RISK,VOL_SPIKE_2X,H6-C: 10d Realized Vol > 2x Entry Vol,25.71968288009605,15.392072064118612,10.32761081597744,1.6142742813435804,-18.583970519880676,59.59595959595959,6.0591545084027745,3.1987271246311533,297,50.78787878787879,2022-06 (-7.14%),2024 (+1.83%)
H6_VOLATILITY_RISK,CHANDELIER_2.5ATR,H6-D: Chandelier Drop 2.5x ATR,4.7097052796447825,15.392072064118612,-10.682366784473828,0.7179706088520716,-15.466675240609117,39.6,0.8139268508890827,-2.413774018750662,500,11.13,2022-02 (-5.64%),2022 (-9.85%)
