symbol,event_date,entry_date,entry_open,event_src,ret_5d,xs_nifty_5d,ret_10d,xs_nifty_10d,ret_30d,xs_nifty_30d,ret_6m,xs_nifty_6m,ym,xs_univ_5d,xs_univ_10d,xs_univ_30d,xs_univ_6m,period,company,industry,filing_date,call_date,url,engine,split,n_words,mood_remarks,mood_qna,mood_all,n_sent_rem,n_sent_qa,rem_lm_negative,rem_lm_negative_p1k,rem_lm_positive,rem_lm_positive_p1k,rem_lm_uncertainty,rem_lm_uncertainty_p1k,rem_lm_litigious,rem_lm_litigious_p1k,rem_lm_constraining,rem_lm_constraining_p1k,rem_lm_strong_modal,rem_lm_strong_modal_p1k,rem_lm_weak_modal,rem_lm_weak_modal_p1k,rem_th_positive_guidance,rem_th_positive_guidance_p1k,rem_th_negative_caution,rem_th_negative_caution_p1k,rem_th_hedging_evasion,rem_th_hedging_evasion_p1k,rem_th_capital_actions,rem_th_capital_actions_p1k,rem_n_words,qa_lm_negative,qa_lm_negative_p1k,qa_lm_positive,qa_lm_positive_p1k,qa_lm_uncertainty,qa_lm_uncertainty_p1k,qa_lm_litigious,qa_lm_litigious_p1k,qa_lm_constraining,qa_lm_constraining_p1k,qa_lm_strong_modal,qa_lm_strong_modal_p1k,qa_lm_weak_modal,qa_lm_weak_modal_p1k,qa_th_positive_guidance,qa_th_positive_guidance_p1k,qa_th_negative_caution,qa_th_negative_caution_p1k,qa_th_hedging_evasion,qa_th_hedging_evasion_p1k,qa_th_capital_actions,qa_th_capital_actions_p1k,qa_n_words,sdate,surprise
HAL,2022-11-22,2022-11-23,1313.8445323214871,call_date,0.005146196884880716,-0.021111755316636227,-0.0048538826385865486,-0.02569613219854061,-0.09416222726145396,-0.08482070333486036,0.10782672466515653,0.09275414523967784,2022-11,0.025593336241580392,0.021416682171594627,-0.04027546913915074,0.12933439642838523,discovery,Hindustan Aeronautics Limited,,2022-11-22,2022-11-22,https://nsearchives.nseindia.com/corporate/HAL_22112022105742_TRANSCRIPT_15112022.pdf,pymupdf,split,10857,0.0952380952380952,0.12,0.108695652173913,21,25,0,0.0,5,9.541984732824428,0,0.0,2,3.816793893129771,16,30.53435114503817,3,5.7251908396946565,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,524,36.0,3.5611831041646056,128.0,12.661984370363044,78.0,7.715896725689979,19.0,1.879513304975764,33.0,3.264417845484222,137.0,13.552280146404197,51.0,5.045009397566525,7.0,0.692452270254229,1.0,0.0989217528934612,2.0,0.1978435057869225,1.0,0.0989217528934612,10109.0,2022-11-11,5.618113634629552
INDOCO,2022-12-31,2023-01-02,409.114929726,call_date,-0.018961385217310278,-0.014223453094388216,-0.04166664925209196,-0.02761067659102323,-0.10833337550823319,-0.07259757883670293,-0.21545892134348898,-0.2825339971149732,2023-01,0.013767514312894268,-0.017077267304200183,-0.00740711497651006,-0.2196991751063644,discovery,Indoco Remedies Limited,Pharmaceuticals,2023-01-31,2022-12-31,https://nsearchives.nseindia.com/corporate/INDOCO_31012023174544_TRANSCRIPTCALL.pdf,pymupdf,split,11896,0.36,0.04,0.2,25,25,20,12.135922330097088,31,18.810679611650485,3,1.8203883495145632,5,3.033980582524272,17,10.315533980582524,12,7.281553398058253,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1648,57.0,5.7465470309507,110.0,11.089827603589072,71.0,7.157979635043855,5.0,0.5040830728904123,27.0,2.7220485936082266,104.0,10.484927916120578,47.0,4.738380885169876,3.0,0.3024498437342474,3.0,0.3024498437342474,2.0,0.2016332291561649,6.0,0.6048996874684948,9919.0,2022-11-10,0.16381791980211366
INFY,2023-01-17,2023-01-18,1386.7248215371396,filing_date,-0.0011329825422470297,0.017901889938978344,0.025246655479646885,0.06578304577212057,-0.04699801060243669,0.009841515206820195,-0.12442918566632033,-0.21692353630496497,2023-01,0.031595916987957516,0.04983603742753866,0.05392824992928644,-0.12866943942919576,discovery,Infosys Limited,Computers - Software,2023-01-17,,https://nsearchives.nseindia.com/corporate/INFY_17012023091119_Transcript_Q3.pdf,pymupdf,split,13716,0.52,0.16,0.34,25,25,14,6.792819019893256,68,32.99369238233867,10,4.85201358563804,0,0.0,6,2.911208151382824,11,5.337214944201844,1,0.485201358563804,0,0.0,2,0.970402717127608,0,0.0,3,1.455604075691412,2061,44.0,3.8098536669841545,247.0,21.3871330851156,75.0,6.494068750541173,1.0,0.0865875833405489,9.0,0.7792882500649407,73.0,6.320893583860075,39.0,3.37691575028141,3.0,0.2597627500216469,4.0,0.3463503333621958,3.0,0.2597627500216469,0.0,0.0,11549.0,2023-01-12,2.134152736374906
BANDHANBNK,2023-01-24,2023-01-25,239.2346996142725,filing_date,-0.081578944111933,-0.05966020591414034,-0.020040473836053452,-0.010690983493678141,-0.08967609111191555,-0.057241236001003615,-0.07773284552865323,-0.20159299534459652,2023-01,-0.04885004458172846,0.004548908111838324,0.011250169419807582,-0.08197309929152866,discovery,Bandhan Bank Limited,,2023-01-24,,https://nsearchives.nseindia.com/corporate/BANDHANBNK_24012023124313_SE_Disclosure_Earnings_Call_Transcript_final.pdf,pymupdf,split,10537,0.2533333333333333,0.12,0.1866666666666666,75,75,5,1.4997000599880024,97,29.09418116376725,4,1.1997600479904018,2,0.5998800239952009,23,6.898620275944811,22,6.598680263947211,2,0.5998800239952009,1,0.2999400119976004,0,0.0,0,0.0,0,0.0,3334,26.0,3.681155316437774,84.0,11.892963330029731,54.0,7.645476426447685,3.0,0.4247486903582047,20.0,2.8316579357213647,71.0,10.052385671810844,33.0,4.672235593940252,0.0,0.0,1.0,0.1415828967860682,0.0,0.0,0.0,0.0,7063.0,,
RALLIS,2023-01-26,2023-01-27,202.6481936115866,filing_date,-0.03189232176022816,-0.037781496368204714,-0.022915194572579622,-0.03240106828474287,-0.06850937472490659,-0.040253437650333956,0.021140669076692875,-0.11225316947521558,2023-01,0.0008365777699763863,0.0016741873753121535,0.03241688580681654,0.016900415313817453,discovery,Rallis India Limited,Pesticides And Agrochemicals,2023-01-26,,https://nsearchives.nseindia.com/corporate/RALLIS_26012023222020_Transcript_19012023_upload.pdf,pymupdf,split,8867,0.16,0.16,0.16,25,25,11,9.267059814658804,24,20.219039595619208,7,5.8972198820556025,3,2.527379949452401,10,8.424599831508003,2,1.6849199663016006,3,2.527379949452401,0,0.0,3,2.527379949452401,0,0.0,0,0.0,1187,65.0,8.48010437051533,100.0,13.04631441617743,56.0,7.30593607305936,15.0,1.9569471624266144,8.0,1.0437051532941943,74.0,9.654272667971298,38.0,4.957599478147423,0.0,0.0,13.0,1.6960208741030658,1.0,0.1304631441617743,10.0,1.304631441617743,7665.0,2023-01-19,-0.17134147207923894
AARTIDRUGS,2023-01-30,2023-01-31,400.68760392937503,call_date,-0.030078864019304263,-0.027849276794236544,-0.06357124755838073,-0.06580753024058072,-0.19111445071112365,-0.1499239984329943,0.4176815522761468,0.2867786698818513,2023-01,0.0026500355109002824,-0.038981865610488955,-0.09018819017940052,0.4134412985132714,discovery,Aarti Drugs Limited,Pharmaceuticals,2023-02-03,2023-01-30,https://nsearchives.nseindia.com/corporate/AARTIDRUGS_03022023211726_AARTIDRUGS.pdf,pymupdf,split,6957,0.4,0.2,0.3,25,25,13,8.801624915368992,21,14.218009478672986,12,8.124576844955993,0,0.0,19,12.863913337846988,9,6.0934326337169935,2,1.3540961408259986,1,0.6770480704129993,2,1.3540961408259986,1,0.6770480704129993,6,4.062288422477996,1477,53.0,9.89544436146378,33.0,6.161314413741598,30.0,5.601194921583272,7.0,1.3069454817027633,15.0,2.800597460791636,64.0,11.949215832710978,18.0,3.3607169529499625,1.0,0.186706497386109,5.0,0.9335324869305452,0.0,0.0,7.0,1.3069454817027633,5356.0,,
INDIANB,2023-02-01,2023-02-02,265.30318819670924,filing_date,-0.020478034737043127,-0.03332895862884466,-0.014505265478847784,-0.030971564655364325,-0.06860073235450592,-0.04039541408018221,0.3817534200707784,0.23957449100356532,2023-02,0.015053074040450566,-0.015420467083641556,-0.04605927628971514,0.032645205514402864,discovery,Indian Bank,Banks,2023-02-01,,https://nsearchives.nseindia.com/corporate/INDIANB_01022023210452_SE_Q3_FY23_transcript.pdf,pymupdf,split,7828,0.12,0.04,0.08,25,25,12,9.23076923076923,27,20.76923076923077,0,0.0,2,1.5384615384615383,4,3.076923076923077,4,3.076923076923077,0,0.0,0,0.0,1,0.7692307692307693,0,0.0,0,0.0,1300,25.0,3.930817610062893,80.0,12.57861635220126,26.0,4.088050314465409,3.0,0.4716981132075472,14.0,2.20125786163522,58.0,9.119496855345911,18.0,2.830188679245283,0.0,0.0,2.0,0.3144654088050314,0.0,0.0,0.0,0.0,6360.0,2023-01-25,0.09772645709676861
SSWL,2023-02-03,2023-02-06,141.77305811329632,filing_date,0.06849795319398755,0.07075117818503152,0.07788593672540012,0.07758461391827676,0.0031293849033278143,0.03813974705986167,0.623087596651799,0.4887846734857668,2023-02,0.10402906197148123,0.07697073512060634,0.025670840968118596,0.2739793820954235,discovery,Steel Strips Wheels Limited,Auto Ancillaries,2023-02-03,,https://nsearchives.nseindia.com/corporate/SSWL_03022023121315_TranscriptOfConferenceCall31012023SIGNED.pdf,pymupdf,split,9034,0.04,0.08,0.06,25,25,6,5.385996409335728,14,12.567324955116696,1,0.8976660682226212,0,0.0,16,14.36265709156194,7,6.283662477558348,1,0.8976660682226212,0,0.0,0,0.0,0,0.0,0,0.0,1114,46.0,5.937782367368014,74.0,9.552084677939847,51.0,6.583193494255841,6.0,0.7744933522653931,23.0,2.968891183684007,98.0,12.65005808700142,38.0,4.9051245643474894,0.0,0.0,2.0,0.258164450755131,3.0,0.3872466761326965,20.0,2.58164450755131,7747.0,,
AJMERA,2023-02-03,2023-02-06,53.504592972218575,filing_date,-0.07623720464843997,-0.073983979657396,-0.012190727321476746,-0.012492050128600107,0.0027293049288394933,0.03773966708537335,0.38919804493685883,0.2548951217708266,2023-02,-0.04070609587094628,-0.013105928926270518,0.025270760993630275,0.040089830380483304,discovery,Ajmera Realty & Infra India Limited,Construction,2023-02-03,,https://nsearchives.nseindia.com/corporate/AJMERA_03022023185633_Intimation.pdf,pymupdf,split,6249,0.44,0.24,0.34,25,25,2,0.8609556607834696,47,20.232458028411536,7,3.013344812742144,2,0.8609556607834696,9,3.874300473525613,8,3.4438226431338785,4,1.7219113215669393,0,0.0,1,0.4304778303917348,0,0.0,4,1.7219113215669393,2323,6.0,1.5641293013555788,36.0,9.384775808133472,36.0,9.384775808133472,0.0,0.0,5.0,1.3034410844629822,35.0,9.124087591240876,18.0,4.692387904066736,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2606882168925964,3836.0,,
EMAMILTD,2023-02-07,2023-02-08,388.2700452851086,call_date,-0.050683354235176004,-0.05143859601235634,-0.043739696239831094,-0.022020672797392504,-0.11293151938178969,-0.07136327813028431,0.2601925370483902,0.1406014988072053,2023-02,-0.01515224545768231,-0.04465489784462486,-0.0903900633169989,-0.08891567750798535,discovery,Emami Limited,Personal Care,2023-02-07,2023-02-07,https://nsearchives.nseindia.com/corporate/EMAMILTD_07022023182646_Emami_Concall_transcription_Q3FY23.pdf,pymupdf,whole,5803,0.2,,0.2,25,0,57,10.049365303244006,99,17.454160789844853,39,6.875881523272215,0,0.0,26,4.58392101551481,38,6.699576868829337,19,3.3497884344146684,1,0.1763046544428773,15,2.6445698166431595,4,0.7052186177715092,0,0.0,5672,,,,,,,,,,,,,,,,,,,,,,,,2023-02-03,0.20775191133688362
MOTHERSON,2023-02-08,2023-02-09,53.43323481916756,call_date,-0.02196462294518442,-0.025534126807434054,0.004881067040445997,0.029055889563250226,-0.20988416727721382,-0.15991111320571727,0.1849772073324436,0.06369058914627068,2023-02,0.013566485832309273,0.003965865435652226,-0.18734271121242305,-0.16413100722393192,discovery,Samvardhana Motherson International Limited,,2023-02-15,2023-02-08,https://nsearchives.nseindia.com/corporate/MOTHERSON_15022023121408_Disclosure.pdf,pymupdf,split,6701,0.36,-0.04,0.16,25,25,11,8.737092930897537,44,34.94837172359015,6,4.765687053216839,2,1.5885623510722795,12,9.531374106433676,9,7.148530579825258,1,0.7942811755361397,1,0.7942811755361397,1,0.7942811755361397,0,0.0,2,1.5885623510722795,1259,34.0,6.367041198501872,80.0,14.9812734082397,44.0,8.239700374531836,5.0,0.9363295880149812,15.0,2.808988764044944,50.0,9.363295880149812,23.0,4.307116104868914,6.0,1.1235955056179776,2.0,0.3745318352059925,0.0,0.0,2.0,0.3745318352059925,5340.0,,
FSL,2023-02-09,2023-02-10,109.89130691747086,call_date,0.022061984559311965,0.02285448048861327,0.004753483219563037,0.030419695921474643,-0.0411137051397753,0.009043295629411863,0.27909190340396584,0.1601242791935482,2023-02,0.05759309333680566,0.003838281614769266,-0.01857224907498452,-0.0700163111524097,discovery,Firstsource Solutions Limited,Computers - Software,2023-02-09,2023-02-09,https://nsearchives.nseindia.com/corporate/FSL_09022023190654_EarningTranscritQ3FY2023.pdf,pymupdf,split,7469,0.4,0.04,0.22,25,25,16,6.123230003827019,67,25.64102564102564,15,5.740528128587831,6,2.296211251435132,15,5.740528128587831,13,4.975124378109452,1,0.3827018752391887,0,0.0,0,0.0,0,0.0,1,0.3827018752391887,2613,41.0,8.600797147052655,75.0,15.733165512901197,31.0,6.503041745332494,5.0,1.0488777008600798,11.0,2.3075309418921752,38.0,7.971470526536605,18.0,3.775959723096287,0.0,0.0,4.0,0.8391021606880638,3.0,0.6293266205160478,0.0,0.0,4767.0,2023-02-02,0.2702428564708443
WONDERLA,2023-02-14,2023-02-15,423.7010069939641,filing_date,-0.03268200827388401,-0.01022470374884521,-0.021167682106926322,0.0037531105976911228,-0.0038381037173292887,0.028197216253547652,0.4898215514756965,0.365776111588465,2023-02,0.002849100503609682,-0.022082883711720094,0.018703352347461493,0.14071333691932097,discovery,Wonderla Holidays Limited,,2023-02-14,,https://nsearchives.nseindia.com/corporate/WONDERLA_14022023153830_WonderlaQ3ConcallTranscript.pdf,pymupdf,split,4706,0.4,0.2,0.3,25,25,1,1.392757660167131,30,41.78272980501393,0,0.0,0,0.0,7,9.749303621169917,4,5.571030640668524,0,0.0,1,1.392757660167131,0,0.0,0,0.0,0,0.0,718,6.0,1.5727391874180865,46.0,12.057667103538662,30.0,7.863695937090433,0.0,0.0,13.0,3.407601572739188,49.0,12.844036697247706,23.0,6.028833551769331,0.0,0.0,2.0,0.5242463958060288,0.0,0.0,4.0,1.0484927916120577,3815.0,,
IPCALAB,2023-02-16,2023-02-17,845.8812240762198,call_date,-0.05684996308304746,-0.031956518356825336,-0.06206090380214935,-0.04678492647617849,-0.05122946658115424,-0.03159796954204108,0.034484800731789056,-0.09389472599284021,2023-02,-0.021318854305553768,-0.06297610540694312,-0.028688010516363455,-0.3146234138245865,discovery,IPCA Laboratories Limited,Pharmaceuticals,2023-02-20,2023-02-16,https://nsearchives.nseindia.com/corporate/IPCALAB_20022023121638_IpcaConcallTranscript16022023.pdf,pymupdf,whole,11843,0.1333333333333333,,0.1333333333333333,75,0,54,4.652364952184027,111,9.563194623933834,97,8.357025932626863,9,0.7753941586973379,33,2.843111915223572,110,9.477039717411907,78,6.720082708710261,1,0.0861549065219264,1,0.0861549065219264,0,0.0,6,0.5169294391315585,11607,,,,,,,,,,,,,,,,,,,,,,,,2023-02-14,-0.5450638287056674
KNRCON,2023-02-17,2023-02-20,255.5935149308301,call_date,-0.019466589264384715,0.006636840429730784,0.07747705866547361,0.08133617578783736,-0.014989370251840772,-0.002976905939469865,0.03659727186311601,-0.08939804899921078,2023-02,0.016064519513108978,0.07656185706067983,0.0075520858129500094,-0.3125109426932595,discovery,KNR Constructions Limited,Construction,2023-02-17,2023-02-17,https://nsearchives.nseindia.com/corporate/KNRCON_17022023114410_Transcript10022023.pdf,pymupdf,split,13073,0.28,0.08,0.18,25,25,11,5.47536087605774,26,12.941762070681932,6,2.9865604778496766,4,1.991040318566451,21,10.452961672473869,10,4.977600796416128,2,0.9955201592832256,9,4.479840716774515,0,0.0,1,0.4977600796416127,1,0.4977600796416127,2009,80.0,7.660633917456669,90.0,8.618213157138753,101.0,9.671550320789043,11.0,1.053337163650292,32.0,3.064253566982668,122.0,11.68246672412142,78.0,7.469118069520253,9.0,0.8618213157138753,4.0,0.3830316958728335,1.0,0.0957579239682083,5.0,0.4787896198410418,10443.0,2023-02-10,2.2940968619438284
ETERNAL,2023-02-17,2023-02-20,51.900001525878906,filing_date,0.03275523888750764,0.05885866858162314,0.03949902074739553,0.04335813786975928,0.004816955542387369,0.016829419854758276,0.7533718174290351,0.6273764965667084,2023-02,0.06828634766500133,0.03858381914260176,0.02735841160717815,0.4042636028726596,discovery,ETERNAL LIMITED,,2023-02-17,,https://nsearchives.nseindia.com/corporate/ZOMATO_17022023165806_ZomatoTranscriptIntimationSigned.pdf,pymupdf,whole,7598,-0.12,,-0.12,25,0,44,5.790235557310172,120,15.791551519936831,46,6.053428082642453,3,0.3947887879984208,15,1.973943939992104,47,6.185024345308594,33,4.342676667982629,3,0.3947887879984208,21,2.763521515988946,2,0.2631925253322805,0,0.0,7599,,,,,,,,,,,,,,,,,,,,,,,,,
ZEEL,2023-02-17,2023-02-20,204.92151032521943,filing_date,-0.15281313685461384,-0.12670970716049834,-0.09516092431700729,-0.09130180719464354,-0.016207474148554724,-0.004195009836183816,0.23060891711573417,0.10461359625340738,2023-02,-0.11728202807712015,-0.09607612592180106,0.006333981916236058,-0.11849929744064136,discovery,Zee Entertainment Enterprises Limited,Media & Entertainment,2023-02-17,,https://nsearchives.nseindia.com/corporate/ZEEL_17022023164849_TranscriptFeb132023.pdf,pymupdf,split,8243,0.0,0.0,0.0,25,25,1,1.6778523489932886,3,5.033557046979865,5,8.389261744966444,2,3.355704697986577,9,15.100671140939598,5,8.389261744966444,4,6.711409395973154,0,0.0,0,0.0,0,0.0,0,0.0,596,30.0,3.990953837967274,118.0,15.69775176267128,44.0,5.853398962352002,19.0,2.5276040973792737,6.0,0.7981907675934549,68.0,9.04616203272582,24.0,3.1927630703738195,1.0,0.1330317945989091,10.0,1.3303179459890917,1.0,0.1330317945989091,0.0,0.0,7517.0,2023-02-14,-0.40023201234701783
ROHLTD,2023-02-18,2023-02-20,234.7983758894195,filing_date,-0.06303128082913878,-0.03692785113502328,-0.008293635681554945,-0.004434518559191192,0.11714695545858045,0.12915941977095136,0.20796168343100896,0.08196636256868217,2023-02,-0.027500172051645087,-0.009208837286348717,0.13968841152337122,-0.14114653112536657,discovery,Royal Orchid Hotels Limited,Hotels,2023-02-18,,https://nsearchives.nseindia.com/corporate/ROHLTD_18022023121920_TransciptInvestorsMeetFinal.pdf,pymupdf,split,6600,0.0,0.28,0.1489361702127659,22,25,0,0.0,2,5.221932114882507,0,0.0,2,5.221932114882507,10,26.109660574412533,2,5.221932114882507,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,383,10.0,1.6716817118020728,69.0,11.534603811434303,51.0,8.525576730190572,1.0,0.1671681711802073,19.0,3.1761952524239385,68.0,11.367435640254095,39.0,6.519558676028084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1671681711802073,5982.0,,
VIYASH,2023-02-21,2023-02-22,68.5,filing_date,-0.08905107261490652,-0.08653099017658228,0.08175180254191372,0.07481052284337131,0.07591236420791514,0.06466551856211433,0.3474453000256612,0.19607710951967228,2023-02,-0.05351996383741283,0.08083660093711995,0.09845382027270592,-0.0016629145307143212,discovery,Viyash Scientific Limited,,2023-02-21,,https://nsearchives.nseindia.com/corporate/SEQUENT_21022023112527_SEEarningCallQ3FY23.pdf,pymupdf,whole,7991,0.04,,0.04,25,0,35,4.448398576512456,125,15.88713777325877,27,3.431621759023894,6,0.762582613116421,36,4.575495678698526,51,6.4819522114895785,16,2.0335536349771224,2,0.2541942043721403,6,0.762582613116421,0,0.0,2,0.2541942043721403,7868,,,,,,,,,,,,,,,,,,,,,,,,,
SHYAMMETL,2023-02-21,2023-02-22,282.05174186820534,filing_date,-0.037493432039899965,-0.03497334960157572,-0.016316711525285688,-0.0232579912238281,-0.0005208110959574741,-0.011767656741758281,0.6689229522729805,0.5175547617669916,2023-02,-0.0019623232624062723,-0.01723191313007946,0.022020644968833308,0.31981473771660496,discovery,Shyam Metalics and Energy Limited,,2023-02-21,2022-12-31,https://nsearchives.nseindia.com/corporate/SHYAMMETL_21022023171144_SMELConcalTranscript21022023.pdf,pymupdf,whole,11331,0.16,,0.16,25,0,53,4.812057381514436,131,11.89395315053568,84,7.62665698202288,2,0.1815870710005447,43,3.904122026511713,81,7.354276375522063,45,4.085709097512257,1,0.0907935355002723,2,0.1815870710005447,1,0.0907935355002723,26,2.360631923007082,11014,,,,,,,,,,,,,,,,,,,,,,,,,
LTM,2023-05-02,2023-05-03,4316.056698593472,filing_date,0.01243877669320792,2.4202578887910775e-05,0.04443367539785226,0.03461788110076647,0.08118778304238239,0.02831865157161695,0.11921280808804124,0.013533459550427729,2023-05,-0.03748917507170212,-0.0483507242754079,-0.08735995843442496,-0.2527267708108365,discovery,LTM Limited,,2023-05-02,,https://nsearchives.nseindia.com/corporate/LTIM_02052023192952_Intimationoftranscriptofearningscall.pdf,pymupdf,whole,6627,0.2,,0.2,25,0,36,5.470293268500228,155,23.55265157270932,30,4.55857772375019,0,0.0,9,1.367573317125057,43,6.533961404041939,18,2.735146634250114,2,0.303905181583346,2,0.303905181583346,0,0.0,0,0.0,6581,,,,,,,,,,,,,,,,,,,,,,,,,
SBILIFE,2023-05-03,2023-05-04,1131.1829059143872,filing_date,0.04261406432578374,0.03751523598525597,0.013852862651505315,0.01670249427657422,0.09160479798963239,0.049233566935787954,0.16922475467832343,0.06566109234993411,2023-05,-0.007313887439126303,-0.07893153702175484,-0.07694294348717495,-0.2027148242205543,discovery,SBI Life Insurance Company Limited,,2023-05-03,,https://nsearchives.nseindia.com/corporate/SBILIFE_03052023172126_EC_Transcript.pdf,pymupdf,whole,8450,0.16,,0.16,25,0,20,2.4295432458697763,172,20.89407191448008,61,7.410106899902818,22,2.672497570456754,36,4.373177842565598,65,7.896015549076774,27,3.2798833819241984,1,0.1214771622934888,1,0.1214771622934888,0,0.0,0,0.0,8232,,,,,,,,,,,,,,,,,,,,,,,,,
MPHASIS,2023-05-05,2023-05-08,1673.8981307175936,call_date,0.01416535804514818,0.006218303835348493,0.07058190164599187,0.06559716699074247,0.018515453237509583,-0.02783480053669285,0.22964956331384467,0.11551923421764387,2023-05,-0.03576259371976186,-0.022202498027268286,-0.15003228823929776,-0.14229001558503307,discovery,MphasiS Limited,Computers - Software,2023-05-05,2023-05-05,https://nsearchives.nseindia.com/corporate/MPHASIS_05052023163759_IntimationofTranscript5May2023.pdf,pymupdf,split,9829,0.56,0.32,0.44,25,25,27,9.252912954078136,64,21.93283070596299,15,5.140507196710075,4,1.3708019191226868,15,5.140507196710075,10,3.427004797806717,6,2.0562028786840303,0,0.0,3,1.0281014393420151,0,0.0,0,0.0,2918,61.0,8.755561934835654,129.0,18.51586048514425,48.0,6.889622506100187,0.0,0.0,15.0,2.1530070331563085,76.0,10.908568967991965,22.0,3.157743648629252,2.0,0.2870676044208411,6.0,0.8612028132625233,1.0,0.1435338022104205,1.0,0.1435338022104205,6967.0,2023-04-28,0.3003034258167777
KPRMILL,2023-05-05,2023-05-08,559.778488208559,filing_date,0.00963889325131051,0.001691839041510823,0.00963889325131051,0.004654158596061109,0.11733268506113337,0.07098243128693094,0.3577675603397792,0.2436372312435784,2023-05,-0.040289058513599534,-0.08314550642194965,-0.051215056415673976,-0.014172018559098554,discovery,K.P.R. Mill Limited,Textile Products,2023-05-05,,https://nsearchives.nseindia.com/corporate/KPRMILL_05052023160355_4QCONCALLTRANSCRIPT.pdf,pymupdf,split,9735,0.08,0.04,0.06,25,25,4,5.256241787122208,13,17.082785808147175,5,6.570302233902759,2,2.628120893561104,17,22.339027595269386,9,11.826544021024969,5,6.570302233902759,1,1.314060446780552,0,0.0,0,0.0,0,0.0,761,25.0,2.852904256533151,84.0,9.585758301951389,110.0,12.552778728745864,0.0,0.0,39.0,4.450530640191715,95.0,10.841036174825971,81.0,9.243409791167409,17.0,1.9399748944425423,0.0,0.0,1.0,0.114116170261326,6.0,0.6846970215679562,8763.0,2023-05-04,-0.06994318755012664
CONTROLPR,2023-05-09,2023-05-10,578.6245004203778,filing_date,-0.014190317140920006,-0.01162340445151333,-0.019387895686034384,-0.022614317429142772,0.0522233740167628,0.0021200832605579034,0.4455781942201371,0.3322428564965423,2023-05,-0.06411826890583006,-0.11217229535929454,-0.11632436746004454,0.07363861532125937,discovery,Control Print Limited,,2023-05-09,,https://nsearchives.nseindia.com/corporate/CONTROLPR_09052023163342_IntimationTranscriptFinalsigned.pdf,pymupdf,split,13780,0.32,0.12,0.22,25,25,3,1.7301038062283738,31,17.87773933102653,16,9.22722029988466,5,2.883506343713956,29,16.724336793540946,9,5.190311418685121,9,5.190311418685121,0,0.0,0,0.0,1,0.5767012687427913,0,0.0,1734,28.0,2.3767082590612003,89.0,7.554536966301672,114.0,9.67659791189203,5.0,0.4244121891180715,43.0,3.649944826415415,117.0,9.931245225362872,83.0,7.045242339359986,1.0,0.0848824378236142,1.0,0.0848824378236142,3.0,0.2546473134708429,4.0,0.3395297512944571,11781.0,,
VESUVIUS,2023-05-10,2023-05-11,189.95919014501573,filing_date,0.2127422531071863,0.22065039083601046,0.27624418027898767,0.2716459001132687,0.19785731963769737,0.1554427058900021,0.8434609152732544,0.7289850514004306,2023-05,0.16281430134227626,0.1834597806057275,0.029309578160890026,0.47152133637437665,discovery,Vesuvius India Limited,Refractories,2023-05-10,,https://nsearchives.nseindia.com/corporate/VESUVIUS_10052023143611_Outcome_InvestorsMeet_03052023_Transcript.pdf,pymupdf,whole,11679,0.08,,0.08,25,0,29,2.52020509255236,144,12.514121838880682,113,9.82010949856609,5,0.4345181194055792,36,3.1285304597201704,102,8.864169635873816,64,5.561831928391414,1,0.0869036238811158,1,0.0869036238811158,0,0.0,8,0.6952289910489268,11507,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28,1.3996925574195045
DCMSHRIRAM,2023-05-12,2023-05-15,814.9901319620194,filing_date,0.004534605891127308,0.007473569343798503,0.022971340578655797,0.008652736361211222,0.08621718460555416,0.05300432519347553,0.08144515117382767,-0.04449618531497901,2023-05,-0.045393345873782735,-0.06981305909460436,-0.08233055687125318,-0.2904944277250501,discovery,DCM Shriram Limited,,2023-05-12,,https://nsearchives.nseindia.com/corporate/DCMSHRIRAM_12052023154728_StockExchangeIntimation.pdf,pymupdf,split,7584,0.1666666666666666,0.2,0.1860465116279069,18,25,0,0.0,5,13.297872340425531,2,5.319148936170213,2,5.319148936170213,5,13.297872340425531,3,7.978723404255319,2,5.319148936170213,0,0.0,0,0.0,0,0.0,0,0.0,376,40.0,5.656108597285068,120.0,16.968325791855204,25.0,3.535067873303168,0.0,0.0,4.0,0.5656108597285068,61.0,8.625565610859729,16.0,2.262443438914027,3.0,0.4242081447963801,4.0,0.5656108597285068,1.0,0.1414027149321267,12.0,1.6968325791855203,7072.0,2023-05-03,-0.7934687860672621
