symbol,event_date,entry_date,entry_open,event_src,ret_5d,xs_nifty_5d,ret_10d,xs_nifty_10d,ret_30d,xs_nifty_30d,ret_6m,xs_nifty_6m,ym,xs_univ_5d,xs_univ_10d,xs_univ_30d,xs_univ_6m,period,company,industry,filing_date,call_date,url,engine,split,n_words,mood_remarks,mood_qna,mood_all,n_sent_rem,n_sent_qa,rem_lm_negative,rem_lm_negative_p1k,rem_lm_positive,rem_lm_positive_p1k,rem_lm_uncertainty,rem_lm_uncertainty_p1k,rem_lm_litigious,rem_lm_litigious_p1k,rem_lm_constraining,rem_lm_constraining_p1k,rem_lm_strong_modal,rem_lm_strong_modal_p1k,rem_lm_weak_modal,rem_lm_weak_modal_p1k,rem_th_positive_guidance,rem_th_positive_guidance_p1k,rem_th_negative_caution,rem_th_negative_caution_p1k,rem_th_hedging_evasion,rem_th_hedging_evasion_p1k,rem_th_capital_actions,rem_th_capital_actions_p1k,rem_n_words,qa_lm_negative,qa_lm_negative_p1k,qa_lm_positive,qa_lm_positive_p1k,qa_lm_uncertainty,qa_lm_uncertainty_p1k,qa_lm_litigious,qa_lm_litigious_p1k,qa_lm_constraining,qa_lm_constraining_p1k,qa_lm_strong_modal,qa_lm_strong_modal_p1k,qa_lm_weak_modal,qa_lm_weak_modal_p1k,qa_th_positive_guidance,qa_th_positive_guidance_p1k,qa_th_negative_caution,qa_th_negative_caution_p1k,qa_th_hedging_evasion,qa_th_hedging_evasion_p1k,qa_th_capital_actions,qa_th_capital_actions_p1k,qa_n_words,sdate,surprise
LALPATHLAB,2023-05-16,2023-05-17,988.0235638184756,filing_date,0.0030639121802165104,-0.002744331506721709,-0.0034313584831145993,-0.02547481010971453,0.08137459784377254,0.026218971269761138,0.3297092354151203,0.18877181340667382,2023-05,-0.04686403958469353,-0.09621575815637476,-0.0871731436330348,-0.042230343483757427,discovery,Dr. Lal Path Labs Ltd.,,2023-05-16,,https://nsearchives.nseindia.com/corporate/LALPATHLAB_16052023195919_FINALConcall16052023.pdf,pymupdf,split,9400,0.36,0.16,0.26,25,25,12,4.647560030983733,46,17.815646785437647,12,4.647560030983733,2,0.774593338497289,7,2.7110766847405112,15,5.809450038729667,5,1.9364833462432225,0,0.0,0,0.0,0,0.0,0,0.0,2582,12.0,1.7777777777777777,94.0,13.925925925925926,52.0,7.703703703703703,2.0,0.2962962962962963,2.0,0.2962962962962963,36.0,5.333333333333333,23.0,3.4074074074074074,2.0,0.2962962962962963,4.0,0.5925925925925926,2.0,0.2962962962962963,0.0,0.0,6750.0,2023-05-11,-0.068176975653335
BANSWRAS,2023-05-20,2023-05-22,157.44567880473102,call_date,-0.04756095017565798,-0.06486938670816578,0.11676836174890104,0.09383879518543359,0.024695105976274334,-0.04316157617026839,-0.04648481016955375,-0.18346236434912033,2023-05,-0.09748890194056803,0.02398396207564088,-0.143852635500533,-0.4184243890684315,discovery,Banswara Syntex Limited,Textiles - Synthetic,2023-05-20,2023-05-20,https://nsearchives.nseindia.com/corporate/BANSWRAS_20052023191749_Transcripton16052023.pdf,pymupdf,split,6541,0.2,0.24,0.22,25,25,8,3.417343015805212,51,21.785561725758225,19,8.116189662537376,3,1.2815036309269543,14,5.98035027765912,10,4.271678769756514,13,5.553182400683468,4,1.7086715079026058,3,1.2815036309269543,1,0.4271678769756514,5,2.135839384878257,2341,14.0,3.5344609946983083,64.0,16.157535975763697,33.0,8.331229487503157,0.0,0.0,25.0,6.311537490532694,47.0,11.865690482201463,25.0,6.311537490532694,0.0,0.0,2.0,0.5049229992426155,3.0,0.7573844988639232,12.0,3.029537995455693,3961.0,,
JINDALSAW,2023-05-22,2023-05-23,92.31816802027689,filing_date,0.09773257277978309,0.0813476196605627,0.24055251571220038,0.21908867743882832,0.4562366883402238,0.38853215787173756,1.413863211805547,1.2791135374782017,2023-05,0.047804621014873046,0.14776811603894022,0.28768894686341645,1.0419236329066692,discovery,Jindal Saw Limited,Steel And Steel Products,2023-05-22,,https://nsearchives.nseindia.com/corporate/JINDALSAW_22052023163706_Transcript.pdf,pymupdf,split,7002,0.28,0.2,0.24,25,25,6,2.697841726618705,35,15.737410071942444,13,5.845323741007194,2,0.8992805755395683,12,5.39568345323741,14,6.294964028776978,11,4.946043165467626,3,1.3489208633093526,0,0.0,0,0.0,0,0.0,2224,23.0,4.949429739616957,68.0,14.633096621476222,45.0,9.683666881859263,8.0,1.7215407789972026,11.0,2.367118571121153,42.0,9.038089089735314,27.0,5.810200129115558,12.0,2.582311168495804,3.0,0.6455777921239509,1.0,0.2151925973746503,8.0,1.7215407789972026,4647.0,2023-05-18,23.160103449504497
DEVYANI,2023-05-24,2023-05-25,180.6499938964844,filing_date,0.024633337156829027,0.011448078160670061,0.0066427470112111475,-0.016873429199393053,0.05978413183864473,-0.00512321455565945,-0.0074729636885576545,-0.14803965339139113,2023-05,-0.025294614608081016,-0.08614165266204901,-0.10876360963816262,-0.3794125425874354,discovery,Devyani International Limited,,2023-05-24,,https://nsearchives.nseindia.com/corporate/DEVYANI_24052023190135_DIL_ConcallTranscript_17052023.pdf,pymupdf,split,9133,0.1052631578947368,0.0,0.0454545454545454,19,25,0,0.0,3,9.118541033434653,3,9.118541033434653,2,6.079027355623101,4,12.1580547112462,2,6.079027355623101,3,9.118541033434653,0,0.0,0,0.0,0,0.0,0,0.0,329,22.0,2.5465910406297025,85.0,9.839101747887486,59.0,6.829494154416021,6.0,0.6945248292626461,6.0,0.6945248292626461,44.0,5.093182081259405,36.0,4.167148975575877,1.0,0.115754138210441,1.0,0.115754138210441,4.0,0.4630165528417641,1.0,0.115754138210441,8639.0,,
SBCL,2023-05-25,2023-05-26,487.1924392686119,call_date,0.08224703575804693,0.07495571749152674,0.26371619099237154,0.2522074391806908,0.3599071857889613,0.3053098965411871,0.09313919902275214,-0.04748545257710135,2023-05,0.032319083993136884,0.17093179131911138,0.19135944431215396,-0.2788003798761256,discovery,Shivalik Bimetal Controls Limited,,2023-05-25,2023-05-25,https://nsearchives.nseindia.com/corporate/SBCL_25052023181552_Reg30Transcript.pdf,pdfplumber,whole,7745,0.0666666666666666,,0.0666666666666666,75,0,25,3.2821320729946173,85,11.1592490481817,68,8.927399238545359,5,0.6564264145989235,40,5.251411316791388,58,7.614546409347512,43,5.645267165550742,0,0.0,0,0.0,0,0.0,6,0.7877116975187082,7617,,,,,,,,,,,,,,,,,,,,,,,,,
CENTENKA,2023-05-25,2023-05-26,360.6888513934862,call_date,0.029941040032740895,0.02264972176622071,0.06232333184880545,0.05081458003712469,0.08763830574429976,0.03304101649652558,0.10549684422569783,-0.03512780737415566,2023-05,-0.019986911732169148,-0.030461067824454707,-0.08090943573250758,-0.2664427346731799,discovery,Century Enka Limited,Textiles - Synthetic,2023-05-25,2023-05-25,https://nsearchives.nseindia.com/corporate/CENTENKA_25052023165948_STXEarningsCallTranscript22052023.pdf,pymupdf,split,6951,0.1428571428571428,-0.16,-0.0217391304347826,21,25,1,2.415458937198068,3,7.246376811594203,8,19.32367149758454,4,9.66183574879227,15,36.231884057971016,2,4.830917874396135,5,12.07729468599034,0,0.0,0,0.0,1,2.415458937198068,0,0.0,414,28.0,4.361370716510903,68.0,10.59190031152648,57.0,8.878504672897197,3.0,0.4672897196261682,23.0,3.582554517133957,54.0,8.411214953271028,33.0,5.140186915887851,0.0,0.0,1.0,0.1557632398753894,4.0,0.6230529595015576,10.0,1.557632398753894,6420.0,,
THYROCARE,2023-05-26,2023-05-29,144.9951734804561,filing_date,0.04297221252010974,0.037446720123605726,0.013925035718594936,0.003986757656036177,0.15274149133783066,0.09722344868724275,0.21834194574785437,0.07786826871177532,2023-05,-0.0069557392448003005,-0.07885936395466522,-0.015806250138976685,-0.15359763315102337,discovery,Thyrocare Technologies Limited,,2023-05-26,,https://nsearchives.nseindia.com/corporate/THYROCARE_26052023182735_Transcriptofearnigcalls31032023.pdf,pymupdf,whole,8195,0.2,,0.2,25,0,17,2.1316614420062696,91,11.410658307210031,70,8.77742946708464,6,0.7523510971786834,26,3.260188087774295,74,9.278996865203762,41,5.141065830721003,0,0.0,0,0.0,3,0.3761755485893417,11,1.3793103448275863,7975,,,,,,,,,,,,,,,,,,,,,,,,2023-05-24,-0.0061851167107881124
SSWL,2023-05-26,2023-05-29,145.81526915777525,call_date,0.06997970489148875,0.06445421249498473,0.08992560469228339,0.07998732662972463,0.491210348952168,0.43569230630158007,0.8886466812466682,0.7481730042105892,2023-05,0.020051753126578704,-0.00285879498097677,0.32266260747536063,0.5167071023477905,discovery,Steel Strips Wheels Limited,Auto Ancillaries,2023-05-29,2023-05-26,https://nsearchives.nseindia.com/corporate/SSWL_29052023105729_TranscriptsSigned.pdf,pymupdf,split,9003,0.0227272727272727,0.12,0.0840336134453781,44,75,3,4.07055630936228,5,6.784260515603799,3,4.07055630936228,1,1.35685210312076,15,20.3527815468114,5,6.784260515603799,3,4.07055630936228,0,0.0,0,0.0,0,0.0,1,1.35685210312076,737,28.0,3.529115200403328,106.0,13.360221830098313,76.0,9.579026972523318,2.0,0.2520796571716662,22.0,2.772876228888329,77.0,9.705066801109153,60.0,7.562389715149988,5.0,0.6301991429291656,2.0,0.2520796571716662,0.0,0.0,10.0,1.2603982858583311,7934.0,,
DIXON,2023-05-27,2023-05-29,3667.058720940026,call_date,0.08309978912080473,0.07757429672430072,0.13875816674563302,0.12881988868307426,0.19353213964468474,0.13801409699409684,0.5003703806663105,0.3598967036302314,2023-05,0.03317183735589469,0.045973767072372856,0.024984398167877397,0.1284308017674327,discovery,Dixon Technologies (India) Limited,,2023-05-27,2023-05-27,https://nsearchives.nseindia.com/corporate/DIXON_27052023214724_EarningCallTranscriptQ4Intimation27052023.pdf,pymupdf,split,9125,0.28,0.2,0.24,25,25,14,6.057983556901774,49,21.20294244915621,16,6.923409779316313,3,1.2981393336218088,18,7.788836001730853,25,10.81782778018174,12,5.192557334487235,5,2.163565556036348,0,0.0,0,0.0,3,1.2981393336218088,2311,18.0,2.766676913618199,109.0,16.75376575468798,66.0,10.144482016600062,2.0,0.3074085459575776,17.0,2.6129726406394096,62.0,9.529664924684909,55.0,8.453735013833384,17.0,2.6129726406394096,4.0,0.6148170919151552,2.0,0.3074085459575776,14.0,2.151859821703044,6506.0,2023-05-24,0.2387060456625389
CAPACITE,2023-05-30,2023-05-31,166.0,call_date,0.1807228915662651,0.16548161898660196,0.22981924034026746,0.20967196512208197,0.31325301204819267,0.2588651999921747,0.581024169921875,0.4109092419738336,2023-05,0.13079493980135504,0.1370348406670073,0.14470527057138532,0.20908459102299726,discovery,Capacit'e Infraprojects Limited,,2023-06-02,2023-05-30,https://nsearchives.nseindia.com/corporate/CAPACITE_02062023103040_EarningCallTranscriptQ4FY23Signed.pdf,pymupdf,whole,8544,0.08,,0.08,25,0,36,4.266919521156809,103,12.208130852198648,74,8.77089012682233,6,0.7111532535261349,46,5.452174943700367,95,11.2599265141638,47,5.570700485954723,10,1.185255422543558,2,0.2370510845087116,2,0.2370510845087116,1,0.1185255422543558,8437,,,,,,,,,,,,,,,,,,,,,,,,,
PGEL,2023-05-31,2023-06-01,166.2189274067378,filing_date,-0.0146312211031564,-0.0248276951662324,-0.01391022902862804,-0.032812093517678,-0.053507693933605216,-0.11728165834429416,0.3984676782117713,0.21901734874573786,2023-06,0.0003996924943857616,-0.01443881494132245,-0.17049048593121785,-0.07105290525626629,discovery,PG Electroplast Limited,Consumer Durables,2023-05-31,,https://nsearchives.nseindia.com/corporate/PGEL_31052023183945_TranscriptECQ4.pdf,pdfplumber,split,8775,0.4528301886792453,0.1866666666666666,0.296875,53,75,0,0.0,23,21.515434985968195,13,12.16089803554724,4,3.7418147801683816,16,14.967259120673528,8,7.483629560336763,8,7.483629560336763,2,1.8709073900841908,0,0.0,0,0.0,2,1.8709073900841908,1069,19.0,2.509244585314316,87.0,11.489698890649764,61.0,8.055995773903856,5.0,0.6603275224511358,21.0,2.77337559429477,91.0,12.017960908610672,51.0,6.735340729001585,2.0,0.2641310089804543,1.0,0.1320655044902271,1.0,0.1320655044902271,37.0,4.886423666138405,7572.0,,
SANDHAR,2023-06-01,2023-06-02,272.8681652532219,call_date,0.028571539118462885,0.024384633633743213,0.04517855025146855,0.021761605301053644,0.2919642672947924,0.22486942313369163,0.8285448953372796,0.6471038914919043,2023-06,0.04360245271600505,0.04464996433877414,0.17498147529717978,0.359024311869242,discovery,Sandhar Technologies Limited,,2023-06-01,2023-06-01,https://nsearchives.nseindia.com/corporate/SANDHAR_01062023141002_STL_Transcript_Letter_signedF.pdf,pymupdf,whole,9884,0.16,,0.16,25,0,37,3.822708957536936,94,9.711747081310053,96,9.918379997933672,7,0.7232152081826635,49,5.062506457278644,89,9.195164789751008,72,7.438784998450253,2,0.2066329166236181,1,0.103316458311809,0,0.0,30,3.099493749354272,9679,,,,,,,,,,,,,,,,,,,,,,,,,
NCC,2023-06-02,2023-06-05,123.28899268135018,filing_date,-0.04839329704666495,-0.0527818338857835,-0.07007354138727895,-0.0878956669271761,0.07394497264068556,0.010103111295750367,0.37216657374441686,0.1928198099750673,2023-06,-0.03336238344912279,-0.07060212729997335,-0.04303781935692706,-0.09735400972362074,discovery,NCC Limited,Construction,2023-06-02,,https://nsearchives.nseindia.com/corporate/NCC_02062023120752_Transcript.pdf,pymupdf,whole,7932,0.32,,0.32,25,0,35,4.51089057868282,128,16.496971259182885,76,9.795076685139838,23,2.9642995231344247,42,5.413068694419384,41,5.2841861064570175,43,5.54195128238175,22,2.8354169351720584,3,0.3866477638870988,1,0.1288825879623663,8,1.0310607036989303,7759,,,,,,,,,,,,,,,,,,,,,,,,2023-05-27,-0.14833839342121102
DIVGIITTS,2023-06-02,2023-06-05,844.5372513189501,filing_date,-0.036243622942685905,-0.040632159781804456,-0.037644442659928834,-0.05546656819982598,0.02071907067928036,-0.04312279066565483,0.15538349880124502,-0.023963264968104525,2023-06,-0.021212709345143743,-0.038173028572623245,-0.09626372131833226,-0.3141370846667926,discovery,Divgi Torqtransfer Systems Limited,,2023-06-02,,https://nsearchives.nseindia.com/corporate/DIVGIITTS_02062023171603_DTTSSubmissionofTranscriptofInvestorCallMay2023.pdf,pymupdf,split,6857,0.2933333333333333,0.1733333333333333,0.2333333333333333,75,75,3,0.9946949602122016,50,16.578249336870027,12,3.9787798408488064,7,2.320954907161804,10,3.315649867374005,9,2.9840848806366047,9,2.9840848806366047,0,0.0,0,0.0,0,0.0,0,0.0,3016,17.0,4.466631634261692,35.0,9.196006305832896,22.0,5.780346820809249,0.0,0.0,2.0,0.5254860746190226,23.0,6.04308985811876,20.0,5.254860746190226,2.0,0.5254860746190226,0.0,0.0,0.0,0.0,0.0,0.0,3806.0,,
SAIL,2023-06-02,2023-06-05,81.16053802577996,filing_date,-0.004171607968630364,-0.008560144807748915,0.023837935938018306,0.0060158103981211575,0.0762813092940322,0.012439447949097016,0.18549730448431134,0.006150540714961794,2023-06,0.010859305628911797,0.0233093500253239,-0.04070148270358041,-0.28402327898372626,discovery,Steel Authority of India Limited,Steel And Steel Products,2023-06-02,,https://nsearchives.nseindia.com/corporate/SAIL_02062023191637_transcript.pdf,pymupdf,split,7564,0.36,0.04,0.2,25,25,23,14.631043256997456,43,27.353689567430024,10,6.361323155216285,3,1.9083969465648856,14,8.9058524173028,13,8.26972010178117,10,6.361323155216285,5,3.1806615776081424,1,0.6361323155216285,0,0.0,0,0.0,1572,24.0,4.238036376478898,54.0,9.535581847077522,57.0,10.065336394137384,2.0,0.3531696980399081,21.0,3.708281829419036,80.0,14.126787921596328,39.0,6.886809111778209,0.0,0.0,4.0,0.7063393960798163,1.0,0.176584849019954,22.0,3.88486667843899,5663.0,2023-05-26,-0.09884535724369616
COCHINSHIP,2023-06-06,2023-06-07,278.02306194076374,filing_date,-0.040384654888639626,-0.045217006341468635,0.025699301029541877,0.011064804225078717,0.16617136692339263,0.10145784071249353,1.2587696390572534,1.0861231847599904,2023-06,-0.025353741291097465,0.02517071511684747,0.04918857492578001,0.7892490555892158,discovery,Cochin Shipyard Limited,,2023-06-06,,https://nsearchives.nseindia.com/corporate/COCHINSHIP_06062023180117_SE_Intimation_Signed.pdf,pymupdf,whole,11180,0.0,,0.0,25,0,25,2.291685764048034,82,7.516729306077551,94,8.616738472820607,35,3.2083600696672474,42,3.8500320836006967,62,5.683380694839124,72,6.600055000458338,19,1.7416811806765056,1,0.0916674305619213,1,0.0916674305619213,3,0.275002291685764,10909,,,,,,,,,,,,,,,,,,,,,,,,2023-05-20,-2.0319986125375302
MARKSANS,2023-06-07,2023-06-08,88.55971701459818,filing_date,-0.027995576223967866,-0.03661309830950876,0.026875504380371007,0.013073022760126118,0.22620372218185314,0.1644458607342727,0.777715427814377,0.6039988701752765,2023-06,-0.012964662626425705,0.0263469184676766,0.10922093018424052,0.30819484434633937,discovery,Marksans Pharma Limited,Pharmaceuticals,2023-06-07,,https://nsearchives.nseindia.com/corporate/MARKSANS_07062023111503_Transcript.pdf,pymupdf,split,10465,0.76,0.2,0.48,25,25,1,0.999000999000999,21,20.97902097902098,4,3.996003996003996,1,0.999000999000999,6,5.994005994005994,5,4.995004995004995,4,3.996003996003996,0,0.0,0,0.0,0,0.0,3,2.997002997002997,1001,31.0,3.2873806998939554,148.0,15.694591728525982,105.0,11.134676564156946,4.0,0.4241781548250265,24.0,2.545068928950159,111.0,11.770943796394484,62.0,6.574761399787911,3.0,0.3181336161187699,2.0,0.2120890774125132,0.0,0.0,10.0,1.0604453870625663,9430.0,,
IFBIND,2023-06-08,2023-06-09,817.0,call_date,-0.008200749335411595,-0.027350610143856424,-0.016217870257037914,-0.02468273226215212,0.03176256084091955,-0.03044850646229147,0.16077108394851614,-0.02024406966605552,2023-06,0.006830164262130567,-0.016746456169732322,-0.08522023115669307,-0.30874949951952146,discovery,IFB Industries Limited,Consumer Durables,2023-06-08,2023-06-08,https://nsearchives.nseindia.com/corporate/IFBIND_08062023164942_Transcript.pdf,pymupdf,whole,9648,-0.12,,-0.12,25,0,35,3.640145605824233,83,8.632345293811753,50,5.200208008320333,0,0.0,51,5.30421216848674,89,9.256370254810191,25,2.6001040041601664,0,0.0,1,0.1040041601664066,1,0.1040041601664066,10,1.0400416016640666,9615,,,,,,,,,,,,,,,,,,,,,,,,2023-05-28,0.23333028738906234
TANLA,2023-06-14,2023-06-15,944.1159105215052,filing_date,0.01617096801281437,0.011030308227345964,0.021012064947723674,-0.002138029240621897,0.21930555205716296,0.1638760999063995,0.08836914981316735,-0.10536304391902629,2023-06,0.03120188161035653,0.020483479035029267,0.10232276005955034,-0.38115143365487025,discovery,Tanla Platforms Limited,Computers - Software,2023-06-14,,https://nsearchives.nseindia.com/corporate/TANLA_14062023150600_Transcript_to_SEs_Final.pdf,pymupdf,split,5544,0.2266666666666666,0.1466666666666666,0.1866666666666666,75,75,3,1.9023462270133165,21,13.316423589093215,5,3.170577045022194,2,1.2682308180088775,10,6.341154090044388,13,8.243500317057704,2,1.2682308180088775,1,0.6341154090044389,0,0.0,0,0.0,0,0.0,1577,5.0,1.3003901170351104,42.0,10.923276983094928,35.0,9.102730819245776,0.0,0.0,3.0,0.7802340702210663,30.0,7.802340702210663,19.0,4.9414824447334205,1.0,0.2600780234070221,0.0,0.0,0.0,0.0,0.0,0.0,3845.0,,
TATAELXSI,2023-07-21,2023-07-24,7098.764795383402,filing_date,-0.029766697962485433,-0.04126081452830299,-0.027259659694141347,-0.03266726057524816,0.0035573488444102797,-0.019386413885242204,0.042681604221820546,-0.1260983947701837,2023-07,-0.018274147571668085,0.00470890625324305,-0.05126169860329995,-0.24479943111254282,discovery,Tata Elxsi Limited,Computers - Software,2023-07-21,,https://nsearchives.nseindia.com/corporate/TATAELXSI_21072023125558_TataElxsi_Q1_Earnings_Call_signed.pdf,pymupdf,split,8861,0.08,0.08,0.08,25,25,0,0.0,5,10.989010989010987,7,15.384615384615383,2,4.395604395604396,10,21.978021978021975,4,8.791208791208792,3,6.593406593406593,0,0.0,0,0.0,0,0.0,0,0.0,455,25.0,3.018230109863576,118.0,14.246046118556078,42.0,5.070626584570808,3.0,0.3621876131836291,25.0,3.018230109863576,79.0,9.5376071471689,24.0,2.897500905469033,2.0,0.2414584087890861,1.0,0.120729204394543,0.0,0.0,0.0,0.0,8283.0,2023-07-18,0.7789066287917339
DLF,2023-07-27,2023-07-28,496.2028309257433,call_date,-0.03801571615256327,-0.03460830481163624,-0.05304513786635945,-0.04784109145476201,0.06257357132865593,0.02097660171214466,0.5549116744609905,0.38011884802065854,2023-07,-0.026523165761745925,-0.02107657191897505,0.007754523880945698,0.2674306391266272,discovery,DLF Limited,Construction,2023-07-27,2023-07-27,https://nsearchives.nseindia.com/corporate/DLF_27072023203306_LETTER.pdf,pymupdf,split,8828,0.0,0.2,0.1041666666666666,23,25,0,0.0,2,5.46448087431694,0,0.0,2,5.46448087431694,14,38.25136612021858,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,366,17.0,2.054380664652568,76.0,9.18429003021148,47.0,5.6797583081571,3.0,0.3625377643504531,22.0,2.6586102719033238,106.0,12.809667673716012,25.0,3.0211480362537766,3.0,0.3625377643504531,0.0,0.0,1.0,0.120845921450151,2.0,0.2416918429003021,8275.0,2023-07-21,0.0037829670745649327
TEAMLEASE,2023-07-28,2023-07-31,2330.0,filing_date,0.033304762942596655,0.03932211448723588,-0.015600900281652397,-0.0019160418491533937,0.09832622217006448,0.07478732774483454,0.26484982732027906,0.10103600470465102,2023-07,0.044797313333414,0.016367665665732,0.04350717472235425,-0.022631208014084303,discovery,Teamlease Services Limited,,2023-07-28,,https://nsearchives.nseindia.com/corporate/TEAMLEASE_28072023164509_TeamLeaseEarningsCallTranscript26July2023.pdf,pymupdf,split,7532,0.0,0.12,0.0714285714285714,17,25,0,0.0,2,4.555808656036446,0,0.0,5,11.389521640091116,16,36.44646924829157,2,4.555808656036446,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,439,33.0,4.770854416654619,129.0,18.649703628740784,52.0,7.517709989880005,1.0,0.1445713459592308,20.0,2.891426919184618,56.0,8.09599537371693,29.0,4.192569032817696,4.0,0.5782853838369235,7.0,1.0119994217146162,0.0,0.0,2.0,0.2891426919184617,6917.0,2023-07-26,-0.0191403271264107
SBILIFE,2023-07-31,2023-08-01,1278.4819524384022,filing_date,0.05007787765315164,0.056054014160073495,0.004902822147747399,0.01652080685845614,0.047081789731353574,0.019189242894336767,0.1392996935949049,-0.03562105955077732,2023-08,0.04884451205611252,-0.04417198053880761,0.005043529852281924,-0.19208407007387984,discovery,SBI Life Insurance Company Limited,,2023-07-31,,https://nsearchives.nseindia.com/corporate/SBILIFE_31072023180500_ECT31072023.pdf,pymupdf,split,10661,0.4,0.04,0.22,25,25,2,1.0454783063251438,61,31.887088342916883,3,1.5682174594877156,3,1.5682174594877156,8,4.181913225300575,9,4.704652378463147,1,0.5227391531625719,0,0.0,0,0.0,0,0.0,0,0.0,1913,26.0,3.02712772150425,134.0,15.601350564675748,82.0,9.54709512166725,3.0,0.3492839678658749,8.0,0.9314239143089998,100.0,11.6427989288625,35.0,4.074979625101874,1.0,0.1164279892886249,2.0,0.2328559785772499,1.0,0.1164279892886249,0.0,0.0,8589.0,,
UTIAMC,2023-08-02,2023-08-03,702.2806472699018,call_date,-0.02725496237988767,-0.037244647753986504,-0.04703053293315651,-0.046160050053646984,-0.005514358491046756,-0.058786718274737804,0.16340228836659176,-0.028297716999398537,2023-08,-0.028488327976926794,-0.09610533561971152,-0.047552618370118406,-0.16798147530219298,discovery,UTI Asset Management Company Limited,,2023-08-02,2023-08-02,https://nsearchives.nseindia.com/corporate/UTIAMC_02082023163555_Disclosure.pdf,pdfplumber,split,7511,0.3333333333333333,0.1866666666666666,0.26,75,75,1,0.5834305717619603,27,15.752625437572927,9,5.250875145857643,5,2.9171528588098017,11,6.417736289381564,6,3.500583430571762,4,2.3337222870478413,0,0.0,0,0.0,0,0.0,2,1.166861143523921,1714,19.0,3.418495861820799,63.0,11.33501259445844,44.0,7.916516732637639,2.0,0.3598416696653472,4.0,0.7196833393306945,49.0,8.816120906801007,31.0,5.577545879812883,0.0,0.0,1.0,0.1799208348326736,0.0,0.0,0.0,0.0,5558.0,,
