symbol,fy,industry,fy_start,fy_end,filing_date,basis,taxonomy,src,pat,pbt,interest,share_capital,reserves,equity,ctx_inferred,ok_roe
KRBL,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-05-16,Consolidated,INTEGRATED_FILING_INDAS,integrated,4760500000.0,6400100000.0,145500000.0,228900000.0,52174200000.0,52403100000.0,False,True
KRBL,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-05-14,Consolidated,INTEGRATED_FILING_INDAS,integrated,6480400000.0,8729500000.0,82900000.0,228900000.0,57836000000.0,58064900000.0,False,True
KSCL,2018,CONSUMER GOODS,2018-04-01,2019-03-31,2019-05-29,Non-Consolidated,INDAS,legacy,2147286000.0,2271305000.0,1252000.0,126258000.0,10003337000.0,10129595000.0,True,True
KSCL,2019,CONSUMER GOODS,2019-04-01,2020-03-31,2020-06-08,Consolidated,INDAS,legacy,2599045000.0,2726533000.0,4785000.0,120658000.0,9466031000.0,9586689000.0,True,True
KSCL,2020,CONSUMER GOODS,2020-04-01,2021-03-31,2021-05-30,Consolidated,INDAS,legacy,3112056000.0,3210126000.0,5050000.0,120658000.0,12453757000.0,12574415000.0,True,True
KSCL,2021,CONSUMER GOODS,2021-04-01,2022-03-31,2022-05-23,Consolidated,INDAS,legacy,2127968000.0,2227519000.0,1274000.0,116643000.0,12691000000.0,12807643000.0,True,True
KSCL,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-05-20,Consolidated,INTEGRATED_FILING_INDAS,integrated,2822812000.0,2972190000.0,1900000.0,102878000.0,14888709000.0,14991587000.0,False,True
KSCL,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-05-26,Consolidated,INTEGRATED_FILING_INDAS,integrated,2958334000.0,3057856000.0,3272000.0,102800000.0,17464944000.0,17567744000.0,False,True
KTKBANK,2018,FINANCIAL SERVICES,2018-04-01,2019-03-31,2019-06-25,Non-Consolidated,BANKING,legacy,4772400000.0,6078100000.0,40008400000.0,2826200000.0,50904500000.0,53730700000.0,True,True
KTKBANK,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-06-11,Non-Consolidated,BANKING,legacy,4317800000.0,5220300000.0,44444100000.0,3108800000.0,51894900000.0,55003700000.0,True,True
KTKBANK,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-05-27,Consolidated,BANKING,legacy,4824600000.0,6118200000.0,40492200000.0,3108800000.0,58661400000.0,61770200000.0,True,True
KTKBANK,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-05-27,Consolidated,BANKING,legacy,5079900000.0,6939300000.0,37306200000.0,3111700000.0,63238700000.0,66350400000.0,True,True
KTKBANK,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-05-14,Consolidated,INTEGRATED_FILING_BANKING,integrated,12728400000.0,16411300000.0,57032000000.0,3779500000.0,112076900000.0,115856400000.0,False,True
KTKBANK,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-05-19,Consolidated,INTEGRATED_FILING_BANKING,integrated,13107500000.0,16583500000.0,57990400000.0,3781900000.0,122656200000.0,126438100000.0,False,True
LALPATHLAB,2018,HEALTHCARE SERVICES,2018-04-01,2019-03-31,2019-06-25,Consolidated,INDAS,legacy,2005000000.0,3006000000.0,8000000.0,833000000.0,0.0,833000000.0,True,True
LALPATHLAB,2019,HEALTHCARE SERVICES,2019-04-01,2020-03-31,2020-07-19,Consolidated,INDAS,legacy,2276000000.0,3105000000.0,153000000.0,833000000.0,0.0,833000000.0,True,True
LALPATHLAB,2020,HEALTHCARE SERVICES,2020-04-01,2021-03-31,2021-05-21,Consolidated,INDAS,legacy,2965000000.0,3944000000.0,160000000.0,833000000.0,11617000000.0,12450000000.0,True,True
LALPATHLAB,2021,HEALTHCARE SERVICES,2021-04-01,2022-03-31,2022-05-17,Consolidated,INDAS,legacy,3503000000.0,4749000000.0,302000000.0,833000000.0,14247000000.0,15080000000.0,True,True
LALPATHLAB,2024,HEALTHCARE SERVICES,2024-04-01,2025-03-31,2025-04-25,Consolidated,INTEGRATED_FILING_INDAS,integrated,4922000000.0,6247000000.0,223000000.0,836000000.0,20891000000.0,21727000000.0,False,True
LALPATHLAB,2025,HEALTHCARE SERVICES,2025-04-01,2026-03-31,2026-04-30,Consolidated,INTEGRATED_FILING_INDAS,integrated,5098000000.0,6691000000.0,228000000.0,1676000000.0,23406000000.0,25082000000.0,False,True
LAOPALA,2018,CONSUMER GOODS,2018-04-01,2019-03-31,2019-05-11,Non-Consolidated,INDAS,legacy,740353000.0,1126222000.0,6819000.0,222000000.0,5069382000.0,5291382000.0,True,True
LAOPALA,2019,CONSUMER GOODS,2019-04-01,2020-03-31,2020-07-01,Non-Consolidated,INDAS,legacy,842693000.0,1046488000.0,5745000.0,222000000.0,5229027000.0,5451027000.0,True,True
LAOPALA,2020,CONSUMER GOODS,2020-04-01,2021-03-31,2021-05-25,Non-Consolidated,INDAS,legacy,495740000.0,639872000.0,2537000.0,222000000.0,6435636000.0,6657636000.0,True,True
LAOPALA,2021,CONSUMER GOODS,2021-04-01,2022-03-31,2022-05-30,Non-Consolidated,INDAS,legacy,873720000.0,1165149000.0,40706000.0,222000000.0,7182914000.0,7404914000.0,True,True
LAOPALA,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-05-30,Standalone,INTEGRATED_FILING_INDAS,integrated,965852000.0,1324418000.0,52665000.0,222000000.0,8021712000.0,8243712000.0,False,True
LAOPALA,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-05-30,Standalone,INTEGRATED_FILING_INDAS,integrated,923025000.0,1203859000.0,48896000.0,222000000.0,7981600000.0,8203600000.0,False,True
LAURUSLABS,2018,PHARMA,2018-04-01,2019-03-31,2019-05-09,Consolidated,INDAS,legacy,937640000.0,1197520000.0,881900000.0,1064370000.0,0.0,1064370000.0,True,True
LAURUSLABS,2019,PHARMA,2019-04-01,2020-03-31,2020-05-04,Consolidated,INDAS,legacy,2552730000.0,2936110000.0,895910000.0,1069140000.0,0.0,1069140000.0,True,True
LAURUSLABS,2020,PHARMA,2020-04-01,2021-03-31,2021-04-29,Consolidated,INDAS,legacy,9838200000.0,13011100000.0,681600000.0,1073200000.0,0.0,1073200000.0,True,True
LAURUSLABS,2021,PHARMA,2021-04-01,2022-03-31,2022-04-28,Consolidated,INDAS,legacy,8322260000.0,10838500000.0,1023900000.0,1074700000.0,0.0,1074700000.0,True,True
LAURUSLABS,2024,PHARMA,2024-04-01,2025-03-31,2025-04-25,Consolidated,INTEGRATED_FILING_INDAS,integrated,3583400000.0,4842900000.0,2160000000.0,1078500000.0,43647100000.0,44725600000.0,False,True
LAURUSLABS,2025,PHARMA,2025-04-01,2026-03-31,2026-04-30,Consolidated,INTEGRATED_FILING_INDAS,integrated,8901400000.0,11818800000.0,1707300000.0,1079700000.0,51920900000.0,53000600000.0,False,True
LEMONTREE,2018,SERVICES,2018-04-01,2019-03-31,2019-07-08,Consolidated,INDAS,legacy,563788000.0,444708000.0,801111000.0,7892955000.0,0.0,7892955000.0,True,True
LEMONTREE,2019,SERVICES,2019-04-01,2020-03-31,2020-07-23,Consolidated,INDAS,legacy,-130545000.0,4898000.0,1564703000.0,7903144000.0,7544467000.0,15447611000.0,True,True
LEMONTREE,2020,SERVICES,2020-04-01,2021-03-31,2021-06-16,Consolidated,INDAS,legacy,-1865417000.0,-2147489000.0,1817240000.0,7904214000.0,0.0,7904214000.0,True,True
LEMONTREE,2021,SERVICES,2021-04-01,2022-03-31,2022-05-27,Consolidated,INDAS,legacy,-1373617000.0,-1456329000.0,1739778000.0,7908133000.0,6080655000.0,13988788000.0,True,True
LEMONTREE,2024,SERVICES,2024-04-01,2025-03-31,2025-05-29,Consolidated,INTEGRATED_FILING_INDAS,integrated,2431454000.0,2964934000.0,2006670000.0,7918475000.0,9977539000.0,17896014000.0,False,True
LEMONTREE,2025,SERVICES,2025-04-01,2026-03-31,2026-05-28,Consolidated,INTEGRATED_FILING_INDAS,integrated,2883182000.0,3600813000.0,1671782000.0,7918475000.0,12873312000.0,20791787000.0,False,True
LICHSGFIN,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-07-16,Consolidated,NBFC_INDAS,legacy,24041810000.0,32821800000.0,147814200000.0,1009300000.0,181638800000.0,182648100000.0,True,True
LICHSGFIN,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-06-15,Consolidated,NBFC_INDAS,legacy,27431900000.0,33651300000.0,144503800000.0,1009300000.0,0.0,1009300000.0,True,True
LICHSGFIN,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-05-15,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,54427000000.0,68759200000.0,195283600000.0,1100800000.0,362417100000.0,363517900000.0,False,True
LICHSGFIN,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-05-13,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,56042400000.0,71001500000.0,197705500000.0,1100800000.0,413188500000.0,414289300000.0,False,True
LINDEINDIA,2024,CHEMICALS,2024-04-01,2025-03-31,2025-05-26,Consolidated,INTEGRATED_FILING_INDAS,integrated,4548450000.0,6064720000.0,126280000.0,852840000.0,37346600000.0,38199440000.0,False,True
LINDEINDIA,2025,CHEMICALS,2025-04-01,2026-03-31,2026-05-30,Consolidated,INTEGRATED_FILING_INDAS,integrated,5489650000.0,6779900000.0,144980000.0,852840000.0,41812630000.0,42665470000.0,False,True
LT,2018,CONSTRUCTION,2018-04-01,2019-03-31,2019-06-26,Consolidated,INDAS,legacy,102165800000.0,145809200000.0,18060400000.0,2805500000.0,620942500000.0,623748000000.0,True,True
LT,2019,CONSTRUCTION,2019-04-01,2020-03-31,2020-06-06,Consolidated,INDAS,legacy,108942800000.0,134309500000.0,27966600000.0,2807800000.0,664424400000.0,667232200000.0,True,True
LT,2020,CONSTRUCTION,2020-04-01,2021-03-31,2021-05-15,Consolidated,INDAS,legacy,129212800000.0,85420200000.0,39134400000.0,2809100000.0,755876200000.0,758685300000.0,True,True
LT,2021,CONSTRUCTION,2021-04-01,2022-03-31,2022-05-13,Consolidated,INDAS,legacy,104192400000.0,145304300000.0,31257000000.0,2810100000.0,821266500000.0,824076600000.0,True,True
LT,2025,CONSTRUCTION,2025-04-01,2026-03-31,2026-05-05,Consolidated,INTEGRATED_FILING_INDAS,integrated,189538800000.0,259758100000.0,28488200000.0,2751300000.0,1090146700000.0,1092898000000.0,False,True
LTTS,2018,IT,2018-04-01,2019-03-31,2019-05-07,Consolidated,INDAS,legacy,7684000000.0,10314000000.0,19000000.0,208000000.0,0.0,208000000.0,True,True
LTTS,2019,IT,2019-04-01,2020-03-31,2020-06-03,Consolidated,INDAS,legacy,8224000000.0,11002000000.0,365000000.0,209000000.0,0.0,209000000.0,True,True
LTTS,2020,IT,2020-04-01,2021-03-31,2021-05-04,Consolidated,INDAS,legacy,6665000000.0,8973000000.0,455000000.0,210000000.0,34521000000.0,34731000000.0,True,True
LTTS,2021,IT,2021-04-01,2022-03-31,2022-04-22,Consolidated,INDAS,legacy,9606000000.0,13092000000.0,437000000.0,211000000.0,41414000000.0,41625000000.0,True,True
LTTS,2024,IT,2024-04-01,2025-03-31,2025-04-25,Consolidated,INTEGRATED_FILING_INDAS,integrated,12635000000.0,17407000000.0,565000000.0,212000000.0,60588000000.0,60800000000.0,False,True
LTTS,2025,IT,2025-04-01,2026-03-31,2026-04-22,Consolidated,INTEGRATED_FILING_INDAS,integrated,12811000000.0,16745000000.0,641000000.0,212000000.0,64515000000.0,64727000000.0,False,True
LUPIN,2018,PHARMA,2018-04-01,2019-03-31,2019-06-25,Consolidated,INDAS,legacy,6154800000.0,15171700000.0,3078300000.0,905000000.0,136517300000.0,137422300000.0,True,True
LUPIN,2019,PHARMA,2019-04-01,2020-03-31,2020-06-03,Consolidated,INDAS,legacy,-2697800000.0,7532900000.0,3629800000.0,906000000.0,124461000000.0,125367000000.0,True,True
LUPIN,2020,PHARMA,2020-04-01,2021-03-31,2021-05-13,Consolidated,INDAS,legacy,12279300000.0,16751200000.0,1406400000.0,907400000.0,0.0,907400000.0,True,True
LUPIN,2021,PHARMA,2021-04-01,2022-03-31,2022-05-19,Consolidated,INDAS,legacy,-15093600000.0,-13725700000.0,1427700000.0,909000000.0,120623700000.0,121532700000.0,True,True
LUPIN,2024,PHARMA,2024-04-01,2025-03-31,2025-05-15,Consolidated,INTEGRATED_FILING_INDAS,integrated,33062600000.0,40150000000.0,2948700000.0,913200000.0,171121800000.0,172035000000.0,False,True
LUPIN,2025,PHARMA,2025-04-01,2026-03-31,2026-05-07,Consolidated,INTEGRATED_FILING_INDAS,integrated,53554700000.0,68725500000.0,4344900000.0,914400000.0,223568300000.0,224482700000.0,False,True
LUXIND,2018,TEXTILES,2018-04-01,2019-03-31,2019-05-06,Consolidated,INDAS,legacy,987941000.0,1521125000.0,236052000.0,52998000.0,4071252000.0,4124250000.0,True,True
LUXIND,2019,TEXTILES,2019-04-01,2020-03-31,2020-06-30,Consolidated,INDAS,legacy,1224827000.0,1634472000.0,138185000.0,52998000.0,4902096000.0,4955094000.0,True,True
LUXIND,2020,TEXTILES,2020-04-01,2021-03-31,2021-05-26,Consolidated,INDAS,legacy,2693800000.0,3621100000.0,127200000.0,62600000.0,9993000000.0,10055600000.0,True,True
LUXIND,2021,TEXTILES,2021-04-01,2022-03-31,2022-05-31,Consolidated,INDAS,legacy,3380600000.0,4559200000.0,160100000.0,62600000.0,13034400000.0,13097000000.0,True,True
LUXIND,2024,TEXTILES,2024-04-01,2025-03-31,2025-05-26,Consolidated,INTEGRATED_FILING_INDAS,integrated,1645400000.0,2206600000.0,208700000.0,62600000.0,17240800000.0,17303400000.0,False,True
LUXIND,2025,TEXTILES,2025-04-01,2026-03-31,2026-05-21,Consolidated,INTEGRATED_FILING_INDAS,integrated,1060700000.0,1375100000.0,377200000.0,62600000.0,18277800000.0,18340400000.0,False,True
M&M,2018,AUTOMOBILE,2018-04-01,2019-03-31,2019-05-29,Non-Consolidated,INDAS,legacy,47960400000.0,63250100000.0,1133900000.0,5958000000.0,336134300000.0,342092300000.0,True,True
M&M,2019,AUTOMOBILE,2019-04-01,2020-03-31,2020-06-12,Consolidated,INDAS,legacy,-3210000000.0,6120300000.0,60646500000.0,5542800000.0,394150300000.0,399693100000.0,True,True
M&M,2020,AUTOMOBILE,2020-04-01,2021-03-31,2021-05-28,Consolidated,INDAS,legacy,15123900000.0,40710700000.0,61022200000.0,5551500000.0,0.0,5551500000.0,True,True
M&M,2021,AUTOMOBILE,2021-04-01,2022-03-31,2022-05-28,Consolidated,INDAS,legacy,72530100000.0,75059800000.0,50180500000.0,5560600000.0,465665800000.0,471226400000.0,True,True
M&M,2024,AUTOMOBILE,2024-04-01,2025-03-31,2025-05-05,Consolidated,INTEGRATED_FILING_INDAS,integrated,140731700000.0,175422000000.0,90833900000.0,5581500000.0,0.0,5581500000.0,False,True
M&M,2025,AUTOMOBILE,2025-04-01,2026-03-31,2026-05-05,Consolidated,INTEGRATED_FILING_INDAS,integrated,186217100000.0,232198500000.0,95908500000.0,5587800000.0,925375700000.0,930963500000.0,False,True
M&MFIN,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-05-29,Consolidated,NBFC_INDAS,legacy,10858177000.0,15561324000.0,53905637000.0,1230695000.0,118459352000.0,119690047000.0,True,True
M&MFIN,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-04-24,Consolidated,NBFC_INDAS,legacy,78028000.0,89460000.0,530757000.0,24640000.0,1552997000.0,1577637000.0,True,True
M&MFIN,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-05-03,Consolidated,NBFC_INDAS,legacy,11503400000.0,15044000000.0,44173700000.0,2465960000.0,166497100000.0,168963060000.0,True,True
M&MFIN,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-04-22,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,22608700000.0,29616800000.0,84154300000.0,2469800000.0,212824800000.0,215294600000.0,False,True
M&MFIN,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-04-24,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,28611100000.0,37562600000.0,89335600000.0,2779100000.0,263607300000.0,266386400000.0,False,True
MAHABANK,2018,FINANCIAL SERVICES,2018-04-01,2019-03-31,2019-05-07,Non-Consolidated,BANKING,legacy,-47838800000.0,-51293200000.0,71161200000.0,27531700000.0,16131700000.0,43663400000.0,True,True
MAHABANK,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-07-18,Consolidated,BANKING,legacy,3893200000.0,-2594200000.0,72157300000.0,58241100000.0,38205500000.0,96446600000.0,True,True
MAHABANK,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-04-30,Consolidated,BANKING,legacy,11516400000.0,19559100000.0,69739600000.0,67305000000.0,60909400000.0,128214400000.0,True,True
MAHABANK,2022,FINANCIAL SERVICES,2022-04-01,2023-03-31,2023-04-25,Consolidated,BANKING,legacy,26027900000.0,34459500000.0,81567900000.0,67305000000.0,0.0,67305000000.0,True,True
MAHABANK,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-04-25,Consolidated,INTEGRATED_FILING_BANKING,integrated,55208700000.0,57239400000.0,132805800000.0,76915500000.0,0.0,76915500000.0,False,True
MAHABANK,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-04-20,Consolidated,INTEGRATED_FILING_BANKING,integrated,70206400000.0,78592000000.0,156161500000.0,76915500000.0,237140000000.0,314055500000.0,False,True
MAHLOG,2018,SERVICES,2018-04-01,2019-03-31,2019-05-09,Consolidated,INDAS,legacy,864000000.0,1334400000.0,34800000.0,714500000.0,4267700000.0,4982200000.0,True,True
MAHLOG,2019,SERVICES,2019-04-01,2020-03-31,2020-06-04,Consolidated,INDAS,legacy,548400000.0,811900000.0,176300000.0,715400000.0,4731100000.0,5446500000.0,True,True
MAHLOG,2020,SERVICES,2020-04-01,2021-03-31,2021-04-30,Consolidated,INDAS,legacy,287900000.0,392000000.0,200900000.0,716700000.0,4963500000.0,5680200000.0,True,True
MAHLOG,2021,SERVICES,2021-04-01,2022-03-31,2022-04-27,Consolidated,INDAS,legacy,345800000.0,458200000.0,295200000.0,718700000.0,5184400000.0,5903100000.0,True,True
MAHLOG,2024,SERVICES,2024-04-01,2025-03-31,2025-04-21,Consolidated,INTEGRATED_FILING_INDAS,integrated,-300000000.0,-76600000.0,812100000.0,721300000.0,3657500000.0,4378800000.0,False,True
MAHLOG,2025,SERVICES,2025-04-01,2026-03-31,2026-04-23,Consolidated,INTEGRATED_FILING_INDAS,integrated,105700000.0,333500000.0,750200000.0,992200000.0,10755600000.0,11747800000.0,False,True
MAHSCOOTER,2018,AUTOMOBILE,2018-04-01,2019-03-31,2019-05-16,Non-Consolidated,INDAS,legacy,728000000.0,744000000.0,0.0,114300000.0,113117900000.0,113232200000.0,True,True
MAHSCOOTER,2019,AUTOMOBILE,2019-04-01,2020-03-31,2020-05-19,Non-Consolidated,INDAS,legacy,1799400000.0,1918000000.0,0.0,114300000.0,81993500000.0,82107800000.0,True,True
MAHSCOOTER,2021,AUTOMOBILE,2021-04-01,2022-03-31,2022-04-26,Non-Consolidated,INDAS,legacy,1427100000.0,1722400000.0,0.0,114300000.0,228415200000.0,228529500000.0,True,True
MAHSCOOTER,2024,AUTOMOBILE,2024-04-01,2025-03-31,2025-04-23,Standalone,INTEGRATED_FILING_NBFC_INDAS,integrated,2143500000.0,2152800000.0,0.0,114300000.0,308514300000.0,308628600000.0,False,True
MAHSCOOTER,2025,AUTOMOBILE,2025-04-01,2026-03-31,2026-04-22,Standalone,INTEGRATED_FILING_NBFC_INDAS,integrated,3105600000.0,3089900000.0,0.0,114300000.0,276233600000.0,276347900000.0,False,True
MAHSEAMLES,2018,METALS,2018-04-01,2019-03-31,2019-05-30,Non-Consolidated,INDAS,legacy,2623700000.0,4930200000.0,164600000.0,335000000.0,0.0,335000000.0,True,True
MAHSEAMLES,2019,METALS,2019-04-01,2020-03-31,2020-07-28,Consolidated,INDAS,legacy,1147000000.0,1918400000.0,639100000.0,335000000.0,31711800000.0,32046800000.0,True,True
MAHSEAMLES,2020,METALS,2020-04-01,2021-03-31,2021-06-26,Consolidated,INDAS,legacy,1214400000.0,1988800000.0,557400000.0,335000000.0,32652900000.0,32987900000.0,True,True
MAHSEAMLES,2021,METALS,2021-04-01,2022-03-31,2022-05-27,Consolidated,INDAS,legacy,4040400000.0,5345000000.0,507000000.0,335000000.0,36631100000.0,36966100000.0,True,True
MAHSEAMLES,2024,METALS,2024-04-01,2025-03-31,2025-05-26,Consolidated,INTEGRATED_FILING_INDAS,integrated,7773200000.0,10137900000.0,27600000.0,670000000.0,62097000000.0,62767000000.0,False,True
MAHSEAMLES,2025,METALS,2025-04-01,2026-03-31,2026-05-22,Consolidated,INTEGRATED_FILING_INDAS,integrated,7010200000.0,9530200000.0,25800000.0,670000000.0,0.0,670000000.0,False,True
MANAPPURAM,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-05-10,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,12038800000.0,16656400000.0,35747300000.0,1692900000.0,0.0,1692900000.0,False,True
MANAPPURAM,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-05-04,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,9931300000.0,12701800000.0,37856100000.0,1692900000.0,0.0,1692900000.0,False,True
MARICO,2018,CONSUMER GOODS,2018-04-01,2019-03-31,2019-05-24,Consolidated,INDAS,legacy,11350000000.0,12640000000.0,240000000.0,1290000000.0,28700000000.0,29990000000.0,True,True
MARICO,2019,CONSUMER GOODS,2019-04-01,2020-03-31,2020-05-07,Consolidated,INDAS,legacy,10430000000.0,13740000000.0,500000000.0,1290000000.0,28940000000.0,30230000000.0,True,True
MARICO,2020,CONSUMER GOODS,2020-04-01,2021-03-31,2021-04-30,Consolidated,INDAS,legacy,11990000000.0,15250000000.0,340000000.0,1290000000.0,31110000000.0,32400000000.0,True,True
MARICO,2021,CONSUMER GOODS,2021-04-01,2022-03-31,2022-05-05,Consolidated,INDAS,legacy,12550000000.0,16010000000.0,390000000.0,1290000000.0,32190000000.0,33480000000.0,True,True
MARICO,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-05-02,Consolidated,INTEGRATED_FILING_INDAS,integrated,16580000000.0,21160000000.0,530000000.0,1290000000.0,0.0,1290000000.0,False,True
MARICO,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-05-05,Consolidated,INTEGRATED_FILING_INDAS,integrated,18130000000.0,22770000000.0,530000000.0,1300000000.0,0.0,1300000000.0,False,True
MARUTI,2018,AUTOMOBILE,2018-04-01,2019-03-31,2019-05-24,Consolidated,INDAS,legacy,76506000000.0,104681000000.0,759000000.0,1510000000.0,0.0,1510000000.0,True,True
MARUTI,2019,AUTOMOBILE,2019-04-01,2020-03-31,2020-05-18,Consolidated,INDAS,legacy,56776000000.0,69844000000.0,1342000000.0,1510000000.0,0.0,1510000000.0,True,True
MARUTI,2020,AUTOMOBILE,2020-04-01,2021-03-31,2021-04-28,Consolidated,INDAS,legacy,43891000000.0,51520000000.0,1018000000.0,1510000000.0,0.0,1510000000.0,True,True
MARUTI,2021,AUTOMOBILE,2021-04-01,2022-03-31,2022-04-30,Consolidated,INDAS,legacy,38795000000.0,46972000000.0,1266000000.0,1510000000.0,0.0,1510000000.0,True,True
MARUTI,2024,AUTOMOBILE,2024-04-01,2025-03-31,2025-04-28,Consolidated,INTEGRATED_FILING_INDAS,integrated,145002000000.0,193761000000.0,1942000000.0,1572000000.0,960827000000.0,962399000000.0,False,True
MARUTI,2025,AUTOMOBILE,2025-04-01,2026-03-31,2026-04-28,Consolidated,INTEGRATED_FILING_INDAS,integrated,146795000000.0,188330000000.0,2387000000.0,1572000000.0,1069991000000.0,1071563000000.0,False,True
MASFIN,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-05-20,Consolidated,NBFC_INDAS,legacy,1455243000.0,1959691000.0,2849354000.0,546620000.0,11252187000.0,11798807000.0,True,True
MASFIN,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-04-30,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,3139800000.0,4210100000.0,7628000000.0,1814500000.0,0.0,1814500000.0,False,True
MASFIN,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-04-29,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,3758200000.0,5049900000.0,9066900000.0,1814500000.0,0.0,1814500000.0,False,True
METROPOLIS,2018,HEALTHCARE SERVICES,2018-04-01,2019-03-31,2019-05-15,Non-Consolidated,INDAS,legacy,1014570000.0,1491893000.0,5183000.0,0.0,4053683000.0,4053683000.0,True,True
METROPOLIS,2019,HEALTHCARE SERVICES,2019-04-01,2020-03-31,2020-07-23,Consolidated,INDAS,legacy,1275521000.0,1692529000.0,83447000.0,101261000.0,5251537000.0,5352798000.0,True,True
METROPOLIS,2020,HEALTHCARE SERVICES,2020-04-01,2021-03-31,2021-05-28,Consolidated,INDAS,legacy,1833487000.0,2443230000.0,77815000.0,102233000.0,6978418000.0,7080651000.0,True,True
METROPOLIS,2021,HEALTHCARE SERVICES,2021-04-01,2022-03-31,2022-05-25,Consolidated,INDAS,legacy,2146861000.0,2933511000.0,197420000.0,102344000.0,8759634000.0,8861978000.0,True,True
METROPOLIS,2024,HEALTHCARE SERVICES,2024-04-01,2025-03-31,2025-05-13,Consolidated,INTEGRATED_FILING_INDAS,integrated,1455139000.0,1908529000.0,185747000.0,103601000.0,13206119000.0,13309720000.0,False,True
METROPOLIS,2025,HEALTHCARE SERVICES,2025-04-01,2026-03-31,2026-05-13,Consolidated,INTEGRATED_FILING_INDAS,integrated,1911820000.0,2591756000.0,245438000.0,414657000.0,14716949000.0,15131606000.0,False,True
MFSL,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-06-03,Consolidated,NBFC_INDAS,legacy,2728500000.0,4424800000.0,2800000.0,539000000.0,20926200000.0,21465200000.0,True,True
MFSL,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-06-08,Consolidated,NBFC_INDAS,legacy,5597500000.0,5929000000.0,2700000.0,690200000.0,32739400000.0,33429600000.0,True,True
MFSL,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-05-13,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,4033800000.0,4501000000.0,473600000.0,686900000.0,52058300000.0,52745200000.0,False,True
MFSL,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-05-12,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,1055600000.0,1197700000.0,1118600000.0,686600000.0,52131300000.0,52817900000.0,False,True
MGL,2018,OIL & GAS,2018-04-01,2019-03-31,2019-05-10,Non-Consolidated,INDAS,legacy,5463900000.0,8369100000.0,3200000.0,987800000.0,23000900000.0,23988700000.0,True,True
MGL,2019,OIL & GAS,2019-04-01,2020-03-31,2020-06-11,Non-Consolidated,INDAS,legacy,7935000000.0,9835300000.0,65300000.0,987800000.0,28538900000.0,29526700000.0,True,True
MGL,2020,OIL & GAS,2020-04-01,2021-03-31,2021-05-24,Non-Consolidated,INDAS,legacy,6195700000.0,8336000000.0,71900000.0,987800000.0,31335900000.0,32323700000.0,True,True
MGL,2021,OIL & GAS,2021-04-01,2022-03-31,2022-05-10,Non-Consolidated,INDAS,legacy,5969500000.0,8062600000.0,75300000.0,987780000.0,0.0,987780000.0,True,True
