symbol,fy,industry,fy_start,fy_end,filing_date,basis,taxonomy,src,pat,pbt,interest,share_capital,reserves,equity,ctx_inferred,ok_roe
BAJAJFINSV,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-04-30,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,196694700000.0,268666900000.0,282317800000.0,1598700000.0,777546600000.0,779145300000.0,False,True
BAJAJHLDNG,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-07-19,Consolidated,NBFC_INDAS,legacy,30801900000.0,2558600000.0,125400000.0,1112900000.0,276522500000.0,277635400000.0,True,True
BAJAJHLDNG,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-04-30,Consolidated,NBFC_INDAS,legacy,36541500000.0,3201500000.0,38000000.0,1112900000.0,370556700000.0,371669600000.0,True,True
BAJAJHLDNG,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-04-29,Consolidated,NBFC_INDAS,legacy,41256100000.0,3322300000.0,31500000.0,1112900000.0,427309600000.0,428422500000.0,True,True
BAJAJHLDNG,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-05-30,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,66257000000.0,6163000000.0,14800000.0,1112900000.0,625762600000.0,626875500000.0,False,True
BAJAJHLDNG,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-05-07,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,97889200000.0,24508700000.0,7200000.0,1112900000.0,730392900000.0,731505800000.0,False,True
BAJFINANCE,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-05-29,Consolidated,NBFC_INDAS,legacy,52637600000.0,73221300000.0,94732100000.0,1199900000.0,322076400000.0,323276300000.0,True,True
BAJFINANCE,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-04-28,Consolidated,NBFC_INDAS,legacy,44198200000.0,59922600000.0,94140000000.0,1203200000.0,367980900000.0,369184100000.0,True,True
BAJFINANCE,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-04-26,Consolidated,NBFC_INDAS,legacy,70282300000.0,95037800000.0,97482400000.0,1206600000.0,435920300000.0,437126900000.0,True,True
BAJFINANCE,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-04-30,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,167794800000.0,220618200000.0,247707900000.0,1241700000.0,965687000000.0,966928700000.0,False,True
BAJFINANCE,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-04-29,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,193323600000.0,258001900000.0,286659500000.0,6217900000.0,1133772300000.0,1139990200000.0,False,True
BALKRISIND,2019,AUTOMOBILE,2019-04-01,2020-03-31,2020-06-20,Consolidated,INDAS,legacy,9596500000.0,11395200000.0,89000000.0,386600000.0,49696200000.0,50082800000.0,True,True
BALKRISIND,2020,AUTOMOBILE,2020-04-01,2021-03-31,2021-05-14,Consolidated,INDAS,legacy,11775300000.0,15549200000.0,113800000.0,386600000.0,59611600000.0,59998200000.0,True,True
BALKRISIND,2021,AUTOMOBILE,2021-04-01,2022-03-31,2022-05-13,Consolidated,INDAS,legacy,14353800000.0,19821500000.0,91500000.0,386600000.0,68943500000.0,69330100000.0,True,True
BALKRISIND,2024,AUTOMOBILE,2024-04-01,2025-03-31,2025-05-24,Consolidated,INTEGRATED_FILING_INDAS,integrated,16549600000.0,21873900000.0,1283400000.0,386600000.0,103489400000.0,103876000000.0,False,True
BALKRISIND,2025,AUTOMOBILE,2025-04-01,2026-03-31,2026-05-08,Consolidated,INTEGRATED_FILING_INDAS,integrated,12431000000.0,16436800000.0,1336200000.0,386600000.0,109166300000.0,109552900000.0,False,True
BALMLAWRIE,2018,INDUSTRIAL MANUFACTURING,2018-04-01,2019-03-31,2019-05-29,Non-Consolidated,INDAS,legacy,1885018000.0,2801048000.0,55574000.0,1140025000.0,11862019000.0,13002044000.0,True,True
BALMLAWRIE,2019,INDUSTRIAL MANUFACTURING,2019-04-01,2020-03-31,2020-06-25,Consolidated,INDAS,legacy,1548091000.0,1734415000.0,148699000.0,1710039000.0,13729694000.0,15439733000.0,True,True
BALMLAWRIE,2021,INDUSTRIAL MANUFACTURING,2021-04-01,2022-03-31,2022-05-27,Consolidated,INDAS,legacy,1347546000.0,1367917000.0,135893000.0,171003846000000.0,14369438000.0,171018215438000.0,True,True
BALMLAWRIE,2024,INDUSTRIAL MANUFACTURING,2024-04-01,2025-03-31,2025-05-16,Consolidated,INTEGRATED_FILING_INDAS,integrated,2592744000.0,2758081000.0,265250000.0,17100384600000.0,0.0,17100384600000.0,False,True
BALMLAWRIE,2025,INDUSTRIAL MANUFACTURING,2025-04-01,2026-03-31,2026-05-17,Consolidated,INTEGRATED_FILING_INDAS,integrated,2703185000.0,2875951000.0,334748000.0,1710038000.0,0.0,1710038000.0,False,True
BALRAMCHIN,2018,CONSUMER GOODS,2018-04-01,2019-03-31,2019-05-26,Non-Consolidated,INDAS,legacy,5706400000.0,5950300000.0,409400000.0,228400000.0,20598600000.0,20827000000.0,True,True
BALRAMCHIN,2019,CONSUMER GOODS,2019-04-01,2020-03-31,2020-06-24,Consolidated,INDAS,legacy,5193544000.0,5602536000.0,641702000.0,220000000.0,23936947000.0,24156947000.0,True,True
BALRAMCHIN,2020,CONSUMER GOODS,2020-04-01,2021-03-31,2021-06-02,Consolidated,INDAS,legacy,4797900000.0,5895819000.0,392959000.0,210000000.0,0.0,210000000.0,True,True
BALRAMCHIN,2021,CONSUMER GOODS,2021-04-01,2022-03-31,2022-05-25,Consolidated,INDAS,legacy,4646355000.0,5867761000.0,308689000.0,204040000.0,27493095000.0,27697135000.0,True,True
BALRAMCHIN,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-05-15,Consolidated,INTEGRATED_FILING_INDAS,integrated,4369212000.0,5270580000.0,934609000.0,201902000.0,37753143000.0,37955045000.0,False,True
BALRAMCHIN,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-05-15,Consolidated,INTEGRATED_FILING_INDAS,integrated,3784634000.0,5236948000.0,772245000.0,201950000.0,41179157000.0,41381107000.0,False,True
BANDHANBNK,2018,FINANCIAL SERVICES,2018-04-01,2019-03-31,2019-05-09,Non-Consolidated,BANKING,legacy,19515019000.0,30130539000.0,21479528000.0,11930829000.0,100086642000.0,112017471000.0,True,True
BANDHANBNK,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-05-18,Non-Consolidated,BANKING,legacy,30237375000.0,40534187000.0,45615790000.0,16102479000.0,135852115000.0,151954594000.0,True,True
BANDHANBNK,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-05-08,Non-Consolidated,BANKING,legacy,22054570000.0,29486549000.0,49608563000.0,16105992000.0,157975845000.0,174081837000.0,True,True
BANDHANBNK,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-05-17,Non-Consolidated,BANKING,legacy,1257940000.0,1286231000.0,51571016000.0,16107659000.0,157703848000.0,173811507000.0,True,True
BANDHANBNK,2022,FINANCIAL SERVICES,2022-04-01,2023-03-31,2023-05-19,Non-Consolidated,BANKING,legacy,21946380000.0,28929842000.0,66450814000.0,16108322000.0,179733160000.0,195841482000.0,True,True
